date,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,HOMICIDE,MOTOR VEHICLE THEFT,NARCOTICS,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,THEFT,WEAPONS VIOLATION
2001-02-17,66,230,45,1,125,0,66,123,4,30,7,211,9
2001-02-18,54,242,35,6,132,1,61,133,2,51,5,221,3
2001-02-19,63,179,47,3,144,0,55,246,4,44,3,234,14
2001-02-20,72,225,65,6,146,1,60,147,4,31,5,249,15
2001-02-21,87,195,61,5,119,0,75,162,10,40,3,216,11
2001-02-22,72,196,65,2,111,1,58,157,3,37,5,215,11
2001-02-23,70,219,64,5,120,2,59,159,11,36,1,243,8
2001-02-24,48,239,50,6,167,3,73,162,3,54,4,250,9
2001-02-25,58,252,49,4,177,1,56,142,6,34,4,213,12
2001-02-26,79,236,70,2,138,0,65,145,7,38,6,222,10
2001-02-27,92,216,89,9,123,1,56,146,16,42,5,233,8
2001-02-28,84,214,58,7,119,1,72,154,6,29,4,259,9
2001-03-01,97,238,74,10,185,2,65,173,10,53,14,362,10
2001-03-02,115,257,71,4,174,0,51,176,4,43,5,260,15
2001-03-03,61,270,56,9,157,3,75,175,4,55,8,243,15
2001-03-04,73,258,42,6,155,2,70,141,13,52,2,180,9
2001-03-05,65,184,49,2,130,1,58,213,3,32,5,279,7
2001-03-06,95,234,47,1,119,0,64,152,17,40,1,232,13
2001-03-07,102,247,51,4,152,1,85,171,10,42,3,277,18
2001-03-08,90,252,80,7,138,1,74,149,8,35,7,262,15
2001-03-09,103,250,69,4,153,1,74,154,6,59,5,286,20
2001-03-10,76,269,43,6,135,5,66,151,11,43,1,286,7
2001-03-11,87,267,44,3,154,1,74,100,6,45,5,190,5
2001-03-12,80,247,70,4,128,1,44,162,4,43,7,255,8
2001-03-13,102,217,68,3,143,1,63,174,7,39,7,251,12
2001-03-14,105,246,60,4,138,0,58,156,13,46,4,264,11
2001-03-15,109,230,61,3,116,0,78,117,8,46,5,272,8
2001-03-16,98,240,62,5,130,0,77,111,1,48,7,272,5
2001-03-17,75,219,58,4,112,1,73,103,7,39,3,233,6
2001-03-18,72,279,57,5,126,0,69,128,11,45,6,202,13
2001-03-19,103,240,73,5,139,1,77,172,11,37,6,262,9
2001-03-20,96,266,59,3,177,1,76,187,15,42,5,257,15
2001-03-21,99,274,60,4,142,2,75,183,15,37,11,225,17
2001-03-22,108,238,55,2,159,0,64,203,13,37,4,235,10
2001-03-23,100,271,73,8,182,2,75,166,16,53,8,280,16
2001-03-24,55,253,63,3,160,4,88,191,6,55,6,266,8
2001-03-25,66,202,37,8,159,2,83,122,10,45,6,167,8
2001-03-26,89,216,55,6,125,2,65,162,0,36,6,256,7
2001-03-27,118,245,82,3,157,0,55,154,11,56,8,279,13
2001-03-28,124,264,49,3,150,2,62,143,9,37,9,241,13
2001-03-29,106,267,69,8,166,0,52,130,7,41,6,242,17
2001-03-30,71,240,49,2,188,1,71,164,10,66,8,244,8
2001-03-31,84,283,46,9,169,0,91,179,1,52,6,208,7
2001-04-01,71,271,42,10,172,4,71,116,7,39,8,291,11
2001-04-02,96,244,59,6,136,1,75,131,10,49,5,277,8
2001-04-03,93,248,68,1,142,3,65,170,9,42,7,254,13
2001-04-04,69,256,59,3,146,1,67,173,7,32,11,267,7
2001-04-05,89,256,61,3,151,1,63,137,8,39,6,254,7
2001-04-06,90,285,86,4,151,2,65,141,8,45,4,274,10
2001-04-07,91,324,69,6,200,1,62,123,2,42,7,247,10
2001-04-08,78,342,71,2,168,1,57,102,4,60,6,230,10
2001-04-09,112,242,76,3,159,0,58,160,8,51,4,252,15
2001-04-10,102,230,63,5,150,1,70,155,9,51,8,268,10
2001-04-11,103,244,55,3,145,3,76,125,9,45,5,267,15
2001-04-12,90,305,62,5,172,2,84,166,4,39,6,255,13
2001-04-13,78,252,67,2,186,4,76,145,5,40,3,288,13
2001-04-14,81,320,59,6,158,2,62,148,10,51,3,262,14
2001-04-15,97,282,50,12,179,2,72,98,4,46,5,223,8
2001-04-16,73,189,70,3,154,2,78,127,4,33,5,256,6
2001-04-17,68,175,54,2,171,3,80,144,5,38,5,226,10
2001-04-18,88,249,75,2,165,3,83,152,5,48,3,225,10
2001-04-19,96,252,71,2,170,3,78,153,7,44,3,262,8
2001-04-20,103,299,70,5,180,4,77,136,10,52,4,285,14
2001-04-21,97,344,51,5,196,2,78,117,3,46,5,233,9
2001-04-22,100,385,60,6,157,4,63,114,7,54,9,216,8
2001-04-23,95,245,78,3,159,3,74,120,11,28,10,258,12
2001-04-24,95,261,59,3,149,1,70,132,11,43,4,256,13
2001-04-25,92,280,72,3,158,3,62,114,15,33,5,262,9
2001-04-26,102,283,65,3,157,0,65,131,11,46,5,264,12
2001-04-27,115,306,73,8,178,2,80,123,15,64,8,321,12
2001-04-28,96,271,66,5,184,0,76,123,8,41,2,247,10
2001-04-29,80,367,62,4,175,1,75,107,8,49,8,195,9
2001-04-30,108,321,59,7,154,0,59,161,5,51,5,289,15
2001-05-01,138,302,50,10,154,4,55,147,8,48,16,340,14
2001-05-02,119,327,57,8,158,2,67,182,6,36,14,252,16
2001-05-03,121,351,76,6,128,2,51,132,6,59,10,264,11
2001-05-04,114,318,66,5,191,1,75,180,12,52,9,297,10
2001-05-05,78,326,49,7,183,0,75,80,5,53,4,283,10
2001-05-06,74,318,58,4,158,4,86,64,6,55,4,236,10
2001-05-07,108,250,58,6,148,4,71,149,13,53,14,302,18
2001-05-08,111,289,56,4,158,0,72,157,9,41,14,274,11
2001-05-09,103,325,52,5,147,3,63,179,14,31,10,310,17
2001-05-10,86,302,71,7,145,3,55,147,6,34,2,252,21
2001-05-11,86,246,80,4,161,2,67,125,8,52,4,284,13
2001-05-12,82,261,63,3,169,4,60,114,4,67,2,250,9
2001-05-13,72,302,57,6,184,0,62,92,6,50,4,221,13
2001-05-14,89,249,71,7,150,2,85,121,7,49,5,265,18
2001-05-15,107,301,67,4,135,0,55,140,6,58,11,288,12
2001-05-16,115,312,70,6,122,0,64,144,6,57,6,249,16
2001-05-17,109,304,77,3,135,2,73,136,10,41,11,257,15
2001-05-18,93,281,58,5,171,3,82,140,12,58,4,311,9
2001-05-19,73,305,59,6,171,0,82,112,5,44,6,260,7
2001-05-20,90,326,50,2,162,0,87,89,5,55,11,246,13
2001-05-21,107,325,82,4,146,1,78,122,8,65,4,312,14
2001-05-22,86,218,62,3,138,0,74,138,10,54,6,266,16
2001-05-23,80,248,76,3,133,0,63,119,11,42,9,278,7
2001-05-24,108,240,72,6,141,0,74,142,9,34,3,283,10
2001-05-25,96,234,82,2,154,0,78,136,9,43,3,260,16
2001-05-26,64,255,55,4,133,0,74,89,3,49,4,257,6
2001-05-27,60,243,59,6,157,1,80,115,6,36,3,228,8
2001-05-28,76,353,58,3,175,0,69,120,10,41,0,241,16
2001-05-29,93,282,68,5,158,1,69,154,7,52,5,276,12
2001-05-30,97,247,66,6,148,0,72,138,8,43,16,291,8
2001-05-31,69,250,72,4,145,2,79,135,4,39,13,288,14
2001-06-01,87,242,90,17,172,2,94,145,12,65,23,403,13
2001-06-02,97,273,71,7,190,5,87,144,8,56,4,259,11
2001-06-03,72,250,33,8,161,1,63,144,9,44,3,226,11
2001-06-04,86,206,75,4,155,2,85,177,14,63,7,306,9
2001-06-05,91,194,87,6,154,3,78,134,9,48,10,266,7
2001-06-06,92,236,69,1,143,2,66,143,8,44,12,300,13
2001-06-07,90,257,68,3,137,2,71,149,7,36,3,277,11
2001-06-08,92,282,68,4,149,1,83,125,8,42,8,298,12
2001-06-09,91,335,73,2,151,2,67,108,4,49,9,304,21
2001-06-10,87,388,58,9,159,0,84,111,4,60,8,268,16
2001-06-11,113,281,74,5,144,2,90,192,7,39,10,291,11
2001-06-12,103,329,65,4,147,3,58,104,9,51,5,286,12
2001-06-13,94,342,76,4,165,0,84,105,8,45,5,309,7
2001-06-14,93,309,77,6,179,4,79,108,9,48,10,288,11
2001-06-15,84,263,65,2,153,0,92,117,10,50,3,329,14
2001-06-16,84,390,72,6,162,1,61,87,10,42,3,256,12
2001-06-17,113,423,62,7,164,4,86,67,10,54,9,260,11
2001-06-18,76,298,79,6,172,1,88,128,9,46,6,333,20
2001-06-19,122,278,70,1,168,3,60,232,12,53,4,305,16
2001-06-20,95,268,72,4,168,1,61,150,6,47,6,301,15
2001-06-21,78,250,63,2,164,3,60,125,6,48,4,292,10
2001-06-22,86,259,73,0,162,3,94,157,5,36,11,290,7
2001-06-23,85,300,63,1,155,7,95,114,4,50,3,264,9
2001-06-24,94,318,62,8,171,2,75,105,8,40,1,246,10
2001-06-25,83,273,65,8,168,1,71,130,3,56,4,294,10
2001-06-26,87,271,76,8,149,4,65,171,2,36,11,269,12
2001-06-27,100,286,83,2,138,2,70,160,2,32,6,262,9
2001-06-28,99,283,69,5,148,1,75,133,9,45,5,283,16
2001-06-29,106,308,66,6,156,3,82,142,5,66,5,299,8
2001-06-30,87,367,65,15,169,4,54,127,11,57,6,250,5
2001-07-01,119,341,67,11,170,1,86,129,9,61,12,334,19
2001-07-02,105,230,67,5,192,3,79,128,10,51,11,284,13
2001-07-03,82,278,79,4,185,0,75,93,8,56,6,289,7
2001-07-04,94,390,58,3,204,2,74,111,10,51,10,220,16
2001-07-05,108,311,79,6,169,2,64,93,2,69,10,272,10
2001-07-06,83,270,85,5,169,1,78,137,11,44,2,322,9
2001-07-07,81,324,70,4,188,1,81,125,9,51,6,294,9
2001-07-08,99,341,75,7,178,3,65,127,4,34,7,253,18
2001-07-09,85,266,84,5,167,4,93,123,7,47,8,325,9
2001-07-10,105,267,82,2,179,6,81,138,7,58,15,333,4
2001-07-11,103,248,75,4,162,1,85,151,3,62,8,290,11
2001-07-12,90,266,75,2,140,0,80,172,10,48,4,313,8
2001-07-13,83,294,96,4,187,4,85,135,9,58,14,335,5
2001-07-14,113,333,85,7,153,1,83,109,9,71,8,297,8
2001-07-15,108,358,61,7,191,1,98,72,5,58,5,264,13
2001-07-16,121,295,98,5,161,1,103,121,6,48,9,343,13
2001-07-17,100,243,86,8,155,5,70,135,5,59,9,319,11
2001-07-18,84,267,91,6,166,2,93,124,4,54,6,309,10
2001-07-19,108,271,70,4,174,5,74,118,2,50,10,298,17
2001-07-20,81,291,78,10,189,1,104,146,8,54,8,333,8
2001-07-21,101,380,81,6,173,2,84,121,7,56,10,284,10
2001-07-22,92,331,79,5,202,2,85,119,10,49,3,286,6
2001-07-23,107,258,98,7,154,8,86,126,6,61,6,323,9
2001-07-24,97,287,90,7,138,4,85,141,8,39,15,284,6
2001-07-25,83,247,82,9,167,3,85,147,8,38,6,335,11
2001-07-26,93,254,80,6,150,0,83,138,3,54,10,321,15
2001-07-27,93,263,89,10,174,4,71,156,13,51,6,319,15
2001-07-28,115,345,87,8,166,3,96,108,3,64,4,305,7
2001-07-29,93,366,72,7,159,5,85,121,4,59,8,276,11
2001-07-30,96,234,93,2,155,1,91,111,6,58,3,357,13
2001-07-31,97,264,87,6,154,2,67,122,7,45,5,333,15
2001-08-01,102,258,68,17,148,0,87,133,5,55,20,415,11
2001-08-02,99,259,76,5,144,3,79,126,7,66,9,275,5
2001-08-03,96,250,81,5,155,0,78,139,4,61,5,306,16
2001-08-04,91,389,57,4,178,5,85,101,2,62,7,313,12
2001-08-05,109,366,69,4,179,1,84,107,5,63,8,275,11
2001-08-06,98,270,98,2,167,1,84,130,9,63,9,345,13
2001-08-07,93,288,80,5,157,1,77,131,11,54,8,311,10
2001-08-08,102,287,84,4,176,2,61,123,10,47,9,319,10
2001-08-09,91,260,80,4,150,1,78,137,6,42,7,277,6
2001-08-10,102,256,85,4,168,1,90,181,11,49,7,352,13
2001-08-11,110,330,79,3,171,1,72,93,11,68,6,274,6
2001-08-12,92,347,69,2,164,3,82,118,6,50,4,277,10
2001-08-13,88,234,74,6,170,0,72,150,5,59,4,324,12
2001-08-14,110,243,79,4,144,1,60,167,8,54,8,315,10
2001-08-15,102,258,87,6,146,1,93,152,6,48,10,348,11
2001-08-16,79,233,86,4,182,3,74,165,5,64,3,308,17
2001-08-17,106,227,77,3,150,1,77,132,7,38,4,320,12
2001-08-18,95,261,59,5,173,6,62,107,10,51,2,314,7
2001-08-19,94,264,66,5,174,4,73,104,5,48,7,246,13
2001-08-20,100,264,76,4,205,1,60,143,8,57,8,325,12
2001-08-21,77,214,91,7,176,0,71,158,4,44,8,300,11
2001-08-22,116,240,95,2,151,4,74,140,3,54,7,275,12
2001-08-23,101,239,78,9,159,1,73,127,12,46,6,275,10
2001-08-24,94,261,89,6,139,0,71,154,7,69,5,310,9
2001-08-25,104,285,76,9,169,2,76,91,7,76,3,292,13
2001-08-26,94,319,79,6,187,2,71,126,11,51,4,293,15
2001-08-27,92,286,90,6,174,4,79,124,9,62,10,313,13
2001-08-28,110,236,93,5,151,1,72,134,6,52,7,350,9
2001-08-29,106,270,70,4,166,3,77,153,5,49,9,300,19
2001-08-30,90,247,82,9,165,2,75,152,5,43,4,349,16
2001-08-31,78,228,78,5,171,3,74,240,5,59,2,314,7
2001-09-01,83,295,74,7,173,5,78,89,4,66,15,386,18
2001-09-02,96,300,66,9,181,0,84,91,5,47,4,272,10
2001-09-03,100,315,71,4,140,1,61,190,4,57,5,250,10
2001-09-04,94,237,73,8,133,0,88,159,7,63,3,303,18
2001-09-05,90,211,63,4,119,2,77,143,3,48,7,309,13
2001-09-06,99,242,82,4,131,2,87,179,9,56,8,323,10
2001-09-07,114,290,116,6,153,4,73,145,4,59,4,337,15
2001-09-08,114,368,96,3,194,5,86,100,3,74,4,324,10
2001-09-09,102,279,66,3,204,2,94,114,4,48,6,259,9
2001-09-10,75,226,95,3,173,5,65,114,7,73,5,318,15
2001-09-11,145,306,85,3,136,3,70,92,36,54,7,249,13
2001-09-12,108,248,79,4,144,1,69,106,31,57,6,276,22
2001-09-13,84,234,82,5,163,0,75,98,28,49,8,279,14
2001-09-14,99,253,90,4,193,6,78,97,27,54,4,311,14
2001-09-15,100,306,72,3,175,2,89,125,21,81,5,302,13
2001-09-16,94,306,57,4,166,2,87,101,6,71,0,273,15
2001-09-17,91,237,77,3,117,1,98,92,18,59,5,263,10
2001-09-18,98,256,74,8,125,3,71,123,15,47,5,260,9
2001-09-19,86,215,85,1,121,0,81,131,21,45,4,301,14
2001-09-20,98,247,90,7,125,1,88,115,15,42,3,309,12
2001-09-21,91,284,94,5,172,1,98,121,15,64,4,324,8
2001-09-22,84,307,64,8,180,1,95,119,5,66,3,286,12
2001-09-23,81,265,72,6,170,4,102,97,10,65,5,241,5
2001-09-24,87,191,78,5,138,3,94,117,15,55,4,286,16
2001-09-25,86,211,79,2,129,4,74,149,5,52,9,284,9
2001-09-26,82,251,79,6,146,2,79,156,13,59,0,307,15
2001-09-27,111,277,92,3,137,2,97,139,11,49,3,327,14
2001-09-28,97,256,108,5,187,3,93,115,15,68,5,298,10
2001-09-29,77,296,75,1,197,3,92,118,6,64,4,287,12
2001-09-30,93,305,59,6,175,3,92,132,11,65,7,231,6
2001-10-01,108,261,86,8,142,2,84,185,20,74,16,426,15
2001-10-02,96,294,71,7,141,1,75,158,9,60,6,263,21
2001-10-03,97,279,98,6,147,7,94,158,11,60,6,299,14
2001-10-04,87,236,94,4,127,3,89,152,7,58,5,277,16
2001-10-05,100,215,77,3,150,1,105,158,14,70,13,317,13
2001-10-06,75,286,68,2,210,2,99,89,9,74,4,269,12
2001-10-07,78,268,69,3,189,4,99,73,5,69,1,240,3
2001-10-08,62,256,94,5,157,1,109,117,12,45,5,306,19
2001-10-09,79,279,102,7,159,2,90,138,9,55,7,320,19
2001-10-10,99,237,92,6,151,2,100,114,17,51,6,299,12
2001-10-11,76,265,96,5,141,2,95,139,8,79,3,280,13
2001-10-12,91,246,102,5,176,1,116,117,16,60,5,323,13
2001-10-13,79,247,71,6,181,3,108,80,12,50,6,269,9
2001-10-14,69,253,75,4,145,1,102,101,11,66,3,233,4
2001-10-15,81,222,109,2,142,6,85,106,10,57,6,338,11
2001-10-16,90,222,85,1,138,1,77,125,5,67,7,277,13
2001-10-17,93,240,83,5,156,2,109,137,12,52,6,275,14
2001-10-18,88,258,94,3,166,2,102,117,14,46,5,293,12
2001-10-19,86,281,88,6,172,1,101,129,13,60,8,329,18
2001-10-20,96,316,82,8,200,4,94,105,12,65,4,313,17
2001-10-21,82,338,56,7,197,3,92,104,10,55,4,264,19
2001-10-22,87,271,80,5,160,3,80,104,8,57,9,267,11
2001-10-23,95,256,85,9,149,1,93,138,8,68,5,278,9
2001-10-24,72,237,97,2,127,2,74,139,7,65,3,266,7
2001-10-25,79,190,98,4,146,1,83,180,8,45,8,266,17
2001-10-26,80,253,88,2,164,1,105,151,4,51,5,306,16
2001-10-27,51,259,79,3,200,1,83,170,10,59,5,284,15
2001-10-28,79,262,67,6,189,3,88,107,10,85,1,240,11
2001-10-29,88,236,108,5,141,2,77,140,4,40,2,317,19
2001-10-30,85,233,87,4,177,2,107,167,6,50,5,275,16
2001-10-31,93,315,83,5,290,4,84,119,12,64,7,291,21
2001-11-01,114,273,83,10,206,1,92,170,8,78,18,383,12
2001-11-02,106,287,81,8,205,1,75,146,8,50,8,264,18
2001-11-03,84,267,73,9,178,1,82,150,8,55,3,251,17
2001-11-04,56,297,70,6,186,1,77,99,3,63,7,237,11
2001-11-05,94,233,84,2,141,2,82,136,8,41,4,254,15
2001-11-06,91,253,101,1,114,1,67,176,6,45,2,253,13
2001-11-07,93,263,94,6,151,3,80,168,1,45,11,266,13
2001-11-08,93,208,72,4,164,1,65,161,4,57,8,258,18
2001-11-09,66,205,74,4,177,2,81,135,4,51,4,270,11
2001-11-10,67,240,77,5,175,3,84,146,9,53,8,287,9
2001-11-11,63,259,52,5,177,4,90,119,7,44,3,235,16
2001-11-12,78,194,81,2,140,3,68,158,4,43,3,259,11
2001-11-13,67,224,77,2,146,2,86,167,8,54,5,254,13
2001-11-14,71,209,94,3,133,5,78,146,9,50,3,296,9
2001-11-15,86,222,88,5,140,3,77,145,7,45,4,276,16
2001-11-16,87,257,94,3,166,1,81,166,6,40,4,299,27
2001-11-17,71,296,64,3,184,6,80,108,7,56,3,277,17
2001-11-18,75,293,68,4,173,3,93,126,4,49,1,210,15
2001-11-19,79,195,87,3,145,0,68,198,4,47,5,256,12
2001-11-20,81,207,69,3,137,3,79,155,2,54,5,263,13
2001-11-21,84,214,103,3,157,0,68,146,11,43,4,281,19
2001-11-22,63,251,69,2,156,0,59,103,1,44,4,159,5
2001-11-23,77,206,77,6,156,3,82,180,7,60,5,246,12
2001-11-24,82,259,88,6,172,2,98,123,0,59,2,243,13
2001-11-25,64,193,64,2,163,4,80,117,4,79,2,211,12
2001-11-26,80,232,105,4,139,3,86,122,4,48,4,295,14
2001-11-27,82,209,79,8,124,0,90,132,9,43,7,279,16
2001-11-28,85,210,106,4,129,1,81,139,8,55,5,306,16
2001-11-29,66,215,88,4,124,1,68,157,8,63,9,286,9
2001-11-30,89,230,82,6,142,4,82,156,5,81,8,290,11
2001-12-01,52,250,45,6,169,3,70,166,4,48,15,345,11
2001-12-02,71,237,49,6,167,5,73,121,8,54,3,212,7
2001-12-03,87,226,93,3,144,1,66,132,8,68,5,245,18
2001-12-04,97,238,81,7,162,1,80,180,10,56,6,236,10
2001-12-05,98,251,72,4,144,3,80,145,10,51,8,255,12
2001-12-06,91,237,64,3,145,0,68,165,6,58,6,269,16
2001-12-07,72,269,88,3,141,1,78,229,6,61,7,286,22
2001-12-08,57,229,54,2,149,1,75,134,6,66,5,293,12
2001-12-09,57,235,44,5,129,2,78,133,3,45,3,199,10
2001-12-10,82,188,60,4,148,1,66,160,5,51,3,283,14
2001-12-11,66,222,88,2,135,1,76,175,3,49,8,248,14
2001-12-12,79,223,77,4,132,0,67,203,2,57,7,270,11
2001-12-13,75,239,79,2,135,3,86,150,6,54,6,283,14
2001-12-14,92,269,75,6,168,0,71,133,8,71,5,269,11
2001-12-15,62,223,59,3,142,3,85,206,2,61,3,264,14
2001-12-16,64,245,49,2,136,1,75,132,1,46,3,224,7
2001-12-17,70,231,89,5,115,2,58,156,10,67,4,264,13
2001-12-18,81,219,83,3,111,2,75,139,11,50,8,269,14
2001-12-19,80,203,86,5,125,0,80,137,4,48,3,265,12
2001-12-20,66,178,92,2,129,5,67,138,4,52,5,252,14
2001-12-21,71,210,86,1,142,0,74,123,3,62,4,280,8
2001-12-22,58,236,77,4,168,2,83,112,2,63,3,218,2
2001-12-23,56,203,72,5,143,1,86,115,4,58,1,198,9
2001-12-24,40,145,72,1,121,2,65,103,4,39,6,189,4
2001-12-25,34,186,55,2,97,0,41,28,3,28,2,112,3
2001-12-26,41,140,52,3,99,1,60,106,6,33,2,205,5
2001-12-27,52,167,62,6,113,0,74,194,4,48,2,195,8
2001-12-28,65,170,52,5,121,4,63,146,7,42,4,228,7
2001-12-29,58,213,45,1,110,0,75,131,5,48,6,219,12
2001-12-30,48,192,46,4,120,3,70,103,6,40,1,167,8
2001-12-31,57,180,67,4,196,1,58,43,3,62,1,226,13
2002-01-01,84,345,51,40,209,1,69,109,5,51,37,425,36
2002-01-02,59,150,64,8,126,1,76,148,9,52,2,278,7
2002-01-03,67,166,74,3,131,5,56,161,4,58,3,218,5
2002-01-04,63,187,76,5,146,2,69,144,7,37,3,210,9
2002-01-05,51,205,55,3,168,3,58,105,10,53,2,211,7
2002-01-06,59,222,45,3,139,4,71,100,1,44,5,178,9
2002-01-07,47,182,83,3,107,1,79,145,9,56,3,225,14
2002-01-08,77,181,68,6,143,2,72,174,4,51,1,236,17
2002-01-09,96,224,84,4,137,3,67,156,4,46,4,260,20
2002-01-10,84,253,96,7,140,1,59,184,11,52,5,268,8
2002-01-11,95,232,81,4,153,1,65,155,5,56,1,267,15
2002-01-12,72,232,75,3,173,0,77,162,8,67,6,247,13
2002-01-13,72,223,63,3,158,2,75,140,5,56,3,211,13
2002-01-14,75,197,81,1,109,1,59,130,5,48,5,264,18
2002-01-15,67,231,75,2,144,1,84,189,12,55,2,248,8
2002-01-16,82,220,70,6,123,2,66,147,5,51,7,257,12
2002-01-17,68,162,58,1,102,2,54,157,10,43,3,226,17
2002-01-18,73,213,65,5,121,1,64,172,6,43,3,243,13
2002-01-19,68,228,44,7,144,2,67,120,6,49,2,239,12
2002-01-20,54,229,48,3,155,1,70,137,2,42,3,204,8
2002-01-21,74,182,55,2,103,0,50,161,3,29,3,207,12
2002-01-22,80,234,100,4,114,0,73,169,9,35,6,239,9
2002-01-23,72,237,64,6,145,0,58,174,5,46,2,229,11
2002-01-24,92,189,79,6,120,1,71,211,3,42,7,242,24
2002-01-25,93,239,78,4,151,3,65,180,3,48,4,264,13
2002-01-26,74,248,65,4,189,1,76,220,11,54,6,229,16
2002-01-27,66,306,49,7,153,0,66,157,7,44,4,199,12
2002-01-28,82,219,69,2,144,2,77,145,7,40,8,248,16
2002-01-29,87,214,64,6,109,0,67,158,2,42,6,223,11
2002-01-30,62,165,63,5,81,1,70,151,5,51,3,215,9
2002-01-31,67,185,53,3,84,1,62,116,3,30,7,198,6
2002-02-01,70,181,53,5,133,2,67,178,7,33,6,340,7
2002-02-02,71,217,53,8,125,1,70,172,6,48,8,216,10
2002-02-03,62,207,42,3,148,0,60,130,2,33,1,185,11
2002-02-04,52,194,51,2,118,0,59,138,5,49,3,180,12
2002-02-05,79,202,42,2,99,1,77,156,5,38,2,195,17
2002-02-06,79,208,61,3,101,0,76,188,7,43,5,193,14
2002-02-07,76,226,69,3,101,0,57,188,2,42,5,243,9
2002-02-08,77,236,58,2,126,0,70,233,7,39,5,232,11
2002-02-09,80,229,54,8,164,2,67,172,5,38,5,227,8
2002-02-10,53,200,52,5,157,2,71,132,2,24,6,200,10
2002-02-11,85,182,70,3,134,2,77,151,4,30,3,251,9
2002-02-12,74,191,69,2,136,0,61,258,8,56,4,247,6
2002-02-13,82,190,67,7,126,0,57,164,8,36,7,199,11
2002-02-14,74,206,61,7,126,0,52,194,5,45,7,220,12
2002-02-15,68,252,71,4,164,0,75,176,9,51,5,292,14
2002-02-16,68,222,50,6,194,1,60,158,3,45,4,214,6
2002-02-17,51,205,41,5,139,2,66,129,4,44,6,176,9
2002-02-18,66,170,39,4,174,1,62,195,4,39,4,231,15
2002-02-19,60,202,58,2,118,0,76,139,4,43,2,235,12
2002-02-20,72,202,68,3,109,2,73,191,12,37,6,232,17
2002-02-21,90,215,57,1,114,0,52,229,6,31,7,230,15
2002-02-22,79,200,67,7,149,1,61,184,9,41,6,235,11
2002-02-23,74,256,52,7,178,1,74,167,8,47,5,206,10
2002-02-24,76,258,36,5,182,4,71,142,3,59,5,177,9
2002-02-25,68,201,67,4,112,6,62,158,11,47,3,261,13
2002-02-26,74,185,50,4,96,3,67,146,7,32,7,221,10
2002-02-27,67,188,52,3,112,0,73,198,12,28,4,235,13
2002-02-28,83,199,52,2,126,1,58,134,12,41,2,236,30
2002-03-01,83,241,66,9,146,2,75,183,6,55,7,353,8
2002-03-02,54,206,40,6,131,0,70,147,10,49,4,190,8
2002-03-03,44,223,45,5,96,0,49,110,5,31,3,149,5
2002-03-04,49,152,38,9,86,1,68,150,6,27,2,180,7
2002-03-05,66,172,49,3,83,1,61,158,9,29,9,235,9
2002-03-06,77,197,49,5,119,0,66,205,9,26,5,218,14
2002-03-07,82,232,57,2,115,0,69,194,9,40,6,203,15
2002-03-08,104,275,63,3,174,1,70,188,4,54,7,255,22
2002-03-09,60,222,54,5,177,2,66,204,1,40,4,200,4
2002-03-10,47,215,41,2,145,1,73,133,7,48,4,173,10
2002-03-11,96,213,60,5,150,1,68,161,1,37,9,261,15
2002-03-12,93,230,51,3,147,1,78,141,17,41,5,220,13
2002-03-13,92,287,67,7,143,1,75,190,7,44,8,246,12
2002-03-14,93,302,45,6,158,1,62,175,13,50,10,273,14
2002-03-15,111,289,85,4,159,1,84,147,11,58,4,284,9
2002-03-16,58,244,41,5,150,4,79,193,6,36,7,249,11
2002-03-17,66,252,47,8,153,0,78,92,6,43,1,227,5
2002-03-18,81,216,53,3,168,3,68,134,4,43,8,250,14
2002-03-19,116,253,54,3,152,1,58,114,4,43,7,232,11
2002-03-20,92,203,72,5,163,0,51,155,9,42,4,248,14
2002-03-21,95,217,57,4,127,1,58,126,1,41,5,220,10
2002-03-22,73,223,67,2,168,5,65,114,9,32,9,261,11
2002-03-23,64,267,54,4,162,3,58,114,3,43,7,252,9
2002-03-24,69,244,41,5,139,2,61,223,2,54,5,193,12
2002-03-25,82,200,54,0,116,0,65,136,3,28,4,239,8
2002-03-26,79,216,61,7,127,1,57,159,4,36,3,235,14
2002-03-27,92,238,70,2,124,2,70,195,6,34,6,250,23
2002-03-28,83,298,62,2,164,3,73,175,8,44,4,258,24
2002-03-29,69,215,60,1,180,1,77,149,10,63,5,245,5
2002-03-30,91,267,58,4,179,2,71,153,11,54,4,245,10
2002-03-31,66,297,60,3,160,1,61,101,7,36,2,179,7
2002-04-01,77,242,56,10,151,1,72,155,7,45,13,346,14
2002-04-02,95,252,61,6,117,3,60,165,4,34,3,241,13
2002-04-03,98,255,49,3,127,1,64,187,5,49,7,242,8
2002-04-04,77,237,52,2,150,4,74,173,7,36,10,262,14
2002-04-05,110,286,65,3,181,1,91,162,11,59,7,262,14
2002-04-06,77,253,62,4,172,0,65,147,7,60,3,267,6
2002-04-07,49,208,45,3,158,0,86,142,0,47,5,160,10
2002-04-08,81,198,60,6,126,1,73,136,7,39,8,227,11
2002-04-09,82,248,63,5,147,1,71,187,8,43,7,241,16
2002-04-10,97,314,67,3,146,1,65,185,12,39,7,257,14
2002-04-11,101,318,53,10,188,4,59,144,5,51,3,236,23
2002-04-12,92,237,70,9,188,0,69,136,7,57,6,265,11
