date,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,HOMICIDE,MOTOR VEHICLE THEFT,NARCOTICS,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,THEFT,WEAPONS VIOLATION
2013-05-31,60,168,65,0,90,1,37,111,13,43,2,197,11
2013-06-01,71,191,37,9,105,0,42,90,9,37,10,253,16
2013-06-02,49,191,38,2,103,0,32,74,6,33,2,171,12
2013-06-03,57,152,40,4,94,1,36,117,6,33,2,223,10
2013-06-04,65,131,59,2,72,1,37,102,7,35,2,213,7
2013-06-05,57,151,54,3,90,2,37,107,13,20,2,215,13
2013-06-06,66,170,60,3,75,1,43,99,7,49,6,217,13
2013-06-07,68,174,53,5,81,0,29,94,12,27,1,178,7
2013-06-08,43,215,46,3,125,1,37,91,10,33,5,193,10
2013-06-09,50,217,23,0,95,0,28,85,11,35,2,182,14
2013-06-10,69,164,62,6,86,2,30,82,12,31,1,201,7
2013-06-11,63,160,38,3,76,2,19,98,10,34,0,206,11
2013-06-12,52,147,55,1,72,4,38,81,9,35,3,213,1
2013-06-13,62,182,55,5,83,1,24,88,14,22,2,216,9
2013-06-14,54,178,61,3,100,1,43,114,16,27,4,245,14
2013-06-15,53,189,38,3,93,2,41,73,13,47,2,218,11
2013-06-16,63,233,41,6,119,5,35,71,10,29,2,216,6
2013-06-17,64,210,55,4,92,2,40,102,16,31,5,240,18
2013-06-18,60,157,58,1,85,0,38,111,13,33,4,210,14
2013-06-19,57,191,42,0,83,0,31,88,14,30,2,204,13
2013-06-20,62,159,59,4,94,1,36,97,11,31,5,244,14
2013-06-21,57,154,74,2,100,4,27,89,7,30,3,220,4
2013-06-22,70,216,41,4,102,1,32,72,15,34,3,203,14
2013-06-23,62,244,28,6,115,3,29,89,5,34,3,171,11
2013-06-24,48,167,65,5,105,1,31,54,11,37,5,189,9
2013-06-25,51,188,58,8,94,1,37,71,12,37,3,196,9
2013-06-26,58,161,56,4,112,2,41,100,8,36,1,205,5
2013-06-27,54,151,55,5,85,2,41,79,13,35,3,202,18
2013-06-28,70,163,52,5,83,3,47,71,14,32,6,221,5
2013-06-29,46,222,32,4,109,1,28,101,10,29,0,209,11
2013-06-30,59,236,42,5,101,1,30,84,12,34,0,218,10
2013-07-01,49,176,63,6,97,1,25,107,6,49,12,286,10
2013-07-02,48,130,62,2,77,2,38,108,10,31,4,221,14
2013-07-03,53,120,43,5,79,4,31,107,5,38,2,232,10
2013-07-04,48,234,48,5,120,3,34,95,20,44,2,195,14
2013-07-05,58,243,42,4,109,3,20,106,8,40,4,195,11
2013-07-06,62,179,35,4,81,2,30,102,8,32,1,224,12
2013-07-07,56,221,28,7,93,1,27,104,9,24,0,204,6
2013-07-08,44,169,63,6,75,3,28,85,8,38,4,222,9
2013-07-09,51,143,36,5,81,0,31,102,4,34,4,245,10
2013-07-10,37,137,48,2,96,1,30,108,8,41,1,212,13
2013-07-11,52,155,42,2,82,1,33,108,14,36,3,227,8
2013-07-12,52,144,68,2,107,3,31,95,10,32,2,235,10
2013-07-13,53,228,54,5,102,1,30,78,12,34,1,228,8
2013-07-14,61,224,36,5,95,3,42,76,7,50,2,232,10
2013-07-15,59,189,68,2,92,0,40,94,6,46,3,261,6
2013-07-16,51,159,51,2,93,0,29,91,15,43,7,205,10
2013-07-17,57,152,63,5,94,0,39,94,12,31,6,241,15
2013-07-18,49,174,51,1,83,1,42,101,8,39,5,226,6
2013-07-19,47,148,56,2,94,4,32,82,8,43,0,237,9
2013-07-20,58,212,50,6,93,1,38,81,14,38,3,218,3
2013-07-21,54,213,39,8,98,5,42,72,5,36,6,245,8
2013-07-22,62,191,53,5,102,0,32,78,11,51,4,272,10
2013-07-23,55,172,42,1,79,2,37,112,11,35,3,241,13
2013-07-24,66,141,52,3,86,1,44,97,13,51,3,242,14
2013-07-25,57,140,53,3,88,0,31,112,8,41,3,234,11
2013-07-26,58,150,63,3,101,0,31,106,9,35,1,245,11
2013-07-27,45,174,43,6,108,0,31,76,6,47,1,219,11
2013-07-28,54,169,42,2,88,1,47,92,11,38,4,191,5
2013-07-29,56,130,60,4,73,3,33,93,6,46,4,240,8
2013-07-30,39,118,63,7,101,1,22,117,10,46,0,229,7
2013-07-31,43,129,50,2,74,0,39,97,9,35,3,218,10
2013-08-01,63,137,61,10,82,2,48,116,3,35,2,253,11
2013-08-02,44,160,50,3,95,1,40,118,13,31,4,256,7
2013-08-03,52,194,52,4,88,1,37,86,6,40,3,268,13
2013-08-04,49,204,45,8,94,1,26,89,5,41,4,228,5
2013-08-05,54,130,46,3,102,2,24,94,10,44,4,209,12
2013-08-06,49,136,57,3,88,2,31,110,11,35,8,210,12
2013-08-07,59,149,65,3,99,2,27,114,9,36,3,231,7
2013-08-08,47,139,68,3,80,0,35,114,3,39,3,212,12
2013-08-09,64,157,71,4,124,1,40,101,11,35,1,229,11
2013-08-10,46,238,54,8,125,3,31,79,10,36,2,257,11
2013-08-11,48,221,48,7,105,0,26,83,7,40,5,182,11
2013-08-12,49,171,48,5,94,0,28,114,14,44,5,261,10
2013-08-13,49,130,59,4,76,3,30,107,5,33,3,265,13
2013-08-14,35,114,54,3,75,0,29,98,4,38,2,265,10
2013-08-15,41,150,58,1,99,1,33,103,7,28,4,237,15
2013-08-16,55,136,55,2,83,3,33,99,5,41,2,240,16
2013-08-17,49,187,41,5,114,2,33,77,9,34,7,255,17
2013-08-18,54,208,42,6,100,4,30,80,12,29,3,207,14
2013-08-19,55,158,62,4,93,0,31,103,7,45,2,234,11
2013-08-20,51,165,78,8,94,2,33,100,8,30,5,230,14
2013-08-21,54,140,39,3,88,1,43,101,7,32,3,216,3
2013-08-22,52,151,81,2,98,0,29,103,6,45,5,202,8
