date,ARSON,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,ATTEMPTED ROBBERY,BATTERY - SIMPLE ASSAULT,BATTERY ON A FIREFIGHTER,BATTERY POLICE (SIMPLE),BATTERY WITH SEXUAL CONTACT,BIKE - STOLEN,BOMB SCARE,BRANDISH WEAPON,BUNCO ATTEMPT,BUNCO GRAND THEFT,BUNCO PETTY THEFT,BURGLARY,BURGLARY FROM VEHICLE,BURGLARY FROM VEHICLE ATTEMPTED,BURGLARY ATTEMPTED,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,CHILD ANNOYING (17YRS & UNDER),CHILD NEGLECT (SEE 300 W.I.C.),CHILD PORNOGRAPHY,CHILD STEALING,CONTEMPT OF COURT,COUNTERFEIT,CREDIT CARDS FRAUD USE ($950.01 & OVER),CRIMINAL HOMICIDE,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),CRUELTY TO ANIMALS,DEFRAUDING INNKEEPER/THEFT OF SERVICES $950 & UNDER,DISCHARGE FIREARMS/SHOTS FIRED,DISTURBING THE PEACE,DOCUMENT FORGERY / STOLEN FELONY,DOCUMENT WORTHLESS ($200.01 & OVER),DRIVING WITHOUT OWNER CONSENT (DWOC),EMBEZZLEMENT GRAND THEFT ($950.01 & OVER),EMBEZZLEMENT PETTY THEFT ($950 & UNDER),EXTORTION,FAILURE TO YIELD,FALSE IMPRISONMENT,FALSE POLICE REPORT,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,ILLEGAL DUMPING,INDECENT EXPOSURE,INTIMATE PARTNER - AGGRAVATED ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT,KIDNAPPING,KIDNAPPING - GRAND ATTEMPT,LETTERS LEWD  -  TELEPHONE CALLS LEWD,LEWD CONDUCT,ORAL COPULATION,OTHER ASSAULT,OTHER MISCELLANEOUS CRIME,PANDERING,PEEPING TOM,PICKPOCKET,PIMPING,PROWLER,PURSE SNATCHING,RAPE ATTEMPTED,RAPE FORCIBLE,RECKLESS DRIVING,RESISTING ARREST,ROBBERY,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,SEXUNLAWFUL(INC MUTUAL CONSENT PENETRATION W/ FRGN OBJ,SEXUAL PENETRATION W/FOREIGN OBJECT,SHOPLIFTING - PETTY THEFT ($950 & UNDER),SHOPLIFTING-GRAND THEFT ($950.01 & OVER),SHOTS FIRED AT INHABITED DWELLING,SHOTS FIRED AT MOVING VEHICLE TRAIN OR AIRCRAFT,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,STALKING,THEFT FROM MOTOR VEHICLE - ATTEMPT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),THEFT OF IDENTITY,THEFT PLAIN - ATTEMPT,THEFT PLAIN - PETTY ($950 & UNDER),THEFT PERSON,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,THREATENING PHONE CALLS/LETTERS,THROWING OBJECT AT MOVING VEHICLE,TRESPASSING,UNAUTHORIZED COMPUTER ACCESS,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),VANDALISM - MISDEAMEANOR ($399 OR UNDER),VEHICLE - ATTEMPT STOLEN,VEHICLE - STOLEN,VEHICLE STOLEN - OTHER (MOTORIZED SCOOTERS BIKES ETC),VIOLATION OF COURT ORDER,VIOLATION OF RESTRAINING ORDER,VIOLATION OF TEMPORARY RESTRAINING ORDER
2011-07-10,1,1,17,4,64,0,1,0,0,0,2,0,1,2,23,29,0,5,0,5,2,1,0,1,0,1,0,0,15,1,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,1,1,37,0,0,9,0,0,3,6,0,0,0,0,0,0,0,3,0,1,39,0,2,0,9,0,3,0,0,2,1,7,20,21,0,43,1,15,1,0,5,0,26,24,1,43,0,6,2,1
2011-07-11,2,0,23,6,47,0,1,7,0,0,4,0,1,0,37,35,2,4,1,3,2,3,0,0,0,0,0,0,21,2,1,2,1,0,9,0,0,3,0,0,0,0,0,0,0,0,0,26,1,0,9,1,0,1,6,0,2,0,0,2,1,0,1,0,0,24,2,1,0,11,0,0,0,0,1,0,4,11,51,0,28,4,17,1,0,3,1,23,30,2,35,0,12,1,1
2011-07-12,1,0,9,6,44,0,0,1,1,0,2,0,1,0,43,32,1,6,2,1,1,2,0,0,1,1,0,1,11,1,0,1,0,1,8,0,0,1,0,0,0,0,0,0,1,0,1,29,0,0,11,1,0,0,7,0,0,0,0,0,0,0,2,0,1,31,0,6,1,8,1,0,0,0,1,0,6,20,26,2,33,5,21,2,0,7,0,17,33,0,50,0,3,6,0
2011-07-13,0,0,25,5,52,0,0,2,1,0,2,0,2,0,47,44,1,2,0,1,2,3,0,1,0,0,0,1,14,2,0,0,0,1,7,0,0,2,0,0,0,0,1,0,0,1,0,22,0,0,6,1,0,0,3,0,0,0,0,0,1,0,3,0,0,39,0,1,0,10,0,0,0,1,1,1,10,15,42,2,55,5,12,0,1,4,1,16,23,0,41,0,17,3,1
2011-07-14,0,0,16,4,49,0,2,2,0,0,0,0,1,0,41,53,1,2,1,0,1,0,0,0,0,0,0,0,17,2,1,0,0,2,5,0,0,3,0,1,0,3,0,0,0,1,0,31,1,1,6,0,0,0,6,0,1,0,0,0,1,0,1,0,1,19,0,2,0,11,0,0,0,0,0,0,6,24,20,1,48,4,16,1,0,4,0,27,31,1,40,0,7,2,0
2011-07-15,1,1,18,4,69,0,0,2,0,0,1,0,0,0,64,52,0,4,0,0,0,0,0,1,0,1,1,3,16,5,1,1,0,0,6,0,0,0,0,1,0,1,0,0,0,1,0,31,0,0,10,0,2,0,9,0,0,0,0,1,1,1,1,0,1,31,0,3,2,8,0,0,0,0,1,0,11,26,43,0,51,6,32,0,1,5,1,38,30,4,56,0,8,6,0
2011-07-16,1,0,20,3,65,0,1,1,0,0,1,1,0,0,35,49,0,2,0,2,4,1,0,0,0,0,0,2,19,3,1,0,2,0,6,0,0,1,0,0,0,0,0,0,0,1,0,29,0,2,8,1,0,0,10,0,0,0,0,0,0,0,1,0,1,23,0,1,1,9,0,0,0,0,2,1,6,14,19,1,41,3,13,1,0,3,0,37,26,0,44,0,7,6,0
2011-07-17,2,2,36,1,60,0,2,1,1,0,6,0,0,0,39,39,1,2,1,2,0,3,0,0,0,0,0,0,13,1,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,1,1,42,0,0,8,0,2,0,7,0,0,0,0,0,0,0,3,0,3,20,0,0,1,8,1,4,0,0,0,0,6,18,10,0,36,4,15,1,1,2,0,18,29,3,56,0,11,8,0
2011-07-18,0,0,24,1,47,0,1,2,1,1,1,0,1,1,50,34,0,5,1,4,0,4,0,1,0,0,0,0,20,3,0,1,1,1,13,0,0,3,0,0,1,0,0,0,0,0,0,31,1,1,8,1,0,0,1,0,0,1,0,0,1,1,2,0,1,26,0,1,1,10,1,1,0,1,1,0,5,31,36,0,43,5,23,2,0,5,2,13,31,1,34,0,4,1,0
2011-07-19,0,0,17,7,69,0,0,5,0,0,2,0,1,1,40,35,0,4,0,2,2,5,0,0,0,0,0,0,10,1,1,1,0,1,4,0,0,1,0,0,0,0,0,0,0,3,1,27,0,0,7,0,0,2,5,0,0,0,0,0,1,0,1,0,0,22,1,0,1,10,0,1,0,0,0,0,10,17,40,0,41,5,22,2,0,4,0,21,25,1,36,0,9,4,0
2011-07-20,1,3,21,4,49,0,0,6,1,0,4,0,2,0,49,47,3,2,2,1,2,1,0,3,0,2,1,0,21,4,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,17,0,0,6,0,1,0,5,0,0,0,1,0,0,1,1,0,3,40,1,0,0,9,1,1,0,0,0,0,7,13,37,0,25,5,13,0,0,6,0,32,22,0,40,0,6,2,0
2011-07-21,0,0,9,3,47,0,1,1,0,0,3,0,1,1,56,34,0,6,1,4,2,5,0,0,0,0,0,0,12,1,3,1,0,1,8,0,0,3,0,0,0,0,0,0,1,0,1,21,0,0,2,0,0,0,5,0,0,0,0,1,0,0,1,0,1,28,0,0,0,15,1,2,0,0,0,0,3,16,23,0,40,6,20,1,0,2,2,28,26,0,23,0,7,6,0
2011-07-22,0,0,25,3,54,0,1,2,1,0,1,0,2,0,61,42,2,6,0,3,2,1,0,0,2,1,1,2,15,2,1,0,0,2,12,0,0,2,1,0,0,0,0,0,0,1,0,28,0,0,7,0,0,0,10,0,0,0,0,1,0,0,5,0,0,29,1,0,1,10,2,1,0,0,1,0,6,21,33,1,37,6,21,2,0,5,1,23,27,2,40,0,12,6,1
2011-07-23,0,2,43,2,48,0,5,3,2,0,4,0,1,0,37,44,3,4,2,1,1,2,0,0,0,0,0,2,11,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,5,0,0,0,1,1,0,1,6,0,2,28,0,1,0,15,0,1,0,0,0,1,4,22,21,0,48,1,20,3,0,1,1,38,40,1,44,0,14,2,0
2011-07-24,3,0,23,4,60,0,0,1,2,0,2,0,0,0,32,45,2,0,0,0,0,1,0,2,0,0,0,0,19,0,0,3,2,1,5,0,0,3,0,0,0,0,0,0,0,0,0,42,0,1,7,0,2,0,6,0,0,0,0,0,0,0,3,0,2,19,0,0,0,6,0,2,0,1,0,0,8,14,12,0,39,2,17,0,0,3,0,37,46,0,48,0,2,2,1
2011-07-25,1,0,20,9,49,0,0,2,0,0,1,0,1,0,44,48,0,6,0,1,1,2,0,0,0,1,1,1,18,2,0,1,2,3,11,0,0,1,0,0,0,0,0,0,0,2,0,42,0,0,4,1,0,4,5,0,1,0,0,1,0,0,1,0,1,30,1,1,0,6,0,1,0,0,1,0,7,16,39,0,56,4,19,3,0,4,0,21,42,0,37,0,8,3,0
2011-07-26,1,0,16,3,41,0,1,6,1,1,1,0,0,0,36,41,1,4,0,5,0,2,0,2,0,0,0,0,15,1,3,1,2,0,9,0,0,0,0,0,1,0,0,0,0,1,1,32,2,0,3,1,0,0,7,0,1,0,0,0,0,0,2,0,0,22,0,1,0,12,2,0,0,1,2,1,4,20,24,0,40,3,12,1,0,6,1,17,26,0,33,0,11,2,0
2011-07-27,0,0,23,7,67,0,1,2,2,0,0,1,2,0,42,53,1,4,0,1,1,1,0,0,0,0,0,1,18,0,1,2,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,28,1,1,2,0,0,1,3,0,1,0,0,1,0,0,1,0,3,18,1,1,0,10,1,2,0,1,1,0,12,11,26,1,51,7,20,0,0,9,0,28,28,1,54,0,6,5,0
2011-07-28,2,1,27,1,53,0,2,0,1,0,0,0,0,1,44,41,1,3,0,8,0,2,0,0,0,2,0,0,17,1,1,1,0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,24,0,0,6,0,0,0,7,0,0,0,0,0,0,0,4,0,1,23,1,2,0,10,1,1,0,0,1,1,7,25,25,0,41,5,26,1,1,4,1,20,27,1,45,0,7,3,0
2011-07-29,1,0,22,2,54,0,2,4,3,0,2,0,3,0,63,58,1,5,2,2,2,4,0,0,0,0,0,1,13,1,1,2,3,0,6,0,0,1,0,0,0,0,0,0,0,1,1,28,1,0,11,0,0,1,6,1,0,0,0,0,1,0,0,0,0,28,0,1,0,10,0,0,0,0,0,1,5,26,52,1,46,3,27,0,0,0,1,37,35,1,46,0,5,6,0
2011-07-30,1,2,25,1,66,0,4,3,2,0,2,0,0,1,38,36,2,0,1,1,2,4,0,1,1,0,0,1,15,3,0,3,2,3,5,0,1,2,0,0,0,0,0,0,0,0,0,31,0,0,6,0,0,0,6,0,0,0,0,0,0,0,3,0,1,22,0,0,0,8,0,2,0,0,0,0,4,14,23,0,46,6,17,0,0,3,1,31,27,1,49,0,8,5,0
2011-07-31,0,0,35,3,86,0,2,2,2,0,3,0,0,1,33,39,0,3,0,1,1,1,0,1,0,0,0,1,20,2,0,0,0,0,4,0,0,0,0,4,0,0,1,0,0,1,1,29,1,0,7,1,0,0,2,0,0,0,0,0,0,0,2,0,4,26,0,3,0,12,1,1,0,1,0,0,3,26,25,0,51,2,20,1,0,4,0,24,33,1,38,0,7,3,0
2011-08-01,1,0,19,9,64,0,0,4,2,0,1,1,6,0,49,33,3,4,3,6,8,6,0,1,0,0,0,1,20,33,2,0,0,0,18,0,1,5,1,1,0,1,0,0,0,0,1,34,0,0,24,0,1,1,7,0,1,0,2,0,0,0,8,0,0,40,1,17,2,5,0,1,0,1,0,0,8,26,156,1,56,7,40,1,0,5,3,32,39,0,40,0,8,7,0
2011-08-02,2,0,24,4,65,0,1,2,0,0,2,0,2,1,48,55,1,8,0,2,0,5,0,1,0,0,0,0,13,3,1,1,0,1,8,0,0,0,0,1,0,0,0,0,1,2,0,17,0,0,12,1,0,0,10,0,1,0,0,0,1,1,7,0,2,29,1,0,0,7,0,1,0,0,1,1,7,21,46,0,35,7,11,2,0,7,0,36,32,0,32,0,11,4,1
2011-08-03,2,0,18,4,49,0,1,8,1,0,5,0,2,1,43,32,1,2,0,2,3,1,0,0,0,0,0,0,20,0,1,0,0,1,9,0,0,1,0,0,0,0,0,0,0,2,1,27,0,0,8,0,0,2,5,0,0,0,1,0,0,0,3,0,1,25,0,0,0,11,0,0,0,1,0,0,6,14,29,1,41,4,28,1,0,5,0,28,27,1,39,0,3,3,0
2011-08-04,0,0,20,4,48,0,0,2,0,0,2,0,1,0,46,41,0,5,1,1,2,2,0,0,0,0,1,1,21,3,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,0,0,15,0,0,0,1,0,0,1,3,0,1,30,0,0,0,12,1,0,0,0,0,1,10,15,33,1,45,4,10,1,0,1,0,28,33,0,35,0,8,2,0
2011-08-05,1,0,17,7,44,0,3,5,1,0,3,0,1,2,63,47,0,4,0,3,0,5,0,2,0,2,0,2,11,4,1,3,0,2,5,0,0,3,0,0,0,1,0,0,0,1,0,28,0,0,4,1,0,0,9,0,0,0,0,0,0,0,1,0,0,13,0,2,0,4,0,0,0,0,1,0,3,22,45,0,40,4,24,1,0,4,0,29,25,0,48,0,13,5,1
2011-08-06,2,1,24,7,60,0,1,2,0,1,1,0,1,0,30,37,2,4,2,0,4,1,0,0,0,1,2,1,17,4,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,25,0,0,4,0,0,0,11,0,0,0,0,0,0,0,1,0,0,21,0,0,0,6,0,1,0,0,0,0,5,25,17,0,43,5,15,1,0,5,0,31,27,1,49,0,5,6,1
2011-08-07,2,0,46,7,67,0,4,2,1,0,1,0,0,0,34,37,0,3,0,2,1,6,0,2,0,0,0,3,17,0,1,0,2,1,3,0,1,2,0,1,0,1,0,0,0,0,0,23,2,0,6,0,0,0,4,0,0,0,0,0,0,0,1,0,1,24,0,1,1,6,1,2,0,0,0,0,1,17,13,1,26,4,11,3,2,4,0,25,25,1,46,0,12,3,0
2011-08-08,0,0,25,2,57,0,0,1,1,0,1,1,0,3,39,36,1,6,0,0,0,1,0,0,0,0,0,0,16,1,2,0,0,0,6,0,1,2,0,0,0,0,0,0,1,2,1,19,0,0,6,0,0,0,5,0,2,0,2,1,1,0,1,0,0,25,2,1,0,10,1,0,0,0,1,1,11,20,51,0,42,5,22,1,0,2,0,27,38,1,30,0,7,5,1
2011-08-09,0,0,15,4,42,0,0,4,1,0,0,0,1,1,40,38,1,3,1,2,0,2,0,0,0,5,0,1,18,1,0,1,0,1,9,0,0,0,1,0,0,0,0,0,2,1,0,20,0,0,9,0,0,1,5,0,1,0,2,0,0,0,3,0,0,19,0,0,1,12,1,2,0,0,0,0,4,19,30,0,43,4,17,1,0,5,0,30,25,0,42,0,7,7,0
2011-08-10,2,0,22,5,60,0,0,1,0,0,1,0,4,0,38,43,2,6,0,3,1,3,0,2,0,0,0,0,19,1,0,0,0,1,8,0,0,3,0,0,0,0,0,0,0,0,0,24,0,0,4,1,0,0,4,1,0,0,0,1,0,0,2,0,1,19,0,0,0,7,2,0,0,0,0,1,4,12,28,0,39,1,24,2,0,4,0,18,25,1,39,0,5,2,1
2011-08-11,1,1,22,3,59,0,0,4,1,0,8,0,1,1,56,45,1,3,0,1,1,1,0,0,0,0,0,1,18,1,1,0,0,3,7,0,0,3,1,0,0,0,0,0,0,2,0,24,0,0,5,2,1,0,4,0,0,0,0,0,0,0,0,0,1,26,0,1,0,11,1,0,0,0,0,0,10,15,32,0,37,3,22,1,0,4,0,22,24,0,47,0,12,6,0
2011-08-12,0,0,27,5,52,0,2,1,0,0,7,0,0,3,37,49,0,3,1,1,0,2,0,1,0,0,1,1,13,3,2,0,0,0,10,0,0,1,1,1,0,1,0,0,0,2,1,17,1,0,10,0,1,0,10,0,0,0,0,0,0,0,1,0,0,30,1,1,0,9,3,3,0,0,1,0,8,26,34,0,53,5,26,1,1,6,1,21,34,0,39,0,8,5,0
2011-08-13,1,1,21,2,75,0,2,0,1,0,1,0,0,0,34,44,2,1,0,1,2,3,0,0,0,0,0,2,7,4,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,42,1,0,8,0,1,0,6,0,0,0,0,1,0,0,3,0,1,30,0,0,0,4,0,0,0,0,0,1,12,13,18,0,30,2,20,0,0,5,1,32,30,0,44,0,8,4,0
2011-08-14,1,0,33,7,57,0,0,1,1,0,1,0,0,1,32,43,0,2,1,2,1,2,0,0,0,0,0,0,14,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,8,0,4,0,0,1,0,3,20,11,1,37,7,19,2,0,6,0,27,24,0,35,0,3,3,0
2011-08-15,1,0,16,3,68,0,0,3,1,0,4,2,1,0,47,31,0,6,0,1,1,1,0,0,0,2,0,1,22,3,0,0,0,0,12,0,0,3,0,1,0,0,0,0,0,0,1,24,1,0,11,0,0,1,4,0,0,0,1,1,0,0,3,0,1,25,1,1,0,8,1,0,0,0,1,1,5,17,45,1,54,3,27,3,0,4,1,26,22,0,52,0,9,1,0
2011-08-16,0,0,25,4,51,0,2,4,0,1,1,0,2,0,48,46,3,2,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,2,6,0,0,4,0,0,0,2,0,0,0,5,0,28,1,2,8,1,0,0,8,0,0,0,0,0,0,0,1,0,1,28,0,2,0,7,1,0,0,1,0,0,8,18,38,2,41,4,17,0,0,3,0,31,35,1,46,0,5,2,0
2011-08-17,1,0,25,3,71,0,0,6,1,0,0,0,1,0,47,36,1,4,3,1,0,5,0,1,0,0,0,3,14,2,1,1,1,0,6,0,0,2,0,1,0,0,0,0,0,1,1,25,0,0,7,2,0,0,13,0,3,0,0,0,1,0,1,0,2,24,0,1,0,13,0,0,0,0,1,0,2,20,35,0,39,2,18,1,0,2,0,19,22,0,39,0,7,4,0
2011-08-18,2,0,11,2,50,1,0,1,0,0,1,0,0,2,50,31,1,5,1,1,0,1,0,0,0,0,0,2,19,0,0,0,0,0,7,0,0,2,0,1,0,0,0,0,0,0,1,20,1,0,4,0,0,0,7,0,0,0,0,0,0,1,2,0,0,26,0,2,0,10,1,0,0,1,1,0,7,23,34,0,38,2,21,1,0,6,0,25,35,1,49,0,4,7,2
2011-08-19,0,2,18,7,57,0,0,2,0,0,0,0,1,1,59,27,1,2,1,4,1,2,0,0,0,0,0,0,18,1,0,0,2,0,8,0,0,4,0,0,0,0,0,0,0,0,1,25,0,0,6,0,0,1,3,0,1,0,0,0,2,0,0,0,2,28,0,0,1,8,0,0,0,0,0,0,3,18,36,1,47,5,20,1,1,3,0,28,42,2,34,0,7,8,0
2011-08-20,0,0,35,5,60,2,1,2,2,0,4,0,1,2,34,40,1,3,0,0,1,0,0,0,0,0,0,3,16,4,1,1,3,0,7,0,0,2,0,0,0,0,0,0,0,1,0,25,0,0,3,0,0,0,4,0,1,0,1,0,0,0,3,0,2,25,0,0,0,11,1,1,0,0,0,1,4,22,25,0,42,4,28,0,0,3,0,32,49,0,26,0,10,2,0
2011-08-21,1,1,22,6,60,0,3,2,0,0,0,0,0,1,30,35,2,2,2,1,1,1,0,1,0,0,0,1,14,0,2,1,2,2,4,0,0,2,0,1,0,0,0,0,0,2,0,42,0,0,6,0,0,0,3,0,0,0,1,0,0,0,3,0,1,24,0,1,2,10,1,1,0,0,0,2,6,15,14,0,35,3,12,1,0,4,0,25,43,3,28,0,5,3,0
2011-08-22,0,0,17,4,50,0,6,4,1,0,2,0,2,0,39,28,0,1,1,4,0,2,0,0,0,1,0,0,22,3,1,0,0,0,5,0,0,5,0,1,0,0,0,0,1,0,0,28,1,0,8,1,1,0,3,0,1,0,0,0,0,1,3,0,0,26,0,4,0,8,0,0,0,0,1,0,6,14,38,0,38,2,9,2,0,5,0,21,34,1,34,0,4,2,0
2011-08-23,0,0,16,0,56,0,1,1,1,0,4,0,2,0,59,34,0,4,0,2,1,4,0,0,0,0,0,1,23,1,2,3,1,0,9,0,0,1,1,1,0,1,0,0,1,0,0,31,1,0,11,2,0,0,8,0,0,0,0,1,1,0,3,0,0,34,0,1,1,10,0,0,0,0,0,1,8,18,21,1,28,1,15,2,0,4,0,18,28,1,44,0,10,5,0
2011-08-24,0,0,12,3,49,0,0,3,2,0,0,0,1,0,34,43,1,6,0,2,0,3,0,0,0,0,1,0,15,2,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,1,0,26,0,0,7,0,1,0,13,0,1,0,0,0,0,0,2,0,1,26,0,1,0,9,0,1,0,0,1,0,11,14,21,1,42,9,11,1,0,8,1,33,25,2,24,0,9,5,0
2011-08-25,1,3,16,1,65,0,1,4,0,0,3,0,3,0,40,35,3,3,0,1,0,1,0,0,0,0,0,1,22,1,0,1,0,2,10,0,0,3,0,0,0,0,0,0,0,1,0,32,2,0,4,0,1,0,13,0,0,0,0,0,0,0,2,0,0,13,0,0,0,7,0,0,0,0,3,0,8,25,30,0,30,4,29,2,0,1,0,22,35,2,45,0,12,4,1
2011-08-26,0,1,23,4,62,0,0,0,1,1,3,0,1,1,53,45,1,5,0,3,0,1,0,0,0,0,1,2,17,1,3,0,2,1,3,0,0,3,0,1,0,0,0,0,0,2,2,21,4,0,7,1,0,0,4,0,0,1,0,0,0,1,2,1,0,28,0,2,0,1,0,0,0,1,2,0,5,19,29,1,43,3,21,1,1,1,0,31,34,2,28,0,9,2,0
2011-08-27,0,2,29,4,75,0,2,5,0,0,1,0,0,1,41,39,0,2,0,3,2,0,0,1,0,0,1,1,11,0,4,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,33,2,0,6,0,0,1,9,0,0,0,0,1,0,0,5,0,1,22,0,0,0,8,1,0,0,1,0,0,4,18,20,0,38,7,20,1,0,7,0,22,40,0,39,0,3,4,0
2011-08-28,0,2,41,3,89,0,2,5,2,0,1,0,0,0,24,40,1,0,0,3,2,1,0,0,0,0,0,3,25,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,1,1,0,46,0,0,8,0,0,1,4,0,0,0,0,0,0,0,6,0,0,18,0,0,0,16,1,2,0,1,0,0,8,22,20,1,45,2,28,1,0,4,0,23,30,1,34,0,6,5,1
2011-08-29,1,0,23,5,71,0,3,4,3,0,1,0,0,0,43,31,1,5,1,3,4,0,0,0,0,0,0,0,20,0,0,1,0,1,7,0,0,3,0,0,0,0,0,0,0,2,1,29,0,1,5,0,0,0,3,0,0,0,0,0,1,2,3,0,1,22,0,0,1,9,0,1,0,0,0,0,2,25,31,2,38,2,21,1,0,5,0,24,20,1,36,0,2,2,1
2011-08-30,1,0,24,3,45,0,1,0,2,0,2,0,0,0,50,32,0,2,0,1,1,1,0,0,0,0,0,0,12,3,0,0,1,3,8,0,0,1,0,1,1,0,0,0,0,0,0,25,3,0,7,3,0,0,6,0,1,0,2,0,0,0,0,0,0,26,0,0,0,8,2,0,0,0,1,0,10,23,33,0,49,5,20,0,0,3,0,19,29,0,46,0,5,0,0
2011-08-31,2,2,23,5,38,0,1,0,0,0,1,0,0,1,37,38,1,3,2,0,1,1,0,2,0,0,1,1,9,2,1,0,1,1,6,0,1,4,0,0,0,0,0,0,0,1,0,32,0,0,4,0,1,1,6,0,1,0,0,0,0,0,4,0,2,30,0,1,0,12,1,1,1,0,0,0,5,25,40,1,42,3,25,1,0,6,1,15,21,1,49,0,9,6,0
2011-09-01,0,0,20,2,56,0,0,12,0,0,4,1,4,2,66,29,0,7,2,3,25,4,0,1,0,1,0,0,19,45,1,1,1,1,13,0,1,10,0,0,0,0,0,0,0,1,1,28,1,0,21,0,2,0,7,0,0,0,3,0,0,0,7,0,0,22,2,17,3,5,0,0,0,1,4,1,9,22,142,0,45,1,42,4,1,5,2,33,27,0,44,0,5,4,0
2011-09-02,1,0,31,2,46,0,2,2,0,0,3,0,0,0,53,50,1,2,0,0,1,0,0,3,0,0,0,1,12,2,0,1,0,2,8,0,0,2,0,0,0,0,0,0,0,0,3,26,0,0,12,0,0,0,7,0,0,0,0,0,0,0,2,0,0,22,0,3,0,7,0,1,0,0,0,0,2,22,45,0,59,4,22,1,0,5,2,32,25,0,45,0,6,4,0
2011-09-03,0,0,27,6,53,0,1,0,0,1,0,0,1,2,36,42,2,4,0,1,0,2,0,2,0,0,1,0,14,1,0,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1,38,1,0,4,0,0,0,5,0,0,0,0,0,0,1,1,0,2,25,1,2,0,7,1,0,0,1,0,0,6,24,22,0,46,9,16,2,0,5,1,23,27,1,43,0,4,6,1
2011-09-04,0,0,34,5,55,0,0,1,0,0,1,0,1,0,31,45,1,1,0,1,1,3,0,0,0,0,0,0,15,1,0,2,0,0,3,0,1,2,0,1,0,0,0,0,0,1,0,39,1,0,1,1,1,0,4,0,0,0,0,0,0,2,1,0,1,28,0,1,1,8,0,0,0,2,0,0,7,20,16,0,31,4,10,1,1,2,0,28,25,1,43,0,11,2,0
2011-09-05,2,0,22,4,55,0,0,5,0,0,4,0,0,0,26,40,1,5,0,0,2,0,0,0,0,0,0,0,16,2,0,1,2,4,3,0,0,1,0,2,0,0,1,0,0,0,0,42,0,0,7,0,1,0,5,0,1,1,0,1,0,0,5,0,0,26,1,0,1,3,0,1,0,1,0,0,2,15,20,0,38,3,10,1,2,2,0,26,24,2,42,0,6,4,0
2011-09-06,0,0,24,5,48,0,0,4,0,0,3,0,1,0,43,30,2,8,0,3,2,2,0,2,0,0,0,1,14,1,0,0,0,2,6,0,0,2,0,1,0,0,1,0,0,2,0,36,0,1,11,0,0,1,7,0,0,0,0,0,0,2,2,0,1,19,0,1,0,4,0,0,0,0,0,0,4,17,47,0,43,4,27,0,0,5,0,17,14,1,37,0,7,2,0
2011-09-07,0,2,21,3,59,0,1,14,2,0,4,0,0,0,35,33,0,5,1,1,2,2,0,2,0,0,0,0,17,2,0,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,1,28,0,0,6,0,0,0,4,0,0,1,0,0,1,0,1,0,1,28,0,3,0,9,2,1,0,0,0,0,6,19,28,0,34,3,25,0,1,4,1,9,23,1,34,0,11,4,0
2011-09-08,0,0,18,6,79,0,4,3,1,2,2,0,1,1,51,48,1,2,0,0,1,1,0,1,0,0,0,0,18,0,2,0,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,2,1,0,0,8,0,1,0,0,0,0,0,0,0,1,15,0,1,0,6,0,0,1,0,0,1,10,17,32,1,38,7,29,1,0,3,0,33,21,0,32,0,7,1,0
