date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Arson,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling Violations,Homicide - Criminal,Liquor Law Violations,Motor Vehicle Theft,Narcotic / Drug Law Violations,Offenses Against Family and Children,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Public Drunkenness,Rape,Receiving Stolen Property,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2017-03-30,6,6,77,2,8,15,19,6,0,0,45,0,0,0,2,39,0,82,4,2,1,1,0,4,9,39,54,0,41,10
2017-03-31,5,14,51,0,1,16,9,1,1,0,36,0,0,0,1,17,0,72,3,1,1,5,0,5,8,23,42,0,33,6
2017-04-01,2,12,99,0,2,13,14,3,1,1,22,0,1,1,6,37,0,50,1,0,0,2,0,4,12,25,43,0,39,4
2017-04-02,10,16,91,4,2,17,13,4,1,1,22,0,3,1,0,18,0,51,2,0,1,3,0,2,5,31,51,0,39,7
2017-04-03,8,14,76,2,7,13,6,2,2,0,41,0,4,0,1,18,1,67,2,0,1,3,0,4,12,31,62,0,37,5
2017-04-04,2,19,98,0,3,10,5,4,2,0,43,0,0,0,2,40,0,77,3,0,0,3,0,9,9,26,70,0,39,5
2017-04-05,5,18,89,1,2,15,9,0,0,1,44,0,1,0,2,44,2,60,3,2,2,3,0,3,10,38,64,0,38,10
2017-04-06,3,11,90,4,4,18,5,0,1,1,27,0,1,0,7,32,0,59,2,5,2,5,0,5,11,35,57,0,31,5
2017-04-07,2,8,97,0,3,16,15,6,2,1,49,0,0,2,3,37,1,56,2,0,0,2,0,6,8,34,54,0,39,4
2017-04-08,6,22,115,2,0,11,17,3,1,1,15,2,0,0,1,33,0,71,1,0,1,1,0,3,7,26,54,0,41,6
2017-04-09,6,24,83,3,3,10,17,3,0,1,20,0,0,1,3,15,0,45,1,0,0,3,0,2,7,36,61,0,63,3
2017-04-10,7,22,106,0,4,12,9,2,0,0,28,0,1,3,2,23,1,72,2,0,0,4,1,7,8,23,55,0,45,8
2017-04-11,5,18,125,0,2,13,6,3,0,1,36,3,2,2,3,40,0,60,1,3,0,1,0,8,13,33,61,1,45,7
2017-04-12,4,15,181,2,5,16,8,8,0,1,33,2,0,0,6,35,0,76,5,4,0,4,0,7,10,29,60,0,36,4
2017-04-13,4,18,126,1,4,7,8,4,2,1,35,7,0,0,3,31,0,42,3,6,2,7,0,2,17,38,59,0,44,3
2017-04-14,4,12,84,0,2,9,16,1,2,1,32,0,1,9,1,34,0,53,3,8,1,5,0,8,7,32,69,0,29,6
2017-04-15,17,14,122,0,2,12,15,3,1,1,20,0,3,1,1,34,0,47,2,0,2,2,0,3,11,27,55,0,42,6
2017-04-16,12,10,73,0,0,7,20,6,0,1,30,0,1,0,1,14,0,69,0,0,1,3,1,4,3,28,43,0,35,5
2017-04-17,9,21,71,1,2,24,8,1,1,0,42,2,2,0,5,21,1,82,7,0,2,4,0,5,7,44,65,0,50,7
2017-04-18,4,19,86,2,5,17,9,0,3,0,42,0,0,0,2,37,0,70,2,12,0,5,0,7,8,37,74,0,43,7
2017-04-19,10,13,104,3,5,12,4,3,3,1,47,0,2,1,4,21,0,72,2,2,1,4,0,6,17,39,52,0,48,6
2017-04-20,7,11,85,0,2,11,4,0,2,2,47,0,0,0,8,38,0,69,4,9,1,3,0,2,8,42,68,0,33,4
2017-04-21,4,15,119,1,3,22,16,1,2,2,28,0,0,1,1,40,0,64,2,0,0,3,0,2,8,42,55,0,40,6
2017-04-22,3,7,82,1,3,3,10,2,1,1,17,0,0,1,6,24,0,40,0,0,0,3,0,6,7,25,54,0,33,5
2017-04-23,5,17,122,0,1,16,23,2,0,0,16,0,3,0,3,12,0,53,0,0,2,3,0,4,13,37,61,0,51,4
2017-04-24,6,20,93,2,4,12,7,0,0,3,37,0,3,0,2,18,0,69,6,0,1,4,0,5,8,43,79,0,39,5
2017-04-25,3,6,66,4,5,18,13,4,1,1,31,0,0,0,8,32,0,66,2,4,0,7,0,8,9,27,70,0,38,8
2017-04-26,7,17,94,0,3,13,11,14,2,1,28,0,0,0,4,40,3,64,2,7,0,2,0,5,7,46,70,0,32,7
2017-04-27,4,12,73,0,2,10,8,3,2,1,35,0,2,0,3,10,0,92,1,4,1,3,0,5,16,35,51,0,37,5
2017-04-28,4,17,79,0,8,13,13,1,0,1,31,0,1,2,2,19,1,85,3,3,1,1,0,7,9,37,63,0,33,8
2017-04-29,9,9,122,0,3,4,13,1,0,2,19,0,0,3,3,21,0,70,0,2,0,3,0,6,11,30,58,0,47,7
2017-04-30,10,22,104,2,0,10,8,2,0,0,19,0,0,1,1,16,0,80,2,0,1,2,0,5,18,32,58,0,51,4
2017-05-01,4,17,82,1,2,15,10,2,0,1,47,0,2,0,5,29,0,105,6,0,0,9,0,4,10,46,82,0,47,7
2017-05-02,11,19,94,1,6,19,13,2,1,1,36,0,0,0,4,28,1,84,2,4,1,4,0,5,9,30,52,0,45,8
2017-05-03,2,23,92,0,4,14,8,3,4,1,39,0,1,0,5,38,0,81,3,5,0,8,0,5,7,35,73,0,47,6
2017-05-04,2,16,102,0,0,24,5,1,2,0,30,0,0,0,6,44,1,79,0,5,1,3,0,7,10,31,53,0,35,6
2017-05-05,7,14,75,0,3,12,13,2,1,3,35,0,0,1,2,27,0,57,7,7,0,5,0,5,15,32,60,0,46,8
2017-05-06,4,13,76,0,4,15,14,1,0,1,25,0,0,2,3,28,0,63,1,3,0,2,0,11,15,32,53,0,44,6
2017-05-07,7,12,70,0,3,10,16,5,0,0,21,0,0,0,7,17,0,65,2,0,0,7,0,3,9,44,47,0,48,4
2017-05-08,8,9,89,4,8,13,11,1,1,2,43,0,1,0,8,35,1,77,4,0,0,3,1,9,10,48,73,0,48,5
2017-05-09,4,17,78,1,5,16,5,5,1,2,39,0,0,3,9,35,0,88,6,1,1,7,0,8,7,41,62,0,37,11
2017-05-10,4,15,64,0,2,6,7,6,0,1,45,0,1,0,2,36,0,81,8,7,1,2,1,5,7,51,70,2,38,8
2017-05-11,6,22,96,2,2,18,7,6,2,1,34,0,0,0,1,33,0,88,4,2,1,2,0,3,12,51,68,0,53,6
2017-05-12,7,9,104,0,0,16,7,4,2,0,37,0,1,1,5,30,0,67,4,4,1,2,0,4,7,44,67,0,33,4
2017-05-13,8,9,75,0,1,16,9,3,1,0,20,0,0,0,5,22,0,42,1,2,0,1,0,4,6,34,60,1,38,4
2017-05-14,7,14,64,0,2,10,13,2,0,0,14,0,0,0,3,14,1,53,2,0,1,2,0,8,6,34,38,1,35,0
2017-05-15,6,22,69,1,5,17,8,3,1,0,26,0,1,0,6,21,2,81,1,0,0,0,0,2,11,50,61,0,59,7
2017-05-16,8,18,78,0,2,13,6,0,1,0,28,0,3,0,4,24,0,65,3,5,0,5,0,4,10,39,60,0,40,6
2017-05-17,3,17,120,0,3,17,8,0,2,0,21,0,0,0,6,46,2,67,5,6,0,3,0,4,9,52,62,0,44,12
2017-05-18,6,17,83,1,3,13,4,1,2,0,32,0,0,0,2,43,0,69,7,3,1,7,0,5,9,39,62,0,42,9
2017-05-19,7,18,98,1,1,14,5,2,2,0,29,3,1,1,3,44,2,79,8,0,0,1,0,5,5,48,85,0,43,6
2017-05-20,13,18,90,0,2,15,15,0,1,0,31,0,0,1,4,28,1,67,1,0,3,3,0,10,8,32,74,0,36,10
2017-05-21,18,20,103,1,3,13,8,0,0,0,13,0,0,0,2,15,0,54,1,0,0,4,0,4,8,39,52,0,37,4
2017-05-22,8,22,74,1,2,18,5,2,0,1,27,0,0,0,6,21,0,70,1,4,1,2,0,7,12,35,77,1,46,5
2017-05-23,10,17,81,1,4,8,5,1,2,0,42,0,3,0,7,34,0,89,2,11,1,4,0,6,14,45,87,0,52,8
2017-05-24,8,18,77,2,2,22,6,1,2,1,28,0,1,0,3,43,0,89,1,0,0,3,0,4,9,33,78,0,49,7
2017-05-25,2,7,77,1,7,11,11,1,3,1,40,0,1,0,4,25,0,70,0,1,0,0,0,5,9,43,51,0,47,7
2017-05-26,5,10,99,1,3,17,8,1,3,0,39,0,0,0,5,29,0,77,3,7,1,1,0,6,9,51,72,0,51,8
2017-05-27,12,14,134,1,6,14,12,1,0,2,20,0,1,0,2,30,0,71,1,2,1,3,0,6,11,44,70,0,38,6
2017-05-28,9,16,106,1,5,5,9,1,0,0,13,0,3,0,9,18,1,62,0,0,0,3,0,11,9,28,48,0,38,4
2017-05-29,5,16,88,0,3,21,10,1,0,0,24,0,1,0,5,14,0,52,0,0,1,5,0,7,7,45,57,0,38,2
2017-05-30,8,12,105,1,5,22,8,3,4,1,43,0,0,0,4,38,0,69,5,1,0,3,0,6,6,61,69,0,56,15
2017-05-31,7,14,95,1,5,17,7,1,3,0,31,0,2,0,10,40,0,90,1,3,1,3,0,6,12,37,69,0,63,8
2017-06-01,8,16,96,1,6,17,11,1,7,1,40,3,1,0,6,34,0,75,3,5,0,3,0,6,12,38,62,0,44,6
2017-06-02,7,19,78,1,4,20,11,1,3,0,39,3,0,5,1,41,2,73,5,0,0,2,0,3,9,60,69,0,34,4
2017-06-03,10,16,140,1,5,14,13,2,0,0,31,0,1,0,4,28,0,73,2,4,1,2,0,4,12,37,63,0,35,4
2017-06-04,7,21,82,0,3,13,17,0,1,0,20,3,3,0,3,12,0,80,1,0,0,3,0,10,11,30,57,0,38,4
2017-06-05,7,22,86,0,2,15,6,0,0,1,39,0,5,0,10,18,2,73,5,3,0,5,0,7,10,47,63,0,42,5
2017-06-06,7,16,102,1,5,19,5,1,3,0,41,0,0,0,3,39,1,80,2,7,0,5,0,12,8,59,70,0,50,4
2017-06-07,9,25,92,1,7,11,5,1,2,0,39,0,0,1,5,44,2,69,1,3,0,5,0,7,9,44,75,0,45,8
2017-06-08,11,17,81,3,1,16,9,3,2,1,30,0,0,0,10,37,0,87,9,7,0,7,1,7,7,38,79,0,48,5
2017-06-09,11,18,91,0,7,16,15,3,0,1,35,1,1,0,6,45,0,78,0,4,0,3,0,5,8,54,71,0,44,3
2017-06-10,6,14,138,1,0,16,17,2,1,0,21,0,1,0,5,20,0,71,5,3,0,3,0,11,9,33,47,0,44,7
2017-06-11,4,21,84,0,4,10,9,1,0,0,19,0,2,0,3,8,0,63,1,0,0,4,0,8,4,39,45,0,41,1
2017-06-12,9,14,77,2,7,20,1,3,0,2,41,0,0,0,5,16,0,85,3,0,0,1,0,7,9,53,67,0,46,6
2017-06-13,4,17,97,3,4,14,13,1,1,0,37,0,0,0,3,37,0,70,3,6,0,2,0,10,4,35,63,0,50,14
2017-06-14,5,12,114,4,3,14,12,0,5,0,38,1,0,1,5,44,1,103,6,2,1,1,0,8,16,51,61,0,65,6
2017-06-15,8,21,121,0,4,17,4,3,4,1,41,0,1,1,2,36,0,98,2,6,0,4,0,10,15,48,68,0,52,14
2017-06-16,5,20,115,1,3,15,22,1,3,0,33,0,0,2,3,39,1,84,5,1,1,4,0,5,10,38,72,0,37,9
2017-06-17,6,21,73,1,3,4,20,3,1,1,25,0,1,0,2,27,0,68,2,4,1,2,0,3,9,35,46,0,42,4
2017-06-18,9,15,77,1,4,5,11,3,0,3,14,0,0,0,2,17,0,61,3,0,0,1,0,8,12,35,50,0,51,5
2017-06-19,7,22,105,0,3,19,4,2,1,0,30,0,2,0,5,13,0,55,8,0,0,2,0,7,9,62,78,0,41,4
2017-06-20,7,15,85,2,2,14,7,2,3,0,25,0,3,0,5,32,0,74,5,1,1,4,0,5,5,63,65,0,50,4
2017-06-21,9,17,105,2,5,26,12,1,1,1,32,0,0,0,2,33,1,71,1,8,0,3,0,12,8,36,73,2,37,6
2017-06-22,10,16,106,0,4,33,5,0,2,0,36,0,1,0,3,52,1,61,3,6,1,1,0,8,6,43,77,0,47,4
2017-06-23,8,17,105,0,5,16,16,1,1,0,35,0,0,0,4,25,1,68,4,4,0,2,0,3,7,42,67,0,42,2
2017-06-24,5,17,120,2,6,17,10,3,3,0,18,0,2,0,3,15,0,45,2,0,0,3,1,2,15,33,56,0,37,11
2017-06-25,5,18,81,2,2,18,11,0,0,1,22,0,2,0,2,18,0,65,6,0,0,3,0,1,12,33,54,0,59,1
2017-06-26,4,13,94,4,3,27,4,2,1,0,37,0,0,0,5,10,1,66,4,0,1,2,0,6,10,47,86,1,38,5
2017-06-27,3,19,108,0,7,17,8,1,1,0,30,0,1,0,5,49,1,61,1,2,0,8,0,10,12,46,73,0,46,5
2017-06-28,8,8,92,2,8,13,12,0,0,0,28,0,1,0,2,40,1,67,0,23,2,0,0,5,13,42,68,0,40,6
2017-06-29,9,22,114,0,3,18,9,1,3,0,48,0,1,0,3,47,0,58,3,17,0,3,0,8,4,49,67,0,54,7
2017-06-30,6,15,96,0,3,12,18,2,1,1,36,1,1,0,4,46,2,55,2,1,1,3,0,8,9,37,66,0,53,3
2017-07-01,7,16,97,2,1,9,10,3,0,0,24,0,0,0,2,39,0,57,0,1,0,2,0,4,8,39,35,0,40,7
2017-07-02,3,20,102,1,2,13,13,2,0,0,35,0,0,0,3,22,0,54,0,0,0,2,0,7,10,38,53,0,34,7
2017-07-03,6,19,81,1,4,20,7,0,1,1,35,0,0,0,2,22,1,62,1,0,1,3,0,9,12,46,72,0,58,3
2017-07-04,10,20,49,2,2,14,9,3,1,0,27,0,0,0,3,13,0,53,0,0,5,4,0,5,18,32,46,0,38,7
2017-07-05,9,21,118,0,7,14,9,1,2,0,41,0,1,0,7,35,0,91,2,3,0,7,0,3,9,51,71,0,45,4
2017-07-06,8,14,91,1,10,27,7,1,0,0,48,0,2,2,7,25,0,48,2,3,1,2,0,8,7,49,61,0,37,1
2017-07-07,6,21,75,0,6,14,7,3,2,0,45,0,1,0,5,26,0,71,4,3,0,2,0,6,5,37,65,0,51,6
2017-07-08,8,16,139,0,1,20,14,3,1,0,23,0,1,0,1,32,1,73,3,5,0,1,0,5,9,43,68,0,59,5
2017-07-09,8,15,85,1,4,19,12,2,0,1,7,0,1,0,5,21,0,49,2,0,1,1,0,8,13,39,48,0,40,10
2017-07-10,12,21,83,0,11,18,5,2,2,0,41,0,1,0,7,23,4,78,1,0,0,0,0,5,13,47,72,0,34,6
2017-07-11,11,16,115,1,4,14,6,1,1,1,35,1,0,0,11,37,0,60,4,16,0,5,0,3,8,40,82,0,30,5
2017-07-12,3,21,131,2,6,14,10,1,2,0,42,0,3,0,6,30,1,60,4,10,0,5,0,5,7,46,77,0,52,3
2017-07-13,6,18,101,2,6,12,4,3,2,0,39,0,0,0,10,24,0,56,0,2,0,5,0,7,10,54,68,0,43,9
2017-07-14,3,13,69,0,2,18,26,1,2,0,40,0,0,0,8,26,0,60,1,6,0,3,0,5,18,34,79,0,27,7
2017-07-15,10,21,120,0,6,9,16,1,3,0,27,0,0,1,4,29,0,59,1,5,0,3,0,10,9,30,55,1,54,1
2017-07-16,17,17,99,0,0,16,13,4,0,1,18,0,2,1,6,22,0,47,1,0,0,1,0,4,4,35,40,0,50,4
2017-07-17,10,14,85,2,4,21,3,0,2,0,41,0,1,0,8,16,3,63,1,0,0,6,0,5,11,51,76,0,73,6
2017-07-18,6,20,97,1,3,6,4,0,0,0,37,0,2,0,7,26,1,57,2,4,1,4,0,7,10,49,69,0,38,6
2017-07-19,13,10,112,1,7,16,8,5,1,0,46,0,1,0,1,36,0,53,8,9,0,4,0,3,8,51,73,0,49,10
2017-07-20,8,14,108,2,4,13,5,0,1,0,30,0,2,0,4,30,4,44,1,8,0,4,0,2,14,59,83,0,71,6
2017-07-21,6,11,90,2,7,21,26,0,0,0,34,0,1,0,7,38,0,67,5,7,0,6,0,1,14,35,65,0,60,3
2017-07-22,9,19,120,0,7,6,3,2,1,0,25,0,0,0,6,24,1,49,1,0,0,3,0,3,12,28,62,0,42,6
2017-07-23,4,14,116,2,2,14,13,0,1,0,13,0,1,0,5,19,0,49,3,0,1,4,0,8,7,34,68,0,34,7
2017-07-24,8,22,97,1,6,13,6,0,5,0,54,0,1,0,6,26,0,61,2,1,0,5,0,5,16,47,76,0,51,5
2017-07-25,1,14,102,1,6,21,7,1,2,0,33,1,0,0,3,38,0,51,5,6,0,4,0,13,10,48,84,0,45,5
2017-07-26,6,14,132,1,3,16,2,4,0,1,44,0,0,0,9,50,0,57,5,5,0,1,2,7,9,38,79,0,44,6
2017-07-27,4,12,107,1,2,15,9,2,2,2,45,0,1,0,5,34,0,54,5,7,1,0,0,12,10,36,78,0,53,4
2017-07-28,6,12,111,0,4,22,8,0,2,0,34,0,3,0,4,30,0,58,3,4,0,3,0,5,13,31,62,0,47,7
2017-07-29,9,9,73,2,2,13,14,2,1,0,28,0,1,1,4,26,3,53,1,2,1,3,0,6,6,43,55,0,37,2
2017-07-30,7,22,93,1,2,12,16,2,0,0,20,0,0,1,4,12,0,71,1,0,0,2,0,7,12,43,72,0,50,3
2017-07-31,4,12,90,0,7,21,6,4,1,2,43,0,2,1,2,22,0,50,3,0,0,5,1,11,9,46,76,0,41,4
2017-08-01,5,9,72,3,5,13,10,3,3,0,31,0,0,0,5,32,0,66,3,2,0,2,0,3,9,48,72,0,39,6
2017-08-02,5,12,73,2,8,8,8,0,1,0,39,0,1,0,7,37,0,74,1,3,0,3,0,5,9,39,64,0,31,3
2017-08-03,8,11,91,1,4,13,9,2,2,1,45,0,0,0,6,48,1,60,1,13,0,6,0,10,7,35,69,0,38,5
2017-08-04,3,18,88,0,7,13,22,1,1,1,39,0,1,0,4,25,0,65,6,0,3,4,0,10,14,36,59,0,44,8
2017-08-05,4,21,111,1,0,11,14,0,2,0,24,0,0,1,4,13,0,53,1,2,0,2,0,8,13,37,48,0,48,6
2017-08-06,7,15,78,3,2,17,13,3,0,0,12,0,1,0,8,21,0,68,0,0,0,0,0,5,17,43,54,0,55,4
2017-08-07,5,13,96,1,9,12,6,1,2,1,34,0,0,0,6,19,0,68,3,0,2,5,0,15,14,45,74,0,49,2
2017-08-08,5,15,110,2,6,23,6,2,3,2,31,0,0,0,5,48,0,53,1,4,0,3,1,8,12,57,74,0,47,5
2017-08-09,7,17,109,4,3,15,6,0,3,0,40,0,4,0,6,37,1,69,3,7,1,0,0,12,13,46,66,0,44,9
2017-08-10,7,18,89,1,7,21,7,0,0,1,31,0,0,0,3,40,0,50,9,3,0,4,0,3,14,33,78,0,33,5
2017-08-11,7,13,90,1,3,15,16,0,1,1,43,0,0,2,5,38,0,54,2,6,0,6,0,3,6,38,62,0,36,3
2017-08-12,12,12,72,2,2,17,11,2,0,0,17,0,0,0,2,22,2,53,0,3,0,2,0,4,14,47,49,0,53,6
2017-08-13,7,18,96,0,2,9,15,2,0,1,14,0,1,0,6,13,0,62,1,2,0,7,0,5,11,33,54,0,44,3
2017-08-14,10,19,96,0,4,15,4,1,1,1,31,0,1,0,2,19,0,74,3,0,0,4,0,6,11,44,90,0,54,5
2017-08-15,6,22,103,0,4,7,7,2,1,0,45,0,2,0,2,25,0,54,2,4,0,2,0,10,4,44,70,0,30,5
2017-08-16,7,11,114,0,3,19,12,5,1,0,28,1,1,0,5,37,0,54,3,4,0,3,0,2,8,51,72,0,40,6
2017-08-17,7,13,107,0,6,5,4,2,3,0,38,1,0,3,4,27,0,60,5,0,0,5,0,6,12,47,71,0,34,7
2017-08-18,6,8,107,1,2,17,18,3,2,2,35,0,0,0,3,30,1,71,2,0,0,6,0,8,9,46,65,0,41,8
2017-08-19,10,16,101,2,8,10,19,4,0,0,26,0,0,0,4,24,0,71,2,2,0,4,0,1,8,33,45,0,43,4
2017-08-20,8,16,80,2,3,17,16,5,0,0,16,0,0,0,1,10,0,74,2,0,1,5,0,7,17,60,60,0,51,2
2017-08-21,8,11,77,2,8,24,3,3,0,1,37,0,1,0,6,14,0,68,6,0,0,2,0,4,12,52,87,0,57,2
2017-08-22,4,20,72,0,11,19,6,2,1,0,26,0,0,0,2,26,0,53,2,8,0,0,0,6,12,60,73,0,46,1
2017-08-23,8,22,92,2,5,26,5,0,0,0,31,0,1,2,6,37,0,62,1,7,0,0,0,8,8,47,83,0,51,4
2017-08-24,7,13,88,0,4,19,9,3,1,1,37,0,1,0,5,30,0,72,1,0,1,3,1,6,10,54,76,0,38,4
2017-08-25,11,17,91,1,4,27,16,9,1,0,41,0,0,0,6,18,2,77,0,7,0,2,0,9,12,52,62,0,47,9
2017-08-26,4,12,96,3,3,15,24,3,0,0,32,0,1,1,6,21,0,52,2,4,0,2,0,5,8,40,66,0,55,4
2017-08-27,2,16,67,3,3,17,15,0,0,0,24,0,0,1,5,15,0,68,2,1,0,5,0,9,11,47,63,0,42,9
2017-08-28,3,8,62,4,7,20,7,2,1,0,28,0,0,0,7,22,0,44,4,7,0,3,0,5,12,51,66,0,40,6
2017-08-29,8,8,78,3,10,15,4,1,0,0,36,0,1,0,0,18,0,49,0,9,0,2,0,8,11,47,62,0,41,6
2017-08-30,6,9,82,1,3,24,11,0,1,0,43,0,2,0,4,37,0,65,1,3,0,3,0,7,10,42,79,0,42,8
2017-08-31,5,28,102,0,4,16,7,2,2,0,52,0,0,0,7,36,0,74,4,4,0,1,0,6,10,43,92,0,42,8
2017-09-01,10,14,110,0,3,13,13,0,0,0,44,0,1,3,9,44,1,70,2,1,0,4,0,4,7,32,71,0,26,6
2017-09-02,5,15,77,1,3,17,17,2,2,0,25,0,1,5,4,14,0,63,3,1,1,3,0,2,8,36,49,0,41,3
2017-09-03,3,16,51,0,4,13,11,3,0,0,20,0,0,1,4,12,0,35,0,0,1,1,0,5,7,48,64,0,38,3
2017-09-04,6,15,69,1,7,9,12,1,1,0,37,0,0,0,7,10,0,52,1,0,0,3,0,4,9,45,74,0,46,4
2017-09-05,8,25,78,1,12,20,6,0,1,4,29,0,2,0,6,23,0,66,2,5,1,0,0,5,7,58,59,0,46,7
2017-09-06,7,11,67,1,4,13,5,1,2,1,29,0,1,0,3,25,1,51,1,1,0,0,0,8,13,47,76,0,40,4
2017-09-07,7,11,86,2,2,14,5,3,2,0,36,0,2,0,5,22,0,57,5,13,0,3,0,1,17,48,81,0,41,6
2017-09-08,11,21,83,1,4,16,17,2,3,2,30,0,0,4,5,31,0,66,2,4,0,0,0,5,9,34,62,0,41,12
2017-09-09,3,14,80,0,0,10,4,2,0,0,30,0,1,0,2,27,0,44,1,0,1,4,0,1,7,51,57,0,45,6
2017-09-10,6,8,63,0,3,4,17,1,0,0,25,0,2,0,7,13,0,54,1,0,0,1,0,3,12,55,50,0,52,3
2017-09-11,4,14,66,0,7,12,5,1,1,0,29,0,1,0,10,15,0,71,3,0,1,4,0,2,13,80,85,0,46,7
2017-09-12,4,12,102,2,5,20,5,4,1,2,34,0,1,0,4,28,0,69,1,2,0,2,0,10,17,57,99,0,58,2
2017-09-13,9,13,73,1,3,18,6,3,1,0,35,0,0,1,4,32,0,89,5,7,1,5,0,7,13,41,71,0,28,6
2017-09-14,2,9,97,0,7,21,7,4,0,0,38,0,1,1,0,33,1,72,7,2,0,0,0,9,8,57,72,2,47,7
2017-09-15,8,17,103,2,2,16,18,8,1,0,44,0,1,2,9,33,1,93,3,5,1,10,0,7,7,29,76,0,39,7
2017-09-16,1,11,119,1,3,7,12,0,0,1,25,0,0,0,5,22,0,54,4,4,0,1,0,12,11,34,64,0,50,3
2017-09-17,9,17,92,0,0,16,8,2,0,0,26,0,0,0,0,16,0,59,1,0,0,4,0,4,10,38,73,0,52,1
2017-09-18,7,12,81,0,4,12,0,7,0,0,38,0,0,0,5,29,0,79,4,0,0,5,0,2,16,45,77,0,51,5
2017-09-19,8,13,65,1,7,30,9,1,3,0,47,0,1,0,7,37,0,82,6,3,0,6,0,8,6,38,60,0,34,2
2017-09-20,3,20,114,0,4,13,3,2,2,1,33,0,0,0,3,39,0,82,3,5,0,3,0,3,10,34,72,0,38,13
2017-09-21,4,21,108,0,8,23,5,4,2,0,50,0,2,0,4,36,0,79,7,2,1,2,0,4,7,44,82,0,38,11
2017-09-22,9,19,128,3,5,13,6,4,2,1,36,0,2,0,3,42,0,51,4,0,1,7,1,8,12,31,96,0,40,5
2017-09-23,6,10,95,1,7,6,15,3,1,0,39,0,0,0,2,29,1,84,0,0,0,5,0,7,18,33,61,0,38,2
2017-09-24,12,21,86,1,0,8,11,2,0,3,21,0,0,0,2,10,0,49,2,0,0,1,0,10,15,37,66,0,44,5
2017-09-25,2,23,73,2,6,21,4,0,4,0,34,0,0,0,2,15,0,75,4,0,0,2,0,5,18,61,58,0,51,4
2017-09-26,5,24,109,2,9,12,4,4,1,0,47,0,2,1,7,42,0,81,4,4,0,4,0,9,11,29,79,0,61,10
2017-09-27,3,17,93,1,2,18,7,4,2,0,42,0,3,0,2,31,0,72,2,2,0,1,0,5,17,30,78,0,40,10
2017-09-28,7,22,99,4,2,21,4,2,1,0,42,0,1,0,2,40,0,88,4,2,0,8,0,9,13,37,76,0,47,2
2017-09-29,8,19,91,0,3,9,5,5,1,2,21,0,2,2,6,23,0,79,4,7,2,6,0,5,9,30,61,0,40,3
2017-09-30,6,17,109,2,4,9,10,2,3,0,34,0,1,0,3,28,0,65,4,2,1,4,0,5,12,32,65,0,35,7
2017-10-01,6,9,77,3,4,9,9,6,0,0,17,0,0,0,4,10,1,49,2,0,0,5,0,3,10,29,59,0,44,6
2017-10-02,5,8,67,1,6,18,5,0,1,1,32,0,0,0,10,20,0,75,3,6,1,6,0,7,12,35,66,0,51,9
2017-10-03,2,14,77,1,1,12,4,4,4,0,36,0,0,0,1,42,0,66,2,3,1,3,0,5,8,30,65,0,38,14
2017-10-04,4,7,85,1,2,16,11,1,1,1,61,0,1,0,3,42,1,75,5,17,0,2,0,6,12,28,65,0,36,13
2017-10-05,8,13,81,3,1,18,4,3,2,2,36,0,1,0,4,43,1,102,3,19,0,1,0,1,6,28,65,0,30,7
2017-10-06,6,13,95,2,9,14,7,0,0,1,44,0,1,1,6,37,0,75,5,12,0,3,0,9,13,36,67,0,28,8
2017-10-07,4,18,94,2,1,12,8,3,1,0,37,0,0,0,4,21,0,63,2,2,0,2,0,0,6,34,61,0,54,4
2017-10-08,4,15,52,0,3,12,11,3,2,0,28,0,2,0,8,19,0,51,1,0,0,4,0,7,11,31,59,0,54,6
2017-10-09,5,18,93,2,3,24,7,2,5,1,37,0,0,0,9,24,0,76,1,0,0,3,0,13,11,29,65,0,34,4
2017-10-10,9,12,65,0,5,13,6,2,3,0,46,0,0,0,6,45,1,77,4,15,0,6,0,12,9,32,68,0,51,9
2017-10-11,6,19,85,1,4,14,9,2,0,0,42,0,3,0,4,53,1,80,2,14,0,9,0,6,11,32,81,0,42,8
2017-10-12,3,12,69,1,5,13,8,5,3,0,38,0,0,0,4,39,0,55,5,11,0,2,0,2,11,27,64,0,31,8
2017-10-13,4,20,61,0,4,16,8,5,1,3,45,0,0,1,2,38,0,66,3,16,0,2,0,3,9,25,58,0,44,6
2017-10-14,7,21,63,2,0,16,10,3,1,1,26,0,2,1,5,36,2,52,1,3,2,3,0,11,17,23,48,0,37,13
2017-10-15,13,16,93,1,4,16,6,3,0,0,28,0,2,0,7,15,0,70,1,0,0,6,0,9,11,42,52,0,47,5
2017-10-16,4,20,72,2,3,17,10,1,3,4,50,0,2,0,6,22,0,77,2,0,1,3,0,6,15,36,74,0,45,7
2017-10-17,6,20,65,0,2,17,6,0,1,1,36,0,0,0,7,36,0,71,4,13,0,3,1,4,12,35,67,0,44,11
2017-10-18,3,15,90,1,5,10,5,3,5,2,46,0,1,0,18,31,0,78,4,9,0,3,0,8,9,42,84,0,33,2
2017-10-19,1,21,72,1,2,17,7,3,2,1,41,0,1,0,6,23,0,69,2,7,0,10,0,5,14,46,75,0,48,4
