date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Arson,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling Violations,Homicide - Criminal,Liquor Law Violations,Motor Vehicle Theft,Narcotic / Drug Law Violations,Offenses Against Family and Children,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Public Drunkenness,Rape,Receiving Stolen Property,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2022-10-19,11,5,46,1,7,10,0,0,0,0,15,0,1,0,34,13,0,82,4,2,0,4,5,5,9,43,118,0,51,10
2022-10-20,7,8,33,2,7,6,6,2,1,2,25,0,2,0,33,12,0,84,2,0,0,1,3,5,8,36,129,0,35,14
2022-10-21,8,11,40,1,7,11,1,1,0,2,25,0,1,1,42,9,3,83,0,0,0,4,4,11,8,43,90,0,35,10
2022-10-22,14,16,23,2,2,6,1,0,0,0,7,0,3,1,30,7,0,51,1,0,0,3,4,8,9,59,83,0,31,7
2022-10-23,6,15,22,1,6,15,0,2,0,0,2,0,0,0,29,1,3,66,2,0,2,2,1,7,6,43,65,0,46,8
2022-10-24,12,6,41,0,8,11,2,1,0,3,30,0,0,0,44,6,0,71,2,0,0,2,3,5,11,60,131,0,41,7
2022-10-25,6,15,32,1,8,10,4,0,1,1,20,0,1,0,38,9,1,66,1,0,0,2,2,5,11,63,94,0,39,6
2022-10-26,7,12,30,0,6,8,3,1,1,1,24,0,1,0,46,10,1,70,7,0,1,2,2,9,11,55,89,0,38,11
2022-10-27,9,17,41,0,8,9,0,0,3,1,15,0,0,0,29,9,0,89,8,0,0,1,1,9,9,50,111,0,48,10
2022-10-28,4,14,19,2,8,13,1,0,0,2,24,0,1,0,29,6,0,67,5,0,0,2,3,6,6,46,78,0,40,4
2022-10-29,7,14,39,1,6,4,4,1,0,0,12,0,0,0,32,7,3,59,1,0,0,2,1,7,8,33,78,0,41,7
2022-10-30,9,15,29,1,3,11,6,1,0,1,7,0,1,0,36,0,1,77,2,0,0,1,1,9,8,50,79,0,38,11
2022-10-31,9,13,39,2,15,5,2,0,1,2,14,0,4,0,62,4,0,66,4,0,1,0,3,7,10,57,110,0,31,6
2022-11-01,11,16,47,2,8,14,3,1,0,1,27,0,2,0,43,12,2,100,4,4,0,2,3,13,7,42,112,0,44,8
2022-11-02,6,19,38,1,5,20,1,0,0,0,27,0,0,0,35,11,1,69,1,0,2,4,4,18,7,39,119,0,36,11
2022-11-03,9,11,43,3,2,12,1,1,0,1,31,0,0,1,50,7,1,67,7,1,0,5,5,11,9,64,106,0,40,8
2022-11-04,12,12,36,2,4,15,2,0,0,1,26,0,1,0,36,12,1,79,4,0,0,3,3,6,11,43,79,0,54,8
2022-11-05,10,18,35,1,3,13,1,2,1,5,8,0,1,1,40,9,0,62,1,0,0,1,2,10,9,48,79,0,38,8
2022-11-06,9,15,22,3,4,9,6,1,0,1,8,0,0,0,41,3,0,70,3,0,0,2,2,8,11,42,73,0,58,10
2022-11-07,13,18,45,3,13,10,0,2,1,0,26,0,2,0,47,7,0,83,3,0,0,3,4,6,10,68,113,0,34,13
2022-11-08,9,12,38,2,8,11,0,2,0,0,24,0,4,0,36,9,0,78,3,4,0,2,4,11,10,31,109,0,39,8
2022-11-09,11,13,28,2,4,11,0,1,0,0,16,0,2,0,52,12,0,81,9,1,0,0,6,11,1,41,97,0,45,5
2022-11-10,7,16,28,1,5,5,0,0,1,1,17,0,1,0,60,10,0,76,2,3,0,2,6,10,3,36,86,0,42,14
2022-11-11,12,12,20,0,3,8,0,0,1,2,11,0,0,0,49,8,0,57,4,0,0,0,4,8,7,50,94,0,56,11
2022-11-12,8,17,38,2,6,10,2,0,0,1,10,0,1,1,51,9,0,79,0,0,0,0,1,10,5,42,77,0,44,3
2022-11-13,5,15,35,1,11,12,1,0,0,0,9,0,0,0,43,0,1,50,1,0,0,1,5,8,10,38,89,0,50,9
2022-11-14,7,12,43,1,12,16,4,1,0,4,20,0,0,0,40,6,1,69,3,0,1,2,4,10,12,46,92,0,39,9
2022-11-15,5,15,41,2,6,10,0,0,1,0,18,0,0,0,35,7,0,71,7,0,0,2,2,8,8,25,94,0,33,7
2022-11-16,8,17,33,2,7,10,1,1,2,1,19,0,1,0,35,12,0,71,1,5,0,2,4,7,9,31,100,0,25,7
2022-11-17,9,12,29,3,2,9,2,0,1,0,9,0,1,0,31,15,0,66,3,0,0,2,6,9,7,37,92,0,29,3
2022-11-18,10,13,33,2,3,19,5,0,0,2,13,0,1,0,37,12,2,64,5,0,0,2,1,12,11,38,82,0,26,4
2022-11-19,8,14,23,2,6,4,3,1,0,0,11,0,0,1,41,15,2,65,1,0,0,2,2,8,3,31,84,0,40,2
2022-11-20,9,11,26,0,2,9,2,1,0,0,6,0,1,0,34,1,3,66,2,0,0,0,1,5,3,51,73,0,37,10
2022-11-21,5,10,35,2,6,5,4,0,0,0,14,0,0,1,28,20,1,84,2,0,0,1,6,8,4,46,129,0,34,6
2022-11-22,7,15,32,1,9,12,0,0,1,0,16,0,1,0,38,14,0,78,1,2,0,3,7,10,8,42,111,0,43,11
2022-11-23,12,13,39,2,6,6,0,2,2,0,10,0,2,0,34,8,0,77,0,0,0,2,4,3,8,37,102,0,20,3
2022-11-24,4,8,12,0,5,6,2,0,0,2,2,0,2,0,34,0,1,46,3,0,0,1,1,1,6,31,53,0,24,5
2022-11-25,10,19,23,3,6,13,3,0,0,1,12,0,0,0,46,9,0,71,1,0,0,0,3,6,6,36,72,0,36,6
2022-11-26,8,10,24,1,9,9,4,0,1,0,9,0,0,0,49,6,1,68,1,0,0,1,5,7,8,35,93,0,30,5
2022-11-27,6,11,20,3,7,5,4,0,0,1,6,0,1,1,59,1,1,61,2,0,0,0,2,7,5,41,71,0,30,5
2022-11-28,7,14,30,2,10,12,4,0,3,0,24,0,1,0,63,9,0,82,2,0,0,0,2,10,9,64,107,0,67,11
2022-11-29,5,14,24,2,6,14,1,0,1,2,24,0,1,0,40,11,0,86,1,0,0,3,6,7,8,46,125,0,49,6
2022-11-30,5,7,32,3,8,5,1,1,0,0,23,0,0,0,32,8,0,86,3,5,0,1,5,9,7,44,118,0,36,6
2022-12-01,11,14,54,1,8,6,2,1,0,0,24,0,1,0,46,10,1,73,3,1,0,1,1,4,4,40,122,0,42,12
2022-12-02,7,12,42,2,7,4,2,0,2,1,18,0,0,0,50,8,0,66,8,0,1,5,8,1,5,41,86,0,31,9
2022-12-03,5,13,23,1,8,5,2,0,1,2,21,0,1,1,60,12,1,51,2,0,0,1,3,5,5,34,87,0,51,4
2022-12-04,7,18,22,1,3,7,1,2,0,0,2,0,1,1,60,1,0,57,2,0,0,1,1,6,10,43,86,0,49,3
2022-12-05,10,11,34,2,4,11,6,0,3,2,28,0,3,0,71,4,1,72,6,0,0,0,4,11,10,47,105,0,49,6
2022-12-06,8,15,39,1,8,11,0,0,1,3,15,0,2,1,67,8,0,54,2,0,0,2,5,13,11,43,101,0,48,5
2022-12-07,9,22,32,2,11,5,0,1,0,1,27,0,2,0,54,13,0,83,1,4,0,2,3,7,9,61,111,0,48,8
2022-12-08,8,10,32,0,2,7,1,0,1,2,23,0,0,0,48,10,1,69,5,0,0,2,8,6,11,39,94,0,39,13
2022-12-09,8,12,32,0,8,6,3,1,0,2,21,0,4,0,51,6,0,64,1,0,0,2,2,4,12,49,97,0,34,11
2022-12-10,7,8,21,2,2,12,2,0,0,1,13,0,0,0,52,8,1,60,1,0,0,2,1,6,6,33,101,0,41,6
2022-12-11,10,12,39,2,8,5,3,0,0,0,2,0,2,0,58,2,1,54,2,0,0,1,2,10,8,35,79,0,48,1
2022-12-12,8,15,29,1,4,7,0,0,0,1,32,0,2,0,50,3,0,65,1,0,0,3,2,4,7,45,126,0,41,8
2022-12-13,8,9,39,1,9,6,2,0,0,2,19,0,2,0,45,7,0,79,7,0,0,3,4,7,10,37,95,0,40,6
2022-12-14,8,10,31,3,8,10,2,5,0,2,21,0,1,0,63,12,0,69,1,1,0,1,3,5,6,43,101,0,30,15
2022-12-15,3,12,20,1,6,11,1,0,0,0,22,0,3,0,46,5,1,49,4,1,0,1,6,3,6,36,91,0,37,10
2022-12-16,6,15,27,0,7,4,1,1,1,3,27,0,1,0,48,9,1,69,7,0,0,0,3,4,2,35,106,0,28,4
2022-12-17,6,18,35,2,5,2,3,3,1,0,14,0,0,1,65,10,1,49,1,0,0,2,4,10,14,39,91,0,40,5
2022-12-18,9,12,31,1,7,7,2,0,0,1,8,0,2,0,59,2,0,54,1,0,0,2,4,7,8,30,86,0,45,5
2022-12-19,9,13,28,4,13,10,2,1,3,3,29,0,1,1,83,8,0,64,2,0,0,1,12,5,12,48,112,0,36,8
2022-12-20,7,12,41,4,4,13,1,0,0,3,20,0,2,1,47,15,0,58,4,0,0,0,6,7,5,30,96,0,32,10
2022-12-21,7,21,32,2,5,11,2,1,1,0,22,0,0,1,55,12,3,76,1,0,1,2,3,6,6,33,120,0,32,2
2022-12-22,7,11,23,1,6,14,4,3,0,1,27,0,1,0,48,12,1,66,2,0,0,1,4,2,4,23,98,0,38,6
2022-12-23,4,11,32,0,8,8,2,0,1,0,16,0,3,0,48,4,1,54,1,0,0,0,4,5,6,31,88,0,41,6
2022-12-24,4,9,12,3,2,7,1,0,1,0,8,0,0,0,32,0,2,47,2,0,0,1,1,5,1,22,62,0,22,5
2022-12-25,2,15,10,2,3,6,3,0,0,0,1,0,2,0,31,0,2,45,1,0,0,0,1,4,5,17,38,0,26,3
2022-12-26,10,11,22,0,9,13,0,0,0,0,8,0,2,0,56,1,0,46,1,0,0,0,4,4,7,38,81,0,38,3
2022-12-27,5,8,31,0,8,12,0,1,0,1,13,0,2,0,50,8,1,77,3,0,0,1,5,8,4,31,105,0,37,12
2022-12-28,10,16,26,3,6,10,1,0,3,0,25,0,2,0,55,9,0,70,1,4,1,3,3,8,6,38,96,0,36,14
2022-12-29,7,15,28,0,1,12,3,0,0,1,27,0,0,0,55,14,0,78,6,1,0,1,4,10,3,37,96,0,37,9
2022-12-30,6,13,27,1,0,2,4,1,1,0,23,0,2,1,58,4,3,54,3,0,0,0,4,10,7,30,76,0,35,8
2022-12-31,5,6,26,1,3,8,2,0,0,0,16,0,0,0,42,1,0,47,0,0,1,0,4,11,7,23,87,0,57,6
2023-01-01,16,12,20,0,4,7,2,2,0,1,1,0,0,0,40,2,0,70,3,0,0,2,1,4,5,25,56,0,59,15
2023-01-02,8,9,28,1,6,13,2,0,0,0,10,0,0,0,63,6,1,65,3,0,0,1,4,18,13,30,98,0,55,10
2023-01-03,8,15,30,0,5,15,0,0,1,1,17,0,2,0,64,14,0,74,1,1,0,4,6,8,9,51,92,0,70,4
2023-01-04,6,15,40,1,2,10,4,0,1,2,35,0,2,0,55,9,0,83,2,1,0,4,6,8,4,42,104,0,40,17
2023-01-05,10,15,36,1,5,13,2,1,0,0,23,0,0,0,52,7,0,74,0,0,0,2,3,7,8,36,95,0,43,11
2023-01-06,3,7,33,0,5,8,2,0,1,1,25,0,1,1,43,6,0,83,3,0,0,4,2,6,3,29,97,0,57,11
2023-01-07,5,16,29,0,3,10,2,1,0,0,13,0,1,0,48,4,1,55,2,0,0,1,6,10,11,42,69,0,39,5
2023-01-08,10,18,22,1,4,5,5,1,0,0,12,0,0,0,61,1,2,66,2,0,0,1,2,11,7,31,67,0,56,6
2023-01-09,16,7,37,1,10,10,3,1,1,3,27,0,3,0,51,6,0,79,4,0,0,3,6,10,8,54,97,0,44,11
2023-01-10,5,11,39,1,3,14,1,0,0,1,21,0,0,0,61,12,0,63,5,0,0,1,3,12,5,31,101,0,38,9
2023-01-11,9,19,45,2,7,10,2,1,0,2,22,0,2,0,63,11,0,79,4,5,1,2,6,10,5,36,115,0,45,5
2023-01-12,6,15,47,1,4,9,0,2,0,1,25,0,0,0,54,9,0,85,7,5,1,2,5,4,5,24,92,0,30,13
2023-01-13,3,8,35,2,5,13,1,0,1,1,25,0,0,1,50,12,1,79,2,0,0,2,5,13,7,52,94,0,36,10
2023-01-14,6,10,12,0,3,12,2,0,0,3,12,0,0,0,50,10,3,54,3,0,0,1,6,10,6,31,93,0,39,5
2023-01-15,6,16,30,4,1,8,3,0,0,0,8,0,1,0,47,1,3,52,2,0,0,2,0,4,6,37,73,0,34,3
2023-01-16,10,13,35,2,5,16,1,1,0,0,17,0,2,0,56,3,2,61,2,0,0,1,2,8,14,32,84,0,55,6
2023-01-17,7,11,37,1,6,15,2,0,1,4,18,0,3,0,63,17,1,64,2,0,0,0,4,5,6,41,117,0,61,14
2023-01-18,10,5,51,1,5,3,1,0,1,1,26,0,3,0,55,9,1,69,4,3,1,2,4,7,8,35,111,0,36,11
2023-01-19,3,14,30,1,5,5,2,2,3,0,22,0,2,1,46,7,1,63,9,1,0,0,5,4,5,35,98,0,43,17
2023-01-20,11,17,39,3,5,7,1,1,3,0,27,0,1,0,63,10,2,74,4,2,0,2,7,7,9,43,95,0,39,12
2023-01-21,7,14,25,1,1,9,4,0,1,0,15,1,0,5,56,6,3,71,3,0,0,3,4,13,11,33,79,0,42,4
2023-01-22,4,8,21,6,2,9,1,0,0,1,9,0,0,0,69,3,1,67,5,0,0,1,2,7,10,38,69,0,41,5
2023-01-23,8,17,31,3,5,9,0,1,1,1,27,0,2,0,59,4,1,77,8,0,0,1,2,5,9,36,105,0,47,5
2023-01-24,10,8,33,0,4,12,0,3,0,0,24,0,0,0,65,22,1,67,5,0,0,2,3,5,16,37,106,0,40,6
2023-01-25,5,11,21,2,4,5,2,0,0,0,29,0,0,1,65,5,0,71,12,0,0,1,1,9,5,28,87,0,45,6
2023-01-26,4,17,33,2,6,8,2,0,1,3,23,0,0,0,46,8,2,68,3,0,0,0,3,12,2,23,110,0,46,10
2023-01-27,3,11,30,2,3,9,2,1,1,3,21,0,0,0,55,1,0,82,6,0,0,2,3,4,8,29,86,0,42,3
2023-01-28,8,10,14,1,4,10,1,1,2,0,20,0,3,0,61,1,3,50,6,0,0,0,7,5,8,36,79,0,41,5
2023-01-29,9,17,21,1,4,5,4,4,0,0,6,0,0,6,68,0,0,62,3,0,0,0,1,15,7,39,80,0,41,6
2023-01-30,7,12,23,2,3,6,1,3,1,1,26,0,1,0,63,3,0,77,1,0,0,4,2,7,5,48,100,0,53,5
2023-01-31,10,10,26,2,5,4,0,1,0,0,28,0,1,0,64,10,1,76,4,0,0,1,0,4,15,36,97,0,56,8
2023-02-01,10,11,27,2,4,8,3,0,0,1,14,0,2,0,79,11,0,70,4,0,0,1,3,10,7,29,91,0,33,10
2023-02-02,10,10,32,4,7,3,1,3,0,2,18,0,1,0,59,14,0,64,1,5,0,1,6,4,5,39,100,0,42,7
2023-02-03,6,6,17,1,4,5,2,2,1,2,19,0,2,0,69,7,0,65,4,0,0,3,6,9,8,25,76,0,35,15
2023-02-04,6,14,24,1,4,4,2,0,0,0,12,0,1,0,51,4,2,47,1,0,0,1,2,3,10,36,74,0,36,7
2023-02-05,7,24,26,2,4,4,0,0,0,3,11,0,1,1,64,6,1,70,1,0,0,2,2,8,6,40,77,0,39,6
2023-02-06,10,15,29,0,5,14,1,1,1,1,24,0,0,0,59,2,2,87,6,0,1,1,2,3,6,34,106,0,49,3
2023-02-07,7,11,33,2,6,13,0,0,1,2,30,0,2,1,60,10,0,69,4,0,0,1,6,9,10,39,80,0,28,12
2023-02-08,8,10,39,3,6,10,3,2,0,1,19,0,2,0,69,4,1,79,7,0,0,1,7,8,4,43,88,0,68,8
2023-02-09,11,16,46,1,4,11,1,3,0,0,20,0,1,0,62,11,2,99,5,0,0,2,2,6,5,33,95,0,43,7
2023-02-10,9,14,29,0,5,10,3,0,0,0,14,0,0,0,50,8,3,77,3,1,0,1,4,7,11,48,103,0,43,10
2023-02-11,6,18,33,1,0,11,3,1,1,1,11,0,1,0,45,10,4,65,2,1,0,1,2,6,5,52,74,0,43,10
2023-02-12,5,17,17,0,3,2,2,3,0,0,6,0,3,0,65,1,3,61,1,0,0,2,2,7,5,45,66,0,62,4
2023-02-13,16,18,43,1,3,11,3,2,2,6,20,0,3,0,89,2,0,85,3,0,0,1,5,10,14,60,110,0,72,9
2023-02-14,11,11,36,2,3,5,2,1,0,0,33,0,0,1,55,7,0,77,1,0,0,2,4,11,5,36,93,0,55,13
2023-02-15,7,11,48,3,10,12,0,1,0,1,25,0,3,0,59,6,0,87,0,4,0,2,7,6,11,38,104,0,57,12
2023-02-16,6,15,33,4,7,6,3,1,2,0,23,0,1,1,70,10,0,83,1,0,0,1,4,16,6,34,91,0,40,8
2023-02-17,6,9,38,0,5,12,6,1,0,0,23,0,2,0,62,4,0,90,4,0,0,1,5,6,7,33,109,0,42,13
2023-02-18,9,9,27,1,1,9,2,1,0,0,10,0,2,1,60,5,4,52,2,0,0,0,2,4,7,37,66,0,49,6
2023-02-19,5,11,37,2,0,8,2,2,0,0,6,0,0,0,54,2,0,52,1,0,0,2,3,8,7,39,73,0,39,8
2023-02-20,7,10,38,1,3,13,2,0,0,0,17,0,0,0,69,3,3,65,2,0,0,1,6,7,7,52,90,0,51,14
2023-02-21,12,21,54,1,4,11,1,4,0,0,22,0,1,0,58,9,2,81,0,0,0,1,5,7,3,44,91,0,43,12
2023-02-22,7,7,34,1,0,11,1,3,1,1,26,0,1,0,50,9,1,65,3,5,0,4,3,9,7,49,99,0,39,8
2023-02-23,9,12,38,0,2,9,2,5,1,1,30,0,3,0,66,10,1,81,3,0,0,0,0,3,2,36,88,0,55,3
2023-02-24,6,11,31,2,5,14,0,1,1,0,14,0,0,0,44,8,5,85,2,0,0,1,3,4,11,28,86,0,27,8
2023-02-25,8,14,46,0,4,6,6,1,0,1,14,0,0,0,49,13,2,49,3,0,0,0,0,7,5,40,80,0,45,7
2023-02-26,13,15,25,1,3,7,8,1,0,1,5,0,0,0,52,2,2,56,2,1,0,4,1,4,3,46,63,0,49,7
2023-02-27,10,16,43,3,4,5,1,0,1,0,26,0,0,0,59,6,2,81,5,0,0,3,4,5,4,40,76,0,39,3
2023-02-28,4,15,36,1,5,8,1,1,1,0,15,0,0,0,46,10,1,74,2,0,0,3,5,2,6,37,86,0,35,8
2023-03-01,4,9,44,1,6,8,2,0,0,1,28,0,0,0,54,11,0,82,0,0,0,3,6,5,7,30,87,0,46,7
2023-03-02,6,11,30,2,6,11,5,4,1,0,25,0,2,0,41,13,0,62,0,1,0,0,2,7,6,45,87,0,37,10
2023-03-03,3,14,29,1,5,1,2,6,0,0,26,0,2,1,40,11,2,62,3,4,0,1,6,2,5,33,95,0,33,6
2023-03-04,7,12,38,2,3,14,4,3,0,0,15,0,5,0,48,4,3,70,0,0,0,1,3,9,6,29,83,0,48,4
2023-03-05,7,13,36,2,8,3,3,0,0,0,7,0,1,0,55,2,2,65,2,0,0,1,2,7,7,34,61,0,43,6
2023-03-06,7,9,55,0,3,7,3,0,1,2,16,0,0,0,68,10,1,65,3,0,0,3,3,4,6,47,113,0,49,9
2023-03-07,13,15,55,2,4,17,1,0,0,3,28,0,0,0,52,3,0,82,6,0,0,1,6,5,6,44,100,0,48,11
2023-03-08,10,9,61,0,3,11,1,1,1,1,33,0,1,0,56,6,0,82,8,1,0,5,4,5,4,26,129,0,45,14
2023-03-09,5,17,48,5,4,7,1,2,1,1,25,0,1,0,39,10,0,93,5,3,0,3,2,4,7,25,90,0,45,5
2023-03-10,6,7,54,2,3,10,2,2,1,0,19,0,1,0,41,6,3,71,7,0,0,4,1,8,3,32,94,0,35,9
2023-03-11,10,13,48,1,2,5,3,1,0,0,16,0,2,1,57,10,4,47,3,0,1,0,2,4,7,45,93,0,54,6
2023-03-12,9,12,27,2,3,11,2,1,0,2,6,0,0,0,46,2,0,51,0,0,0,1,4,10,3,31,76,0,40,6
2023-03-13,6,9,49,2,10,10,6,1,0,0,26,0,2,0,73,9,0,78,3,0,0,2,6,5,3,39,95,0,50,7
2023-03-14,7,12,41,0,5,5,3,2,0,1,28,0,1,0,42,12,0,65,6,0,0,3,5,7,7,43,81,0,42,5
2023-03-15,7,8,37,2,5,9,0,2,1,3,20,0,1,0,58,11,0,70,1,0,0,0,6,2,10,35,102,0,44,6
2023-03-16,9,15,35,3,7,14,2,0,0,2,23,0,1,0,59,9,1,76,2,1,0,3,4,5,5,38,107,0,39,6
2023-03-17,9,21,46,4,7,10,1,1,0,2,28,0,1,0,46,4,0,84,5,0,0,2,2,2,8,23,87,0,37,8
2023-03-18,6,9,34,0,3,11,3,0,0,2,9,0,2,1,58,10,4,67,3,0,0,1,4,7,7,44,68,0,54,6
2023-03-19,12,10,39,2,6,13,2,0,0,0,6,0,0,0,58,1,1,69,1,0,0,2,3,5,8,32,66,0,51,6
2023-03-20,12,17,53,1,7,7,1,0,0,1,31,0,1,0,75,6,1,72,5,0,0,1,7,11,6,48,117,0,42,12
2023-03-21,4,9,45,0,4,10,0,0,1,0,27,0,4,0,75,13,0,69,0,0,0,1,7,2,7,49,83,0,47,12
2023-03-22,11,9,52,2,3,15,2,4,2,2,34,0,0,0,66,9,0,85,2,0,0,5,1,3,7,32,110,0,46,9
2023-03-23,12,10,37,3,0,15,0,1,1,0,27,0,0,0,63,4,2,61,4,0,0,3,2,5,8,41,95,0,46,9
2023-03-24,11,13,34,1,0,10,1,2,2,3,24,0,0,0,40,8,1,87,8,0,0,0,5,7,7,28,107,3,34,7
2023-03-25,13,17,37,1,0,16,3,1,0,0,16,0,1,0,47,9,4,51,5,0,1,0,4,5,8,41,67,0,39,8
2023-03-26,15,10,30,0,1,6,2,1,1,0,11,0,0,0,72,1,1,66,3,0,0,4,3,7,6,32,78,1,53,7
2023-03-27,15,14,36,2,4,14,5,0,4,0,24,0,2,0,49,5,3,65,3,0,0,3,3,8,10,48,92,0,49,4
2023-03-28,13,12,34,4,3,12,0,0,0,2,24,0,1,0,41,12,0,93,4,0,0,0,1,3,10,27,99,0,54,10
2023-03-29,9,11,49,0,6,11,3,0,0,4,16,0,1,0,43,10,0,91,2,4,1,2,7,9,3,46,114,0,54,13
2023-03-30,7,13,38,2,2,11,0,1,0,2,30,0,0,2,43,10,0,80,1,0,0,2,1,6,6,28,94,0,45,9
2023-03-31,11,12,28,1,7,15,4,0,0,1,15,0,1,0,60,6,0,74,2,0,0,2,5,6,12,24,84,0,47,12
2023-04-01,8,8,24,1,1,10,3,3,0,1,12,0,0,1,75,5,2,50,1,0,0,0,3,6,5,34,80,0,42,6
2023-04-02,8,8,31,1,5,10,2,0,0,0,7,0,1,0,60,1,2,44,0,0,0,0,4,4,7,35,89,0,63,9
2023-04-03,6,11,47,2,11,9,3,2,0,0,21,0,1,0,81,7,2,73,1,0,0,2,6,12,4,43,105,0,60,11
2023-04-04,13,13,50,2,3,12,1,0,2,1,20,0,1,0,73,6,0,82,2,0,0,0,3,2,7,38,98,0,48,17
2023-04-05,8,13,110,2,7,9,3,4,1,1,27,0,0,0,56,16,1,70,1,0,0,4,7,7,5,37,113,0,50,10
2023-04-06,6,16,35,1,2,9,1,5,1,0,28,0,1,0,57,11,1,67,2,1,0,1,3,11,6,21,101,0,47,11
2023-04-07,5,12,30,2,6,8,3,1,0,1,20,0,3,0,66,12,0,67,1,0,0,4,7,6,6,26,89,0,56,8
2023-04-08,13,10,32,1,5,7,3,1,1,2,13,0,1,0,65,13,5,62,1,0,0,2,2,7,5,28,76,0,49,6
2023-04-09,11,10,22,2,2,14,1,0,1,1,8,0,1,0,42,0,1,63,1,0,0,1,3,8,6,24,70,0,43,3
2023-04-10,12,20,35,1,2,17,4,5,2,1,23,0,1,0,50,5,0,86,3,0,0,3,2,10,9,27,107,0,53,5
2023-04-11,8,11,45,1,6,12,4,0,3,1,26,0,2,0,56,8,1,87,2,0,0,2,4,7,6,26,94,0,48,8
2023-04-12,10,18,38,2,5,8,0,1,0,4,32,0,0,0,62,9,1,78,9,0,0,2,4,6,8,31,120,0,51,16
2023-04-13,15,12,44,2,4,9,0,2,1,0,20,0,2,0,57,10,2,75,5,6,0,2,5,6,6,25,92,0,37,20
2023-04-14,13,13,46,3,4,5,3,1,0,1,14,0,1,0,56,10,2,83,7,5,0,1,2,7,10,26,92,1,37,9
2023-04-15,10,16,39,0,4,12,2,0,1,0,15,0,1,1,45,6,3,62,2,0,0,1,7,7,8,26,93,0,51,8
2023-04-16,8,20,36,0,2,6,5,2,0,1,6,0,1,0,56,2,1,75,1,0,0,1,1,3,4,24,81,1,39,10
2023-04-17,7,14,57,4,2,14,1,3,1,2,34,0,1,0,52,6,1,79,2,0,0,0,5,8,5,25,112,0,54,12
2023-04-18,9,14,59,3,1,5,3,4,2,1,23,0,1,0,57,10,0,100,3,0,0,1,3,3,5,34,106,0,47,10
2023-04-19,10,19,38,3,6,15,0,1,2,2,41,0,1,0,64,12,1,90,4,5,0,3,5,4,7,32,104,0,56,15
2023-04-20,12,13,31,2,6,13,2,1,1,1,27,0,1,3,56,6,0,88,8,0,0,1,2,4,10,28,113,0,47,15
2023-04-21,10,11,45,2,3,7,1,1,0,2,19,0,1,0,48,6,0,71,5,0,0,1,6,7,10,32,95,0,37,5
2023-04-22,8,22,35,0,5,14,5,0,0,1,16,0,1,1,61,11,5,62,0,0,0,1,2,3,9,35,84,0,33,8
2023-04-23,13,21,36,0,5,11,3,2,0,1,5,0,0,1,44,2,3,80,2,0,1,3,3,10,8,26,85,0,42,8
2023-04-24,10,7,30,3,7,16,0,3,0,0,35,0,2,0,85,6,0,83,6,0,0,3,5,4,6,36,96,0,64,8
2023-04-25,6,15,29,3,3,4,0,0,1,0,22,0,1,0,70,10,0,99,5,0,0,5,3,8,6,31,132,0,42,13
2023-04-26,12,14,54,1,2,14,3,0,2,0,21,0,0,0,68,9,0,81,5,3,0,2,8,2,4,35,110,0,53,7
2023-04-27,7,8,54,1,2,5,4,0,0,1,29,0,1,0,60,5,1,67,12,4,0,2,11,8,9,36,86,0,48,11
2023-04-28,7,14,47,0,3,10,5,1,0,1,32,0,0,0,60,6,1,73,3,0,0,3,2,5,4,22,94,0,51,8
2023-04-29,9,18,28,1,4,7,1,1,1,0,18,0,0,0,61,9,2,61,0,0,0,3,1,1,7,29,73,0,46,9
2023-04-30,9,18,13,0,5,11,0,0,0,0,9,0,0,1,91,2,4,67,1,0,0,0,4,14,8,23,90,0,45,4
2023-05-01,9,14,42,1,4,5,2,1,0,0,32,0,0,0,67,12,4,92,2,5,0,4,9,11,11,43,122,0,47,7
2023-05-02,6,10,36,2,6,9,0,0,2,2,20,0,3,0,76,17,1,75,1,0,0,1,3,5,15,41,108,0,62,13
2023-05-03,12,12,39,1,6,6,3,0,1,4,26,0,2,0,89,15,0,70,3,0,0,1,5,8,9,29,123,0,37,7
2023-05-04,11,16,46,3,3,10,2,1,2,1,24,0,1,1,60,11,0,73,8,0,0,2,7,8,10,26,108,0,40,14
2023-05-05,5,12,42,1,2,8,1,1,0,1,19,0,1,0,61,6,1,94,9,0,0,1,6,9,7,30,114,0,48,12
2023-05-06,10,18,31,1,7,6,7,3,1,2,8,0,1,1,69,7,2,75,2,0,1,1,4,9,11,36,96,0,44,5
2023-05-07,13,24,34,1,3,6,5,0,0,0,5,0,0,0,58,1,3,63,0,0,0,2,1,11,9,31,75,0,58,7
2023-05-08,14,18,37,0,7,11,1,0,1,2,24,0,0,1,68,10,1,92,2,3,0,1,10,7,10,42,108,0,60,15
2023-05-09,25,18,51,2,6,21,1,2,1,0,19,0,0,0,74,11,0,74,2,0,0,2,6,6,4,21,122,0,45,10
2023-05-10,8,17,58,2,7,9,5,0,2,0,36,0,2,0,69,11,2,77,0,4,0,2,5,9,11,39,104,0,43,15
