date,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FORGERY/COUNTERFEITING,FRAUD,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,SECONDARY CODES,SEX OFFENSES FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
2005-01-25,1,23,1,0,27,1,1,26,1,0,0,14,6,1,60,0,0,4,27,44,1,0,6,1,0,2,0,12,4,12,56,20,7
2005-01-26,1,24,0,1,17,3,0,28,3,0,0,5,4,0,57,1,6,8,22,45,7,0,7,3,1,1,0,13,4,13,69,26,3
2005-01-27,1,30,1,0,20,2,1,28,1,0,0,3,6,0,76,0,1,2,27,63,1,0,11,6,1,3,1,16,1,17,58,13,7
2005-01-28,0,28,1,0,29,7,2,37,1,1,0,10,10,0,69,0,2,8,24,48,0,0,7,3,0,4,1,15,3,18,60,13,4
2005-01-29,1,19,2,0,16,5,1,21,4,0,0,2,8,0,75,1,0,2,43,41,0,0,9,2,1,1,0,10,0,26,44,14,5
2005-01-30,1,32,0,0,17,3,1,31,2,0,0,5,7,0,60,0,1,4,39,39,0,0,12,3,0,1,1,5,3,14,56,18,4
2005-01-31,0,31,0,0,25,1,0,21,6,1,0,9,7,0,67,0,0,1,32,43,1,0,14,3,0,1,0,13,5,15,55,26,3
2005-02-01,0,39,1,0,24,4,1,45,2,4,0,18,21,0,73,0,2,13,45,74,7,0,6,1,3,1,1,23,2,18,62,26,8
2005-02-02,2,31,0,0,17,2,0,41,1,0,0,9,12,0,48,0,0,3,33,69,6,0,12,1,1,0,0,15,4,19,66,14,3
2005-02-03,0,35,0,0,19,3,1,23,3,0,0,7,9,3,51,0,2,10,23,69,2,0,6,3,2,3,0,9,2,22,47,20,2
2005-02-04,1,23,0,0,26,2,2,35,2,1,2,6,8,0,77,1,3,8,30,65,5,0,11,3,1,1,0,15,4,25,74,17,7
2005-02-05,0,35,0,0,18,2,0,15,0,0,0,4,5,1,45,0,0,4,23,41,3,0,10,5,2,0,0,18,1,20,70,15,6
2005-02-06,1,27,0,0,15,2,1,10,0,0,0,4,4,0,49,0,0,3,22,31,1,0,6,3,0,2,0,9,2,21,51,25,4
2005-02-07,2,20,0,0,27,1,1,22,1,1,0,4,17,1,56,1,2,2,27,40,0,0,2,1,0,1,0,6,3,8,49,15,3
2005-02-08,0,34,0,0,23,0,0,28,2,0,0,6,8,0,76,1,3,4,29,48,6,0,6,1,1,2,0,12,3,15,63,16,6
2005-02-09,0,33,1,0,17,5,1,40,1,0,0,4,2,0,59,0,2,1,21,54,9,0,8,2,0,1,0,11,3,17,44,32,2
2005-02-10,0,19,0,0,20,0,1,28,2,0,0,3,8,2,66,0,0,6,32,46,6,0,8,4,2,0,0,7,4,5,57,24,2
2005-02-11,3,23,1,0,34,4,0,20,3,0,0,8,13,1,59,0,1,5,34,60,9,0,10,3,1,0,0,12,4,10,47,24,6
2005-02-12,0,25,1,0,13,1,0,23,4,0,0,4,2,1,66,1,2,5,33,34,3,0,6,2,3,1,0,10,0,21,47,21,3
2005-02-13,0,20,0,0,13,0,0,27,1,0,0,1,5,1,65,1,3,11,25,34,1,0,8,2,0,3,0,11,3,20,35,17,3
2005-02-14,1,31,2,0,22,0,1,20,0,0,0,6,10,0,77,0,0,2,29,27,0,0,3,2,3,1,0,9,3,9,57,10,3
2005-02-15,1,17,0,0,19,0,2,27,0,1,0,10,6,0,68,0,0,5,29,41,7,0,11,1,1,1,0,12,4,9,51,10,2
2005-02-16,0,30,0,0,26,0,0,33,0,1,1,6,9,1,69,0,1,7,25,72,9,0,9,1,2,2,0,22,2,17,35,26,3
2005-02-17,0,30,0,0,27,3,1,26,0,1,0,5,8,0,78,1,4,3,26,55,7,0,10,3,3,3,0,8,4,19,37,19,3
2005-02-18,0,24,0,0,18,0,1,26,1,1,0,6,10,1,59,2,1,5,28,44,2,0,7,6,1,0,0,13,0,21,51,15,4
2005-02-19,0,18,0,0,12,3,0,8,0,0,0,0,2,0,62,0,0,3,29,36,4,0,7,2,0,2,1,13,2,7,42,9,2
2005-02-20,2,23,0,0,18,2,0,17,0,0,0,5,4,1,62,0,1,2,24,40,1,0,5,2,1,1,0,16,2,14,52,14,2
2005-02-21,0,31,0,0,12,0,1,22,3,0,0,7,3,0,45,1,1,7,22,42,0,0,12,2,0,1,0,13,1,14,39,22,3
2005-02-22,1,27,0,0,12,1,0,31,3,1,0,9,10,0,57,0,2,7,31,74,3,0,8,4,0,2,1,9,1,15,42,20,6
2005-02-23,0,27,0,0,19,2,1,38,2,0,0,4,7,0,66,2,0,4,30,60,10,0,10,3,0,1,0,17,2,19,33,24,4
2005-02-24,1,29,0,0,19,1,0,31,0,0,0,6,5,0,68,0,0,7,25,63,5,0,14,1,0,3,0,12,1,20,46,21,2
2005-02-25,0,40,1,0,25,4,0,15,0,1,0,8,5,0,64,0,5,5,39,51,10,0,16,2,1,1,0,18,3,25,54,18,2
2005-02-26,1,29,0,0,17,1,1,17,4,1,0,8,7,0,58,0,0,4,36,53,2,0,14,4,1,3,0,12,4,20,38,15,4
2005-02-27,1,12,0,0,12,1,1,14,1,0,0,3,5,1,50,1,0,2,30,42,0,0,8,3,1,1,0,12,1,18,41,13,0
2005-02-28,0,23,0,0,23,6,0,18,2,0,0,10,5,3,51,0,1,8,45,53,3,0,8,2,2,3,2,11,1,14,32,23,4
2005-03-01,1,25,0,0,26,6,0,37,1,2,1,14,23,0,63,1,0,6,49,54,3,0,7,1,3,4,0,20,4,20,42,12,2
2005-03-02,1,26,0,0,19,5,0,63,1,1,1,9,6,0,61,1,1,6,27,75,4,0,7,4,0,4,0,14,5,9,35,24,2
2005-03-03,0,27,0,0,18,2,1,43,4,1,0,9,10,1,63,0,1,8,37,60,2,0,13,5,0,0,0,16,1,10,46,37,4
2005-03-04,0,25,0,0,27,3,1,21,4,0,0,8,6,0,60,0,0,9,40,54,6,0,6,0,1,0,0,11,2,28,38,14,3
2005-03-05,1,31,0,0,15,1,0,30,2,0,0,5,4,0,70,2,0,11,42,52,1,0,11,2,0,1,0,14,3,23,51,26,3
2005-03-06,0,31,0,0,19,1,4,16,0,0,0,2,2,0,52,0,0,7,30,41,0,0,8,4,0,1,0,10,3,12,41,22,4
2005-03-07,1,21,1,0,29,2,3,26,0,1,0,9,8,1,51,1,1,5,26,48,1,0,5,1,1,1,0,11,2,14,43,17,2
2005-03-08,0,26,0,0,20,5,1,29,0,1,0,11,4,2,68,0,0,3,28,43,3,0,5,4,5,4,0,13,2,13,50,18,1
2005-03-09,0,32,0,0,18,0,1,36,3,1,0,10,7,0,54,0,0,3,28,56,9,0,8,2,2,1,0,14,0,17,52,41,4
2005-03-10,0,24,0,0,22,3,0,31,0,0,0,7,4,0,75,0,1,11,42,54,4,0,8,2,1,3,1,12,5,20,42,27,8
2005-03-11,1,16,0,0,22,4,1,25,0,1,0,9,5,0,53,1,0,5,27,50,1,0,4,0,0,0,1,14,2,15,55,28,6
2005-03-12,0,30,0,0,25,0,1,26,2,1,0,7,5,0,70,1,1,3,27,49,1,0,11,3,0,4,1,13,3,22,40,22,3
2005-03-13,0,34,0,0,15,3,1,24,2,0,0,2,5,0,73,0,0,2,32,45,1,0,5,4,1,2,0,13,1,23,45,13,7
2005-03-14,1,25,0,0,16,1,0,15,2,1,0,4,6,0,53,0,1,3,36,40,1,0,6,1,0,0,1,10,3,20,48,15,3
2005-03-15,2,26,0,0,24,0,0,26,1,0,0,10,9,1,62,0,0,6,33,69,15,0,9,3,2,2,1,16,2,11,57,13,10
2005-03-16,1,33,0,0,24,1,2,22,0,0,1,4,8,0,72,2,1,6,29,60,5,0,11,2,2,1,0,13,0,19,43,20,0
2005-03-17,3,28,1,0,23,3,1,30,1,1,0,5,5,0,69,0,0,7,31,54,3,0,7,1,3,1,0,15,5,15,48,34,3
2005-03-18,0,21,0,0,31,3,2,21,0,1,0,9,9,0,71,0,0,10,32,40,2,0,11,3,0,1,0,22,3,27,44,8,6
2005-03-19,1,24,1,0,28,5,1,8,2,0,0,3,4,0,73,0,3,5,28,37,0,0,7,1,0,1,1,11,1,23,55,15,1
2005-03-20,0,30,0,0,18,1,1,13,2,0,0,6,5,2,71,2,1,5,37,41,1,0,7,1,3,2,0,9,4,22,44,11,5
2005-03-21,2,22,1,1,29,1,0,26,0,0,0,5,8,0,90,0,1,5,23,42,1,0,10,3,0,0,0,17,5,21,39,15,3
2005-03-22,0,21,2,0,23,5,0,21,2,1,0,5,5,0,69,1,0,1,26,41,7,0,8,1,2,1,0,17,0,16,60,14,0
2005-03-23,1,31,0,0,25,1,0,35,0,0,0,4,8,1,70,0,4,5,36,52,6,0,8,2,3,1,1,17,2,18,60,22,3
2005-03-24,0,30,0,0,9,2,0,21,2,0,0,6,6,1,74,0,0,8,25,61,3,0,8,6,0,1,0,20,4,15,50,22,1
2005-03-25,0,21,0,0,25,7,1,29,2,1,0,9,8,2,59,0,3,5,30,45,12,0,10,4,2,1,0,10,3,17,46,21,4
2005-03-26,0,39,0,0,20,2,0,11,1,1,0,4,2,0,69,2,0,1,23,46,2,0,8,5,1,3,0,12,1,30,49,13,2
2005-03-27,1,21,0,0,8,0,2,19,2,0,0,3,3,0,40,0,0,4,34,35,1,0,10,2,0,0,0,11,3,16,61,20,6
2005-03-28,0,22,0,0,19,1,0,17,2,0,0,5,7,1,66,0,0,6,34,59,0,0,11,3,3,2,0,13,1,23,52,14,3
2005-03-29,0,28,0,0,19,0,0,44,2,0,0,4,8,0,74,0,3,2,19,51,5,0,12,3,3,1,0,7,0,29,43,25,1
2005-03-30,0,30,1,0,16,5,0,38,0,1,0,11,7,0,64,1,3,3,22,65,5,0,9,1,4,3,0,15,3,16,50,24,3
2005-03-31,1,26,1,0,21,3,1,17,1,0,0,7,5,0,63,1,3,5,28,50,4,0,1,3,0,0,1,10,3,15,44,14,7
2005-04-01,0,19,0,0,15,2,0,25,4,2,1,21,10,0,68,0,2,12,38,68,3,0,7,4,3,0,1,27,5,20,44,22,6
2005-04-02,1,35,0,0,14,0,0,21,2,1,0,3,2,0,71,0,0,5,37,42,3,0,7,1,0,0,1,13,2,24,47,16,6
2005-04-03,0,21,0,0,12,2,1,18,0,0,0,6,8,1,43,0,0,2,31,38,6,0,8,1,0,3,0,10,3,19,60,15,1
2005-04-04,0,25,0,0,26,0,0,31,1,1,0,8,7,0,56,1,0,5,28,50,0,0,7,2,1,0,0,12,3,16,58,37,5
2005-04-05,0,33,0,0,15,1,0,26,3,1,0,9,8,0,72,1,0,10,22,65,6,0,11,1,1,1,0,18,1,13,45,23,3
2005-04-06,1,29,0,0,26,2,0,45,2,1,0,7,2,0,61,1,0,5,30,75,6,0,7,4,3,0,0,12,2,13,60,25,3
2005-04-07,0,47,1,0,14,4,0,28,0,0,0,4,11,0,61,0,0,4,32,52,5,0,9,2,1,1,0,18,2,17,47,28,4
2005-04-08,1,39,0,0,25,0,1,18,2,0,0,4,6,0,74,0,0,3,32,40,2,0,8,2,0,2,0,16,4,26,39,21,4
2005-04-09,1,44,0,0,11,0,2,13,0,0,0,6,5,0,69,0,1,3,46,52,1,0,8,11,1,0,0,14,4,17,63,18,0
2005-04-10,1,22,0,0,14,2,0,10,0,0,0,3,5,0,59,0,1,2,35,36,0,0,8,2,3,0,0,13,1,17,51,13,1
2005-04-11,1,25,1,0,15,1,0,40,2,1,0,6,6,0,72,0,0,7,35,49,1,0,16,3,3,0,0,14,3,18,66,18,3
2005-04-12,1,27,0,0,29,4,0,31,1,1,0,4,5,2,60,1,0,8,22,63,7,0,11,2,0,2,1,6,3,13,62,15,6
2005-04-13,2,35,0,0,22,0,0,50,0,0,1,7,12,1,68,0,0,7,26,66,7,0,11,1,1,1,0,19,5,12,46,15,4
2005-04-14,3,25,1,0,13,0,1,27,1,4,0,7,9,0,72,2,2,3,25,55,5,0,6,2,0,3,0,13,0,20,51,25,7
2005-04-15,2,28,0,0,23,2,0,26,0,0,0,11,14,0,70,0,0,9,39,57,4,0,7,5,1,3,0,15,2,28,54,12,3
2005-04-16,1,23,0,0,19,2,0,12,3,0,0,3,5,0,64,0,0,8,30,39,0,0,11,2,0,1,1,10,0,17,59,16,5
2005-04-17,1,24,0,0,11,4,1,9,2,0,0,2,4,0,69,0,1,0,29,40,1,0,13,0,0,1,0,9,4,12,49,12,4
2005-04-18,1,38,0,0,22,4,0,11,1,1,0,6,13,1,62,1,0,10,33,47,2,0,13,7,3,0,0,13,3,19,37,15,2
2005-04-19,3,20,0,0,14,0,0,20,1,1,0,7,4,0,51,0,1,5,39,53,0,0,9,1,1,1,0,11,3,19,56,13,4
2005-04-20,0,25,0,0,22,0,0,25,3,1,0,11,6,1,55,0,0,3,28,60,2,0,12,2,3,2,0,15,3,18,43,22,6
2005-04-21,0,28,0,0,15,4,1,40,2,0,0,8,8,0,52,0,2,7,31,57,3,0,4,4,3,3,0,19,3,21,58,24,5
2005-04-22,0,37,1,0,21,0,0,20,2,2,0,4,4,0,81,1,0,5,28,47,3,0,5,1,2,1,1,17,4,23,77,22,1
2005-04-23,0,17,0,0,19,4,0,23,4,1,0,2,3,0,72,1,1,5,35,56,2,0,8,1,1,0,0,16,0,19,62,20,7
2005-04-24,1,27,0,0,17,2,1,15,1,0,0,1,3,0,56,1,3,6,26,44,2,0,13,1,1,1,1,12,2,30,53,19,5
2005-04-25,1,35,0,0,18,3,0,26,4,0,0,10,11,0,52,2,2,10,32,61,2,0,7,3,0,3,0,13,4,19,50,16,1
2005-04-26,0,18,1,0,11,2,0,28,1,0,0,9,6,0,76,0,0,8,30,59,6,0,6,2,1,3,0,11,5,19,51,21,2
2005-04-27,1,25,0,0,27,1,1,17,3,0,0,10,11,1,72,0,0,1,27,55,0,0,9,4,1,3,0,10,5,19,66,20,6
2005-04-28,0,26,0,1,25,1,0,24,0,0,0,11,10,0,79,0,1,4,40,69,12,0,5,2,0,3,0,12,8,20,37,29,2
2005-04-29,1,33,0,0,21,2,0,28,2,2,0,11,4,2,49,0,1,7,30,61,4,0,7,4,4,2,0,15,2,22,41,27,2
2005-04-30,0,34,0,0,14,2,0,22,4,0,0,3,6,0,47,3,1,1,33,49,4,0,9,3,1,1,1,9,0,27,54,18,5
2005-05-01,0,39,0,0,9,4,1,18,6,3,0,14,14,0,66,0,0,2,48,43,0,0,9,2,0,2,0,22,1,15,49,15,3
2005-05-02,0,28,0,1,25,2,0,19,1,0,0,7,7,0,67,0,0,8,26,45,0,0,8,4,1,1,1,13,1,20,41,20,3
2005-05-03,0,32,0,0,18,1,1,14,1,0,0,6,8,0,65,1,1,4,25,49,4,0,4,2,0,2,0,11,4,17,53,11,1
2005-05-04,1,18,0,0,20,3,0,26,4,2,1,3,3,0,78,1,1,6,32,45,6,0,6,1,1,2,0,11,4,13,48,31,4
2005-05-05,0,33,0,0,19,3,0,37,1,1,0,6,9,0,57,1,0,4,35,58,4,0,7,4,0,2,1,15,6,16,37,21,2
2005-05-06,0,36,0,1,28,2,0,15,3,1,0,5,4,2,70,0,0,4,37,42,1,0,16,3,2,0,2,15,1,21,58,18,2
2005-05-07,0,24,0,0,13,1,0,27,3,1,0,7,14,1,62,1,1,6,31,66,0,0,6,2,1,3,0,10,3,31,56,20,3
2005-05-08,3,29,0,0,13,2,0,21,3,0,1,3,6,2,72,0,2,2,24,52,1,0,7,5,3,3,0,9,6,22,57,17,3
2005-05-09,0,25,0,0,20,0,0,21,0,2,0,6,8,0,53,0,0,10,37,40,1,0,15,2,1,1,1,15,5,22,25,9,2
2005-05-10,1,27,1,0,25,0,2,19,0,0,0,10,6,0,68,1,0,4,38,50,7,0,7,4,3,3,0,17,3,17,37,24,1
2005-05-11,0,34,0,0,23,5,0,34,2,0,0,1,9,2,71,0,2,3,27,78,1,0,9,4,0,2,0,13,7,14,40,19,3
2005-05-12,1,20,0,1,19,2,0,25,1,1,0,4,7,1,62,0,0,6,27,64,2,0,10,1,1,5,0,12,2,20,61,22,3
2005-05-13,1,28,0,0,31,3,0,16,1,0,0,6,4,0,86,0,0,1,24,59,5,0,6,2,1,0,1,10,4,29,47,19,5
2005-05-14,0,29,0,1,19,2,0,11,1,1,0,2,6,1,86,0,1,1,30,42,2,0,8,4,1,1,0,8,1,28,50,16,3
2005-05-15,0,30,0,0,29,2,1,11,3,1,0,5,5,2,82,0,0,8,37,27,1,0,8,4,5,1,0,15,4,16,34,16,2
2005-05-16,0,35,2,1,23,2,1,19,2,0,0,8,9,1,78,1,1,3,32,45,0,0,14,5,0,1,2,9,1,23,56,21,0
2005-05-17,1,28,1,0,14,1,0,16,1,0,0,6,7,0,65,1,1,9,21,41,0,0,8,2,2,2,0,16,3,15,67,18,2
2005-05-18,0,33,0,0,21,1,0,23,0,1,0,7,6,0,63,0,0,5,24,38,2,0,10,3,0,1,0,8,7,13,73,13,1
2005-05-19,0,33,1,0,20,3,2,37,1,1,0,4,6,0,68,1,0,6,36,44,3,0,12,4,1,3,1,11,4,29,67,16,3
2005-05-20,2,22,0,0,26,2,0,16,1,0,0,6,7,0,70,0,1,14,31,50,6,0,9,2,3,2,1,18,0,23,71,16,1
2005-05-21,0,36,0,0,23,2,0,14,3,0,0,5,4,0,79,0,0,6,49,52,2,0,13,1,0,3,0,7,2,31,58,24,4
2005-05-22,1,30,0,0,6,1,0,14,1,0,0,0,4,1,73,0,0,5,31,30,0,0,14,2,2,1,0,13,3,17,47,20,4
2005-05-23,0,29,0,0,19,0,0,17,2,0,0,5,1,0,69,0,0,4,30,44,0,0,9,1,0,1,0,13,2,16,44,16,0
2005-05-24,0,34,0,0,17,0,0,24,0,0,0,5,7,0,67,0,1,7,35,32,0,0,16,1,1,2,1,10,3,17,35,15,3
2005-05-25,0,34,0,0,12,1,0,30,0,0,0,5,6,0,92,1,2,4,33,54,5,0,17,6,2,4,0,14,6,24,47,23,1
2005-05-26,0,15,0,0,19,2,0,21,0,0,0,5,7,0,61,1,2,5,22,50,1,0,4,1,0,0,0,9,2,19,63,18,2
2005-05-27,1,32,0,0,27,2,1,12,2,0,0,7,8,1,82,1,1,10,39,50,2,0,11,2,1,0,0,13,2,37,67,19,0
2005-05-28,0,25,0,0,18,1,1,10,5,0,0,6,6,0,69,0,1,4,26,52,0,0,6,4,2,0,0,15,1,21,48,22,6
2005-05-29,1,29,0,0,23,1,0,11,3,1,0,4,8,0,62,1,3,3,37,40,0,0,9,3,2,3,1,9,1,24,62,15,4
2005-05-30,0,23,0,1,19,4,1,38,4,0,0,1,8,0,67,1,0,6,30,56,1,0,13,2,2,1,0,7,1,20,49,23,10
2005-05-31,0,36,0,0,21,1,1,23,0,0,0,9,3,2,67,0,0,6,36,42,4,0,9,4,0,3,0,17,2,23,33,18,6
2005-06-01,0,36,0,0,29,2,2,17,1,7,0,17,15,1,68,0,0,6,45,57,3,0,17,8,3,5,0,28,3,18,69,14,7
2005-06-02,0,31,1,0,17,4,0,21,2,0,0,7,4,1,71,0,0,3,39,41,9,0,7,4,0,1,1,13,4,14,56,17,5
2005-06-03,0,26,0,0,25,5,1,23,1,0,0,4,9,2,74,0,2,12,44,56,9,0,5,1,4,0,0,18,1,18,44,19,1
2005-06-04,1,14,0,0,21,2,1,7,5,0,0,5,0,0,79,0,0,4,30,35,0,0,8,3,1,1,1,11,2,34,59,9,3
2005-06-05,1,22,0,1,11,0,1,16,1,0,1,1,6,0,59,0,0,4,29,37,2,0,9,2,1,2,1,10,3,25,41,7,3
2005-06-06,3,20,1,0,18,1,0,9,0,0,1,4,6,0,65,0,0,4,32,38,0,0,8,1,0,2,0,14,3,18,49,11,2
2005-06-07,2,31,1,0,12,6,2,24,0,1,0,9,5,0,70,0,0,9,26,44,14,0,13,0,1,3,0,7,2,18,40,17,2
2005-06-08,0,19,1,1,23,2,1,22,2,0,0,4,8,2,60,0,0,3,31,51,0,0,9,0,0,2,0,14,1,17,53,12,4
2005-06-09,2,20,0,0,25,3,0,23,2,0,0,8,6,1,78,0,0,3,27,41,0,0,5,3,0,0,0,11,2,22,50,10,5
2005-06-10,1,34,2,0,24,0,1,17,0,0,0,3,6,0,88,0,0,9,40,46,0,0,9,7,0,0,0,10,5,27,64,28,8
2005-06-11,0,32,0,0,9,1,0,20,1,1,0,6,5,0,68,0,0,7,38,36,0,0,13,3,0,1,1,9,1,14,55,17,4
2005-06-12,2,32,0,0,13,0,0,12,2,0,0,2,3,1,75,0,1,2,31,44,0,0,12,3,4,0,0,10,1,26,55,17,1
2005-06-13,1,25,0,0,15,1,1,20,0,0,2,6,11,2,71,0,0,13,33,37,0,0,10,2,2,1,1,10,2,15,39,10,2
2005-06-14,1,27,0,0,24,0,0,25,4,1,0,6,8,1,74,0,0,2,29,42,6,0,4,4,1,1,0,9,1,29,36,18,5
2005-06-15,2,23,1,0,15,7,0,27,1,1,0,8,4,0,60,1,0,3,19,44,7,0,8,2,2,1,0,9,4,21,35,23,2
2005-06-16,1,17,0,0,19,0,1,28,5,0,0,7,5,0,72,0,0,5,28,41,0,0,7,0,0,3,0,7,0,17,37,21,2
2005-06-17,0,30,0,0,24,2,0,24,2,2,0,9,3,2,82,0,1,6,20,54,4,0,8,2,0,1,0,9,4,19,51,25,4
2005-06-18,0,35,0,1,9,1,0,19,3,0,0,6,7,0,81,0,0,9,22,44,0,0,12,4,0,0,0,11,2,34,55,18,8
2005-06-19,0,29,0,0,18,2,0,13,0,0,0,4,2,1,84,0,0,8,21,25,0,0,10,0,0,0,0,13,1,22,49,15,2
2005-06-20,2,33,0,0,18,4,0,24,1,0,0,8,12,0,75,0,0,6,19,52,4,0,5,2,0,2,1,8,4,19,38,17,7
2005-06-21,0,23,0,0,23,2,1,26,0,0,0,3,5,0,62,0,0,6,24,54,2,0,5,1,2,0,0,12,2,19,36,17,1
2005-06-22,1,20,0,0,17,1,0,31,1,0,0,5,10,0,76,1,0,4,25,60,0,0,10,0,2,1,0,14,4,13,48,20,7
2005-06-23,1,28,0,0,25,2,1,43,0,0,0,9,14,0,86,0,0,2,30,49,14,0,9,4,1,3,0,8,3,22,26,29,3
2005-06-24,0,28,3,0,17,0,0,22,3,1,1,10,10,3,84,0,2,4,31,59,1,0,11,6,1,1,0,8,2,25,47,21,2
2005-06-25,1,39,1,0,20,0,1,14,1,0,0,9,4,1,71,1,0,9,39,55,0,0,8,4,2,1,0,18,4,20,44,24,1
2005-06-26,0,34,0,0,24,0,1,29,6,0,0,3,6,1,99,2,0,5,42,42,0,0,12,2,2,0,0,16,3,22,43,30,5
2005-06-27,1,30,0,0,20,1,0,27,0,0,0,6,7,0,75,0,0,4,24,50,3,0,9,3,0,3,0,10,4,14,40,21,0
2005-06-28,0,34,0,0,21,3,0,29,1,0,0,6,13,0,82,0,0,5,26,61,11,0,12,5,0,1,0,16,2,28,45,26,4
2005-06-29,0,23,0,0,18,2,0,27,6,0,0,4,5,0,77,0,0,6,18,47,4,0,6,1,1,1,0,11,4,11,29,19,3
2005-06-30,0,33,0,0,29,4,1,15,2,1,0,5,8,0,80,0,0,5,35,33,1,0,10,0,2,2,0,9,3,16,52,11,6
2005-07-01,0,37,0,0,37,1,0,18,3,4,0,21,17,0,72,0,0,13,48,70,4,0,4,4,1,1,0,18,3,26,55,23,7
2005-07-02,0,28,0,0,14,1,0,23,5,1,0,1,7,1,62,1,1,6,39,35,0,0,10,1,0,0,0,11,5,21,54,21,2
2005-07-03,0,26,0,0,16,3,1,17,1,0,0,1,3,1,50,0,0,4,34,42,0,0,9,0,2,0,0,9,4,25,29,18,1
2005-07-04,1,19,0,0,20,1,0,29,1,1,0,4,0,0,59,1,0,8,45,55,0,0,10,1,0,2,0,14,2,23,47,16,4
2005-07-05,1,44,1,1,30,1,2,30,0,1,0,7,6,1,65,0,0,7,29,48,0,0,8,6,1,7,0,13,2,24,58,13,3
2005-07-06,0,23,1,1,17,5,0,29,1,0,0,6,4,0,68,1,3,6,28,53,5,0,9,4,1,2,0,12,1,9,35,20,1
2005-07-07,1,18,0,0,15,1,0,23,0,1,0,4,3,0,79,0,1,4,18,58,3,0,2,1,0,2,1,16,6,19,44,21,6
2005-07-08,1,13,2,1,26,0,1,12,1,0,0,5,4,0,75,1,1,7,24,78,7,0,8,2,0,1,0,11,3,25,48,14,4
2005-07-09,0,27,0,0,13,1,0,15,2,0,0,2,4,1,94,0,0,1,37,42,0,0,15,1,3,1,0,8,2,23,54,15,2
2005-07-10,0,44,0,1,14,1,0,18,1,2,0,2,4,1,67,0,1,7,27,40,0,0,6,2,1,1,0,10,3,21,53,16,3
2005-07-11,2,21,0,0,17,0,0,23,1,0,0,4,0,1,65,0,1,9,24,58,0,0,10,3,0,0,0,12,5,18,29,22,4
2005-07-12,0,31,0,0,24,1,0,4,3,0,0,9,11,0,53,1,0,3,23,44,11,0,12,6,1,2,0,14,4,18,51,18,4
2005-07-13,1,27,2,0,17,0,1,23,3,0,0,7,7,2,83,2,2,7,32,48,4,0,7,3,0,0,0,12,2,12,56,29,4
2005-07-14,0,24,2,0,26,2,0,22,0,0,0,9,7,1,97,1,1,5,26,50,1,0,15,2,0,5,3,6,6,26,33,19,4
2005-07-15,1,30,0,0,37,1,0,15,1,0,0,5,5,2,70,0,0,11,38,50,2,0,11,1,4,1,0,15,3,20,53,16,2
2005-07-16,0,26,1,0,14,3,1,22,0,0,0,5,9,1,79,0,0,5,33,37,1,0,10,5,1,1,0,11,3,24,37,11,4
2005-07-17,0,29,0,0,21,3,1,13,0,0,0,2,4,1,59,0,0,4,31,41,1,0,16,1,1,0,0,5,3,14,49,8,2
2005-07-18,3,24,0,0,30,2,0,9,3,0,0,5,8,0,84,0,0,6,34,36,0,0,8,1,1,0,1,13,0,28,41,13,1
2005-07-19,0,27,0,0,21,1,0,16,1,1,1,2,4,1,72,0,6,6,21,47,7,0,12,0,0,1,0,11,3,15,47,17,4
2005-07-20,0,32,0,1,21,0,0,18,2,1,0,13,4,0,79,1,1,9,25,34,1,0,13,0,0,2,0,6,4,20,40,20,5
2005-07-21,1,23,0,0,29,0,1,24,4,0,0,8,7,0,81,2,1,3,26,48,0,0,6,3,2,0,0,13,3,23,38,17,3
2005-07-22,1,38,1,0,46,1,0,13,2,0,1,5,12,0,89,0,0,9,32,51,2,0,9,2,2,8,0,9,5,23,51,21,6
2005-07-23,1,37,1,0,26,2,1,18,4,0,1,4,7,1,95,2,1,6,47,32,2,0,11,4,0,3,0,11,6,24,38,14,2
2005-07-24,0,35,0,0,20,2,0,10,1,0,0,3,4,0,65,1,0,4,32,37,1,0,16,0,0,1,0,10,5,22,32,7,2
2005-07-25,0,28,0,0,20,3,0,15,1,1,0,9,3,0,63,0,2,11,30,47,2,0,14,3,3,0,0,13,0,14,43,13,3
2005-07-26,1,27,0,0,18,3,0,28,2,0,0,8,2,0,81,0,2,6,18,56,0,0,8,1,0,1,0,14,1,17,44,10,5
2005-07-27,0,28,0,0,21,0,1,37,2,0,0,5,8,0,80,1,1,8,20,39,3,0,5,3,0,2,0,8,3,26,59,18,4
2005-07-28,1,22,0,0,21,2,0,20,3,0,0,10,4,0,86,1,3,6,31,45,5,0,9,1,0,1,2,13,3,14,47,14,1
2005-07-29,2,20,0,0,23,2,1,16,6,0,0,3,6,2,81,1,1,10,27,32,4,0,4,1,0,1,0,11,3,22,49,18,4
2005-07-30,4,45,0,0,22,0,0,13,5,0,0,5,10,1,85,1,0,7,42,43,3,0,7,1,0,1,0,13,1,21,49,11,3
