date,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FORGERY/COUNTERFEITING,FRAUD,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,SECONDARY CODES,SEX OFFENSES FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
2009-04-22,0,47,0,0,19,4,2,48,4,0,6,4,5,2,62,4,1,9,25,72,1,1,18,9,3,2,0,19,7,22,5,19,1
2009-04-23,1,33,0,1,14,1,1,35,1,1,0,9,6,2,68,0,0,2,27,64,1,0,14,2,2,1,0,12,6,30,16,21,5
2009-04-24,1,27,0,0,15,5,2,33,2,0,0,10,6,2,79,0,0,5,31,77,6,5,10,2,1,1,0,13,5,35,12,13,6
2009-04-25,1,42,0,0,16,4,1,26,5,0,0,4,5,1,76,0,0,3,21,66,5,1,7,6,1,2,1,7,3,20,10,9,5
2009-04-26,0,41,0,0,16,3,2,27,1,0,0,2,5,2,78,2,0,3,20,62,4,1,7,6,1,1,0,12,4,16,14,11,4
2009-04-27,0,20,0,0,13,2,3,27,3,0,0,7,5,0,65,0,0,9,20,58,1,0,11,3,0,2,0,6,3,8,9,16,1
2009-04-28,0,27,0,0,14,3,1,37,2,0,0,11,6,1,74,2,0,7,20,87,5,1,9,9,3,1,0,15,10,17,11,23,5
2009-04-29,2,30,0,0,17,3,2,49,2,0,0,6,9,2,55,3,0,4,23,73,6,1,13,2,2,1,0,9,3,20,12,19,3
2009-04-30,2,34,0,1,20,3,1,36,5,2,0,15,5,2,64,2,1,5,27,62,1,3,12,5,1,3,1,22,5,24,13,18,6
2009-05-01,0,33,0,0,15,2,2,29,2,2,0,15,7,1,67,3,0,7,32,77,1,1,5,5,3,1,0,23,5,35,9,14,3
2009-05-02,0,21,1,0,6,8,2,31,4,0,0,8,5,0,49,2,0,9,26,75,1,1,6,3,0,1,0,14,5,24,16,9,6
2009-05-03,0,19,0,0,9,4,1,34,7,0,0,1,5,1,50,0,1,6,19,66,1,1,6,4,0,0,0,6,1,12,14,15,1
2009-05-04,0,30,0,0,11,5,3,40,4,0,0,8,7,0,62,0,0,9,17,72,1,2,10,7,0,2,0,7,3,17,11,14,4
2009-05-05,0,29,0,0,18,2,0,30,2,0,0,7,12,0,59,0,0,4,23,50,0,2,9,1,1,4,0,13,4,20,9,15,1
2009-05-06,0,29,0,0,13,3,1,53,3,0,0,6,6,0,68,1,1,4,18,91,10,2,11,1,1,0,0,10,4,13,13,24,7
2009-05-07,0,23,0,0,15,3,2,25,0,0,0,9,4,1,67,0,0,5,25,74,4,2,12,4,2,1,0,17,1,17,11,12,3
2009-05-08,0,48,1,0,21,2,0,25,4,0,0,6,6,2,63,0,0,7,18,60,4,5,14,8,2,7,0,11,4,23,18,22,3
2009-05-09,0,34,0,0,14,3,0,17,4,0,0,3,9,0,72,2,0,7,33,50,4,0,10,3,0,2,0,11,2,18,12,26,4
2009-05-10,1,24,0,0,10,2,0,20,5,1,0,6,5,2,51,1,0,3,20,57,1,1,10,5,0,1,0,9,3,11,13,12,3
2009-05-11,4,27,0,0,11,3,0,38,0,0,0,8,10,0,63,1,0,10,21,61,2,1,15,8,3,2,0,16,5,14,11,17,2
2009-05-12,1,28,1,0,19,7,4,44,1,1,1,7,7,1,72,1,0,3,16,69,11,1,10,4,0,1,1,9,6,19,10,13,2
2009-05-13,1,30,0,0,22,2,3,37,2,0,1,3,5,0,69,2,0,3,23,71,1,3,6,7,2,1,0,13,2,13,8,20,3
2009-05-14,1,25,0,0,19,5,2,41,5,1,0,8,0,0,64,0,0,3,20,76,6,2,12,6,2,1,0,12,3,8,14,18,6
2009-05-15,1,37,0,0,25,2,3,33,3,0,2,11,11,1,78,0,0,8,20,76,1,0,12,6,1,3,1,14,5,26,12,27,5
2009-05-16,0,30,1,0,10,2,2,29,1,0,0,6,2,2,70,0,1,7,31,42,8,3,13,6,0,0,0,9,2,22,12,15,5
2009-05-17,1,55,0,0,13,5,4,26,4,0,1,3,10,1,79,0,0,2,43,55,7,1,10,9,5,2,1,22,2,21,20,18,7
2009-05-18,0,18,0,0,14,2,1,29,2,1,0,8,4,3,57,1,0,4,18,83,5,2,7,8,0,1,0,16,3,16,18,14,5
2009-05-19,1,21,0,0,10,4,1,32,1,0,0,4,4,1,69,3,0,7,15,67,4,0,13,3,1,0,0,13,6,12,14,12,3
2009-05-20,1,31,0,0,12,3,1,32,1,1,0,2,8,1,69,1,0,5,26,64,9,5,9,3,3,0,0,16,2,11,7,20,1
2009-05-21,0,24,0,0,21,1,0,25,0,0,1,5,9,0,72,0,1,5,22,51,8,1,9,3,2,0,0,15,1,14,8,10,5
2009-05-22,0,17,0,0,21,2,1,11,1,1,0,5,9,0,62,2,0,7,19,48,1,2,10,2,1,0,1,11,1,25,12,4,3
2009-05-23,0,33,0,0,12,3,0,25,3,2,0,2,5,2,60,1,0,8,24,60,0,2,7,4,2,3,0,14,6,23,14,11,5
2009-05-24,1,28,1,0,8,0,3,20,3,0,0,2,5,2,63,0,0,7,21,40,0,1,16,8,1,1,0,7,2,30,19,12,1
2009-05-25,1,32,0,0,9,4,2,49,3,0,0,5,4,0,47,0,0,6,23,83,0,0,6,10,3,1,0,9,3,13,14,19,3
2009-05-26,0,28,0,0,9,3,2,8,0,0,0,10,8,0,60,0,1,5,18,58,0,3,13,4,2,1,2,10,1,15,19,15,2
2009-05-27,0,23,0,0,20,0,0,30,3,0,0,7,5,1,60,1,0,3,27,57,2,3,11,8,0,1,0,11,1,10,14,26,4
2009-05-28,0,25,0,0,19,4,1,31,0,0,0,9,9,1,65,2,0,4,16,43,5,2,9,5,1,4,0,10,5,18,11,12,2
2009-05-29,1,32,0,0,16,2,1,50,4,3,0,16,7,2,68,0,0,4,28,50,0,1,14,2,2,3,0,10,2,15,13,20,0
2009-05-30,1,36,0,0,14,2,1,34,1,0,0,6,5,0,60,0,0,5,28,59,3,2,11,5,4,2,1,14,5,17,15,16,6
2009-05-31,1,29,0,0,5,0,3,15,3,0,2,3,17,0,53,0,0,7,18,46,0,0,11,4,2,1,0,14,1,14,10,10,1
2009-06-01,2,31,2,0,18,0,0,29,3,6,1,23,35,1,61,1,0,9,29,78,0,3,10,5,4,3,0,20,3,19,5,16,2
2009-06-02,1,29,0,0,18,3,1,50,3,1,0,8,22,1,71,0,1,2,20,77,0,3,11,2,0,3,0,16,5,7,14,26,3
2009-06-03,1,27,1,0,16,4,0,47,2,0,0,7,12,0,46,1,2,6,19,72,3,6,9,1,0,1,0,8,3,17,19,19,5
2009-06-04,0,24,0,0,21,1,0,40,1,1,0,10,6,0,50,1,0,5,16,74,2,2,8,2,2,3,0,8,2,20,9,19,2
2009-06-05,0,40,0,0,19,1,0,26,1,1,0,6,9,2,57,2,0,10,23,64,6,1,8,3,1,1,0,6,3,23,16,17,3
2009-06-06,2,31,0,0,11,4,2,20,5,0,0,1,10,3,53,0,0,5,15,54,2,1,12,4,2,4,0,8,2,21,23,6,3
2009-06-07,1,32,0,0,9,5,2,17,5,1,0,5,8,1,62,0,0,7,19,56,3,0,11,7,0,1,0,8,3,13,27,14,1
2009-06-08,0,27,0,1,4,3,1,32,1,1,0,3,9,0,53,0,0,4,29,71,2,3,6,7,2,0,1,14,1,17,13,24,3
2009-06-09,2,26,0,0,9,2,2,20,2,2,0,12,14,0,64,0,0,6,18,86,2,1,10,4,3,0,0,8,1,16,13,17,3
2009-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-11,0,20,0,0,12,3,2,34,3,1,0,5,12,0,63,0,0,5,17,60,2,2,14,4,2,2,0,8,0,29,16,13,12
2009-06-12,1,26,0,1,15,4,1,20,4,1,0,9,5,1,65,3,1,3,28,53,6,3,17,3,0,4,0,15,1,30,12,14,8
2009-06-13,0,30,0,0,12,2,3,18,3,0,0,6,8,5,76,1,0,3,23,43,2,2,6,3,1,0,0,11,4,20,11,16,2
2009-06-14,0,34,0,0,13,1,1,17,3,1,0,6,2,4,68,0,0,3,26,43,0,0,9,4,0,2,0,8,9,18,10,7,3
2009-06-15,0,31,0,0,14,3,0,29,3,3,0,5,11,1,57,0,0,11,28,65,3,2,24,6,4,2,0,10,5,19,12,16,1
2009-06-16,0,28,0,1,19,4,0,28,0,0,2,5,7,1,63,0,0,5,23,55,0,0,12,8,1,2,0,13,3,12,16,16,6
2009-06-17,1,29,0,0,19,1,1,25,2,1,0,8,8,1,85,1,0,8,29,55,6,3,8,7,1,0,0,12,3,26,15,16,2
2009-06-18,0,24,1,0,21,2,0,46,2,1,0,5,3,1,62,0,0,4,23,64,4,1,10,9,2,0,0,5,1,15,8,18,2
2009-06-19,0,34,0,0,17,4,2,30,0,1,0,6,5,1,71,1,0,7,23,60,3,2,6,5,0,4,0,9,4,16,17,14,1
2009-06-20,0,33,0,0,14,3,4,29,3,0,0,8,4,3,69,1,0,3,25,50,6,2,17,4,1,1,1,9,6,17,12,6,2
2009-06-21,0,29,0,0,8,2,4,16,1,1,0,2,0,1,60,1,0,2,20,46,2,0,13,4,2,3,0,12,2,21,6,13,3
2009-06-22,0,25,0,0,19,1,1,17,0,0,0,5,9,0,68,0,0,7,11,58,1,2,13,6,0,4,0,9,4,17,12,18,2
2009-06-23,0,15,0,0,18,2,1,36,0,1,0,9,8,0,66,0,0,7,15,66,11,1,18,3,0,3,0,14,3,15,7,14,3
2009-06-24,1,25,0,0,12,1,2,29,3,1,0,10,3,1,50,1,0,3,23,59,4,3,14,3,3,0,0,8,3,13,12,11,5
2009-06-25,1,25,0,0,9,2,1,18,3,0,1,4,4,0,88,2,0,2,25,44,5,3,14,4,1,4,0,17,3,18,16,14,1
2009-06-26,0,22,0,1,17,0,2,21,1,0,0,6,5,1,71,2,0,7,23,59,1,0,15,3,1,1,0,11,2,14,12,5,4
2009-06-27,0,36,0,0,20,0,4,28,3,1,0,3,3,0,71,1,0,4,25,44,0,1,14,3,1,0,0,4,4,18,20,11,4
2009-06-28,2,39,0,1,11,5,0,14,2,0,0,7,4,4,71,0,0,9,35,61,0,2,12,9,2,1,0,19,1,26,12,15,0
2009-06-29,0,32,0,0,19,1,0,24,2,1,0,4,11,0,54,0,0,5,17,45,0,3,8,4,2,1,0,8,3,16,10,15,1
2009-06-30,0,31,0,0,18,2,2,41,1,1,0,7,8,1,56,1,0,2,21,57,0,1,8,1,0,1,0,4,5,15,18,18,5
2009-07-01,0,37,1,0,12,2,0,30,3,0,1,11,11,2,50,0,0,4,27,73,4,2,3,7,3,3,1,20,4,23,8,21,7
2009-07-02,0,25,1,0,15,0,3,27,1,0,0,5,9,3,52,1,0,5,26,53,2,1,9,4,0,1,0,9,1,12,12,20,2
2009-07-03,2,39,0,0,17,3,1,38,3,0,0,5,7,1,90,0,0,5,31,83,0,1,11,5,2,1,0,16,6,29,17,23,2
2009-07-04,0,28,0,0,10,0,2,23,3,0,0,3,0,0,76,0,0,7,27,48,0,3,8,6,1,0,0,14,3,24,10,16,7
2009-07-05,1,39,0,0,12,1,3,33,3,0,1,4,1,1,68,1,0,4,19,76,0,1,11,3,0,4,0,12,3,18,8,16,4
2009-07-06,0,30,1,0,17,1,1,12,1,0,0,6,4,0,70,0,0,4,26,59,4,2,8,8,1,1,0,16,3,15,18,9,6
2009-07-07,0,20,0,0,13,4,1,25,0,0,0,6,9,1,91,0,0,7,25,56,4,1,5,3,0,3,0,9,1,11,11,9,1
2009-07-08,0,24,1,0,12,2,0,21,1,2,0,4,8,0,84,0,0,5,21,34,8,0,4,2,1,0,0,16,3,17,13,23,7
2009-07-09,0,21,0,0,23,2,3,39,1,0,0,3,9,1,71,1,0,3,21,68,6,1,10,4,0,0,0,15,5,17,15,17,3
2009-07-10,0,30,0,0,20,0,3,5,2,1,0,9,8,0,77,0,0,5,28,43,0,3,10,1,3,1,1,10,0,27,13,8,3
2009-07-11,1,31,1,0,22,0,3,10,2,2,0,4,8,0,68,0,0,4,20,42,8,0,6,4,2,2,1,4,1,20,17,5,3
2009-07-12,0,36,0,0,7,2,1,27,3,1,0,2,5,2,60,0,0,6,28,49,6,1,13,7,1,2,1,10,4,26,10,18,0
2009-07-13,0,23,0,0,17,1,2,24,2,0,0,5,7,1,59,3,0,1,29,69,0,4,10,1,1,1,0,13,5,14,12,23,1
2009-07-14,1,25,0,0,27,2,0,25,1,1,1,4,5,1,81,0,0,4,35,64,0,4,20,4,2,2,0,8,3,23,17,13,4
2009-07-15,0,17,0,0,15,3,0,44,2,2,0,4,1,2,68,1,2,4,36,79,9,4,11,6,2,0,0,15,6,24,13,21,3
2009-07-16,0,23,0,1,17,3,0,28,1,1,0,2,12,0,83,2,0,1,23,71,4,2,4,1,0,3,0,11,3,17,12,16,5
2009-07-17,0,16,0,0,20,1,4,19,4,0,0,5,7,1,83,3,0,5,22,44,3,1,10,2,3,2,0,8,3,28,21,13,1
2009-07-18,0,39,0,0,10,2,5,23,4,0,0,4,5,1,103,2,1,5,26,57,8,3,11,6,0,1,0,20,2,23,13,19,1
2009-07-19,2,28,0,0,11,1,3,24,5,0,0,9,2,0,92,0,0,4,36,71,1,1,10,7,2,1,1,14,4,25,11,15,3
2009-07-20,0,21,1,0,15,0,0,35,1,0,0,7,10,0,73,0,0,13,26,62,0,1,7,4,2,4,0,9,2,20,10,22,2
2009-07-21,1,30,0,0,15,3,0,30,2,0,0,4,4,2,64,0,0,8,25,71,4,6,6,6,4,2,0,11,6,17,16,14,0
2009-07-22,2,24,0,0,14,0,0,35,2,0,0,7,5,2,79,2,0,5,17,62,8,1,9,7,3,4,0,17,2,24,15,19,1
2009-07-23,2,16,0,0,10,6,1,29,0,0,0,5,5,1,75,3,0,9,14,61,5,2,5,3,1,3,0,7,3,19,15,12,6
2009-07-24,3,22,0,0,13,3,0,26,1,0,1,9,12,2,95,2,0,6,24,36,6,4,9,1,1,1,0,11,2,35,18,17,2
2009-07-25,3,24,0,1,16,0,5,27,1,0,0,2,12,1,85,0,0,4,27,47,1,1,16,5,1,2,0,12,1,19,15,18,3
2009-07-26,1,29,0,1,13,1,1,29,2,0,0,1,7,1,79,0,0,5,19,48,0,0,9,10,0,3,0,9,3,27,17,10,10
2009-07-27,2,18,0,0,22,3,0,15,4,0,1,5,10,0,69,0,0,9,25,56,2,5,8,2,1,2,0,8,3,21,15,19,4
2009-07-28,4,37,0,0,14,3,2,25,0,0,0,10,9,4,77,3,0,6,25,65,16,3,12,8,1,0,0,14,7,16,11,24,1
2009-07-29,3,24,0,0,12,2,2,31,1,1,0,7,5,0,62,0,1,6,26,60,13,2,6,9,0,5,1,16,8,26,19,16,5
2009-07-30,2,22,1,0,17,4,3,24,3,1,0,8,4,0,73,0,0,4,29,63,1,2,9,9,0,1,1,9,3,25,18,16,6
2009-07-31,0,26,0,0,17,3,0,20,2,1,0,5,11,0,62,1,0,9,32,52,2,0,7,3,2,1,0,10,4,25,15,12,5
2009-08-01,0,42,0,0,14,3,1,26,1,2,0,11,10,2,83,1,0,14,37,80,0,2,10,9,5,0,0,18,3,33,28,7,3
2009-08-02,0,21,0,0,11,6,1,26,3,0,0,1,5,2,70,2,2,8,21,73,0,0,13,5,1,3,0,7,6,30,10,18,0
2009-08-03,0,23,0,0,9,2,1,24,4,1,0,9,10,1,65,1,0,7,26,65,2,2,7,4,0,0,0,9,4,23,11,11,2
2009-08-04,0,21,0,0,14,4,1,47,1,0,1,9,7,3,66,1,0,6,16,50,7,0,4,4,0,2,1,11,6,27,14,21,2
2009-08-05,0,28,0,0,12,2,0,62,4,1,0,7,5,1,76,2,0,4,31,78,18,3,9,6,2,2,1,23,4,27,11,21,6
2009-08-06,0,34,0,0,13,3,0,47,1,0,0,5,7,2,82,0,0,5,24,76,2,1,8,8,2,2,0,10,6,29,20,18,3
2009-08-07,0,27,0,0,25,2,3,50,2,2,0,9,9,3,76,2,0,7,18,80,1,1,9,4,0,1,0,12,4,28,17,23,4
2009-08-08,0,38,1,1,16,5,4,27,1,0,0,5,8,0,91,0,0,2,31,47,4,2,12,4,1,1,0,14,3,25,18,17,2
2009-08-09,0,23,0,0,11,4,0,17,3,0,0,6,6,0,61,0,0,4,30,63,1,2,11,3,2,2,2,9,5,18,20,14,2
2009-08-10,0,36,0,0,19,0,0,28,1,1,0,14,8,2,78,2,0,3,29,66,0,2,11,3,1,2,0,9,3,26,17,14,5
2009-08-11,0,21,0,0,18,4,0,36,1,1,0,7,7,0,91,0,0,8,19,70,0,0,6,2,3,1,0,10,0,26,6,26,2
2009-08-12,2,29,0,0,10,4,2,41,3,0,0,6,9,2,64,1,0,7,25,81,10,0,5,6,0,2,0,7,6,11,22,24,4
2009-08-13,1,37,0,1,20,0,2,57,3,0,0,3,7,0,74,0,0,4,18,60,4,2,10,4,1,2,0,6,2,21,20,18,5
2009-08-14,0,16,1,0,14,4,1,51,4,0,0,6,6,1,84,2,0,4,21,75,0,3,9,6,3,3,0,8,4,20,16,29,4
2009-08-15,0,44,0,1,21,2,5,39,3,1,0,3,8,1,97,2,0,7,39,90,1,4,12,12,1,0,0,14,3,21,18,14,8
2009-08-16,0,31,1,0,13,2,3,30,4,0,1,3,5,0,81,1,0,9,18,59,0,3,10,5,2,3,0,4,5,28,11,22,7
2009-08-17,1,20,0,0,17,3,2,41,3,0,0,2,10,0,54,2,1,11,33,63,3,1,8,2,0,0,1,9,1,18,16,20,3
2009-08-18,2,28,0,0,12,2,2,36,2,0,0,5,8,3,85,0,1,8,24,93,9,3,13,4,2,5,2,15,3,20,24,16,1
2009-08-19,0,36,0,0,14,2,1,38,3,2,0,5,6,2,74,0,2,6,28,81,7,1,6,8,2,2,2,15,5,15,10,24,3
2009-08-20,3,26,0,0,14,2,1,37,1,0,0,7,3,1,72,1,0,6,23,70,2,2,7,1,1,3,2,13,2,19,20,21,4
2009-08-21,0,36,0,0,16,4,2,45,5,2,0,10,10,2,90,1,1,9,20,69,1,2,9,6,2,2,0,16,4,25,19,24,3
2009-08-22,2,42,0,0,14,6,2,38,4,2,0,4,8,0,93,0,0,9,26,86,0,2,8,3,3,3,0,9,8,28,10,22,5
2009-08-23,0,23,0,0,7,3,3,50,2,0,0,3,3,1,83,2,0,3,20,74,4,2,13,6,2,3,1,11,4,23,14,16,4
2009-08-24,1,28,2,0,13,2,3,47,3,1,0,11,14,4,87,2,0,2,34,72,8,0,9,6,0,0,1,14,2,14,17,17,6
2009-08-25,0,29,0,0,17,5,0,53,2,3,0,12,4,0,91,2,0,1,27,108,8,3,12,5,0,1,0,12,3,17,17,24,4
2009-08-26,1,42,0,0,17,2,2,32,1,0,0,5,1,1,89,1,0,2,24,59,6,0,6,3,5,2,0,11,1,20,11,17,4
2009-08-27,1,37,0,0,10,1,1,34,1,0,0,8,5,2,94,0,0,2,27,58,2,1,13,4,1,1,0,13,3,20,15,19,7
2009-08-28,0,38,0,0,22,1,1,44,2,0,0,8,10,2,100,1,0,4,32,87,5,1,15,5,1,2,0,14,3,16,19,16,8
2009-08-29,2,28,0,0,15,1,4,48,5,1,0,3,10,0,85,1,0,7,29,94,0,0,19,7,1,0,0,19,1,27,15,22,5
2009-08-30,1,30,0,0,13,3,3,33,3,0,0,7,5,2,91,0,0,5,28,68,0,0,6,6,1,2,0,12,1,28,10,20,7
2009-08-31,1,36,0,1,12,6,0,42,2,3,0,6,4,1,72,0,0,7,26,92,2,3,9,6,2,2,0,10,7,19,12,21,4
2009-09-01,0,35,0,1,16,2,1,59,2,1,0,12,17,0,74,0,1,21,36,84,12,1,14,4,3,4,0,15,2,16,6,23,4
2009-09-02,2,34,1,0,13,4,1,47,2,0,0,9,13,1,63,1,0,5,27,80,8,1,5,3,0,0,0,17,3,15,9,20,3
2009-09-03,0,20,0,0,16,1,0,34,4,1,0,8,6,2,66,1,0,6,25,62,7,4,9,5,3,0,0,13,3,15,14,17,1
2009-09-04,2,29,0,0,20,1,3,43,2,2,0,7,12,1,81,0,0,3,25,55,2,2,9,5,1,1,0,23,2,28,9,15,6
2009-09-05,0,43,0,0,7,0,1,35,2,0,0,8,7,1,87,1,2,10,30,72,8,1,10,3,1,4,0,8,3,30,21,24,4
2009-09-06,1,31,0,0,10,3,4,35,5,1,0,1,3,0,84,0,0,5,21,56,7,1,2,10,1,4,0,9,3,23,8,30,4
2009-09-07,0,31,0,0,8,2,2,42,3,1,0,1,4,0,69,2,0,7,24,85,2,3,8,6,0,4,0,11,7,31,11,14,3
2009-09-08,0,24,0,0,16,4,2,46,2,0,0,7,6,1,77,0,0,4,21,90,9,4,9,5,0,1,0,9,2,26,12,17,5
2009-09-09,0,23,0,1,10,2,1,49,0,0,0,7,7,0,58,5,0,10,24,85,4,2,15,2,1,3,0,19,4,18,15,15,3
2009-09-10,1,38,0,0,8,3,0,52,0,1,0,5,6,1,88,0,0,7,26,72,7,0,7,5,1,3,0,10,2,27,7,14,1
2009-09-11,1,34,0,0,14,1,3,20,2,0,0,7,4,1,94,0,0,4,18,64,2,2,16,0,1,1,0,15,3,20,16,14,0
2009-09-12,0,29,0,0,13,2,1,25,1,0,0,3,5,0,75,3,0,7,33,63,1,1,12,6,1,5,1,13,2,28,18,14,6
2009-09-13,0,25,0,0,15,0,1,30,0,1,0,6,5,3,60,0,1,10,19,69,0,4,16,3,1,4,0,13,4,24,20,17,4
2009-09-14,1,29,0,0,13,3,1,51,2,0,0,6,9,2,61,0,0,4,28,77,0,3,7,5,2,2,0,12,1,20,17,17,1
2009-09-15,0,38,0,0,13,1,1,72,5,0,0,11,12,1,80,3,0,7,24,91,0,3,12,5,0,1,0,15,1,25,12,25,3
2009-09-16,0,25,0,0,14,3,2,37,2,1,0,10,8,1,68,1,0,7,23,77,0,0,21,3,1,0,0,15,4,18,20,21,3
2009-09-17,0,33,0,0,22,3,1,41,1,2,0,4,8,0,69,0,1,5,34,78,3,3,17,6,0,3,1,24,5,25,13,19,6
2009-09-18,0,40,0,0,22,2,2,39,2,0,0,5,13,1,87,0,1,6,33,65,4,2,7,4,1,1,1,12,4,28,16,18,3
2009-09-19,3,18,0,0,11,5,4,25,5,0,0,3,5,1,91,0,1,6,30,73,1,0,12,6,4,2,0,10,2,23,20,14,2
2009-09-20,2,40,0,0,17,0,2,25,2,0,0,5,6,0,78,2,0,6,20,63,0,1,13,6,1,0,0,6,7,37,27,18,5
2009-09-21,0,28,0,0,12,3,2,30,2,0,1,8,9,0,64,1,1,2,19,69,3,5,10,1,2,1,2,7,2,16,14,18,3
2009-09-22,1,32,0,0,15,2,0,49,2,2,0,9,6,1,79,0,0,11,23,65,2,4,9,8,1,0,1,13,9,17,16,15,1
2009-09-23,1,21,0,0,16,4,2,35,1,0,0,4,8,0,79,0,0,7,21,66,14,3,10,4,1,3,0,24,1,23,21,11,6
2009-09-24,0,25,0,1,15,1,0,34,3,1,0,2,9,1,84,0,0,3,19,71,8,0,12,5,2,2,1,15,6,17,8,15,4
2009-09-25,0,40,0,0,11,0,0,37,2,1,0,7,6,0,93,1,0,6,26,108,7,1,10,6,5,1,0,11,4,28,14,19,5
2009-09-26,0,33,0,0,14,6,3,29,3,0,0,3,9,1,80,0,0,5,28,77,2,1,14,6,3,4,0,7,6,21,15,19,9
2009-09-27,1,33,0,0,15,2,1,20,0,0,0,1,2,0,77,1,0,4,20,74,0,1,7,6,1,3,0,10,2,24,15,13,4
2009-09-28,0,15,0,0,12,1,1,32,3,0,0,8,10,0,74,0,1,5,19,47,1,0,11,3,2,1,0,14,5,26,16,14,2
2009-09-29,1,42,1,0,15,5,2,36,1,0,0,7,6,5,85,1,2,8,26,73,7,3,11,4,2,1,0,7,1,18,11,17,1
2009-09-30,1,23,0,2,10,0,0,28,0,0,0,2,6,1,70,0,0,5,29,76,13,2,5,6,0,2,0,15,7,17,12,20,3
2009-10-01,1,35,1,0,11,2,2,42,0,2,0,17,7,3,86,2,0,9,35,81,0,0,10,12,2,1,1,13,3,23,9,18,1
2009-10-02,1,33,0,0,19,3,3,21,2,0,0,7,10,1,73,1,0,18,31,62,1,1,7,4,2,3,0,12,4,27,16,15,4
2009-10-03,0,43,0,0,19,2,2,10,2,0,0,3,8,3,89,1,0,12,45,72,2,0,13,3,2,1,0,13,2,24,15,15,4
2009-10-04,0,42,0,0,5,3,2,29,4,0,0,3,3,2,70,0,0,7,20,50,0,1,14,5,6,0,0,12,1,23,16,13,1
2009-10-05,2,36,0,0,23,0,3,39,2,0,0,6,7,1,50,1,0,6,34,68,1,3,11,5,2,2,0,10,4,25,13,20,2
2009-10-06,1,34,0,1,8,4,0,43,0,0,1,6,3,2,55,0,1,10,29,66,1,3,4,5,2,1,0,21,3,20,12,21,4
2009-10-07,1,16,1,0,10,2,0,36,2,1,0,9,6,0,62,1,1,7,31,75,16,3,10,2,0,5,0,11,5,18,13,19,4
2009-10-08,1,19,0,0,8,1,2,37,2,1,0,3,10,0,63,0,0,6,21,76,5,1,3,5,0,0,0,15,8,18,10,18,4
2009-10-09,0,23,0,0,16,2,0,39,2,0,0,8,4,2,82,2,0,14,30,74,0,2,7,7,3,5,0,24,5,21,19,7,2
2009-10-10,0,31,0,0,13,2,2,26,3,1,0,2,5,2,85,3,0,0,30,58,0,3,10,6,1,2,0,6,0,31,12,15,3
2009-10-11,0,39,0,0,12,1,5,32,4,0,1,6,4,5,71,1,0,4,30,77,0,1,10,9,1,3,0,14,3,39,15,18,7
2009-10-12,0,28,0,0,11,1,2,26,1,0,0,2,3,2,59,0,0,6,21,80,2,1,11,2,2,1,0,13,3,21,15,17,4
2009-10-13,0,22,1,1,14,0,2,21,0,0,0,7,11,1,56,1,1,4,22,53,4,2,7,1,3,1,0,19,5,20,6,12,3
2009-10-14,0,28,0,0,16,3,1,39,0,0,1,5,2,1,57,0,0,7,43,94,5,5,10,4,1,1,0,16,5,19,11,10,3
2009-10-15,0,28,0,0,18,5,1,15,2,1,0,8,13,1,61,0,2,5,28,54,7,1,14,5,0,1,0,13,4,16,11,9,6
2009-10-16,1,26,0,0,20,3,2,29,1,1,0,4,4,0,90,0,0,6,26,57,2,1,10,5,1,2,1,15,3,34,12,17,5
2009-10-17,1,51,0,0,9,2,3,23,6,1,0,5,7,2,69,0,0,4,34,57,0,2,16,6,1,0,0,11,3,29,18,13,3
2009-10-18,0,31,0,0,11,2,2,19,1,0,0,3,1,2,56,1,0,9,29,52,0,0,12,10,2,0,0,12,2,20,12,19,2
2009-10-19,0,29,1,0,13,0,3,23,0,0,1,3,1,2,68,0,1,6,24,55,0,1,12,7,5,1,0,7,3,15,9,8,1
2009-10-20,0,24,1,0,13,0,1,32,1,1,0,5,6,1,84,0,6,5,20,50,5,2,14,1,1,3,0,17,2,11,11,15,1
2009-10-21,0,31,0,0,13,4,0,41,1,0,0,5,7,1,65,0,0,3,21,52,5,2,12,9,2,2,1,21,3,19,10,16,2
2009-10-22,1,37,0,0,22,2,1,14,1,0,0,1,4,1,82,1,1,7,26,41,13,2,8,5,1,1,0,20,5,23,8,18,1
2009-10-23,0,44,1,0,17,3,2,49,2,0,0,7,8,1,85,1,0,4,24,62,4,0,6,9,2,3,0,14,2,39,18,15,3
2009-10-24,1,34,0,1,7,0,1,22,3,0,0,3,7,3,86,1,0,8,29,54,3,3,9,2,2,1,1,13,2,29,21,11,4
2009-10-25,0,27,1,0,11,5,0,24,4,0,0,3,7,1,77,1,0,7,26,53,1,2,8,7,0,2,0,18,8,27,12,15,4
