db_name,signal_title,crime_type,trigger,trigger_family_class,epoch,lag,is_primary,n_target,n_ctrl,g,ci_lo,ci_hi,p_mw,p_mw_fdr,delta_pct,slice_sign_frac,perm_pass_count,p_placebo_emp,TIER,tier_notes
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_after_quadrature,WAVE,PRE2014,-1,True,247,3405,0.0450504142726805,,,0.5123270221935303,0.9982242650502056,0.6749147223478857,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_after_quadrature,WAVE,PRE2014,0,True,247,3405,0.0362268585681897,-0.0935818527212207,0.1740366816619738,0.7917896679388884,0.9984541737171204,0.5423807594018726,0.4,0,0.56,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_after_quadrature,WAVE,PRE2014,1,True,247,3405,0.0317937974808166,,,0.8306525295494225,0.996559298397828,0.4758568119440198,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_after_quadrature,WAVE,PRE2014,WIN3,True,741,2911,0.044091284110216,-0.0413414541929951,0.1233918793471856,0.4792240902186494,0.9938108278784372,0.6604365219930797,0.8,0,0.32,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,PHASE_Syzygy,PHASE,PRE2014,-1,True,247,2167,0.0389725511739291,,,0.6824980725036989,0.9974630741851356,0.5916422071025051,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,PHASE_Syzygy,PHASE,PRE2014,0,True,247,2167,0.027553211501409,-0.0921359945937809,0.155135166875499,0.6678171137679125,0.9983855909334398,0.4190636692221305,0.6,0,0.745,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,PHASE_Syzygy,PHASE,PRE2014,1,True,247,2167,0.0090027054002656,,,0.953285668727143,0.9990533220984475,0.1370758283708362,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,PHASE_Syzygy,PHASE,PRE2014,WIN3,True,741,2167,0.0252799467585134,-0.0565466869330318,0.1062263146503057,0.6370676148923926,0.993448650038562,0.3824189910297759,0.4,0,0.575,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,PHASE_Quadrature,PHASE,PRE2014,-1,True,248,2167,0.1174874523693556,,,0.1110034030035078,0.9974630741851356,1.78733295654383,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,PHASE_Quadrature,PHASE,PRE2014,0,True,248,2167,0.0519937678134035,-0.0692900635489524,0.171100794563754,0.6235850200480519,0.9983855909334398,0.7876132202510711,0.6,0,0.48,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,PHASE_Quadrature,PHASE,PRE2014,1,True,248,2167,-0.0270339598057636,,,0.4999676724417529,0.9990533220984475,-0.4108032490948821,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
