db_name,signal_title,crime_type,trigger,trigger_family_class,epoch,lag,is_primary,n_target,n_ctrl,g,ci_lo,ci_hi,p_mw,p_mw_fdr,delta_pct,slice_sign_frac,perm_pass_count,p_placebo_emp,TIER,tier_notes
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_syzygy,WAVE,PRE,WIN3,True,321,469,0.0146814999251319,-0.1209950424988863,0.1702424482493906,0.6314732208984895,0.9996239122196258,0.4316917440578605,0.2,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.20 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_quadrature,WAVE,PRE,-1,True,107,683,-0.1039868637357334,,,0.2002045003744683,0.9997535226040072,-3.0031501580973896,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_quadrature,WAVE,PRE,0,True,107,683,0.0726681185409321,-0.1322178137461377,0.2874543488301647,0.5800253489021852,0.9940835620801448,2.1543921653766063,0.4,0,0.435,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_quadrature,WAVE,PRE,1,True,106,684,-0.0452704451386373,,,0.5084771369461518,0.9960568740865424,-1.319352847624422,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_quadrature,WAVE,PRE,WIN3,True,320,470,-0.037024236541394,-0.1784111299562271,0.1016816587046697,0.333896852564536,0.9996239122196258,-1.0802805965714035,0.4,0,,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_before_syzygy,WAVE,PRE,-1,True,53,737,-0.0221269047237549,,,0.9977623963979456,0.9997535226040072,-0.6471186401639017,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_before_syzygy,WAVE,PRE,0,True,53,737,0.1081172560563518,-0.1296635191379106,0.3572053084635883,0.5064747328178478,0.9940835620801448,3.221948954469278,0.6,0,0.485,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_before_syzygy,WAVE,PRE,1,True,53,737,-0.0837467250080599,,,0.4774226122733895,0.9960568740865424,-2.4267627515611068,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_before_syzygy,WAVE,PRE,WIN3,True,159,631,0.0008653693945344,-0.17760173848905,0.1666932837867778,0.9756481555730347,0.9996239122196258,0.0253942606977419,0.6,0,0.995,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_after_syzygy,WAVE,PRE,-1,True,54,736,0.0976203547440977,,,0.4910948896869301,0.9997535226040072,2.904823090233366,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_after_syzygy,WAVE,PRE,0,True,54,736,0.152612741545238,-0.1287282910548945,0.4019833726126786,0.1611446679387324,0.9940835620801448,4.57613667474992,0.6,0,0.295,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_after_syzygy,WAVE,PRE,1,True,54,736,-0.1969064431221457,,,0.2680971319678074,0.9960568740865424,-5.607007176609313,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
